ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
18,18,30,059,HOLMES,Holmes,FL,932,14,13,74,140,131,153,162,159,64,21,1,0 to 119,51,444,473,15,921,11,0,6,759,5,186,7,181,751,0,0,921,161,18,0,2,21,158,0,179,1,0,18,55,47,32,14,12,2,0,0,1 to 79,38,101,64,9,5,16,138,25,7,0,5,0,0,0,181,159,22,179,2,0,2354,9,2548,2363,181,0,77,71,43,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8216,171,221,663,886,985,1077,1418,1401,973,397,24,0 to 100,55,4064,3708,444,8120,96,0,486,6585,82,1615,79,2112,6068,1,35,8085,2083,13,16,0,973,1118,5,2096,79,121,339,381,380,349,216,115,80,50,2,0 to 99,37,734,88,688,586,1172,471,453,311,2,179,1,1,25,2112,1127,980,2096,16,0,14789,78,17002,14867,2112,25,572,561,38,37,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,61090,1406,1752,6194,10012,8875,9285,9766,7625,4082,1881,212,0 to 119,47,34694,26101,295,60656,434,0,979,57026,458,3410,322,11465,49484,23,118,60516,11132,244,86,3,6023,5316,37,11376,239,401,2278,2876,1741,1504,1097,632,371,228,98,0 to 104,34,3376,1568,1417,5015,2262,3406,5708,1022,11,623,8,3,140,11465,5357,6071,11376,89,0,116041,344,127933,116385,11465,140,3005,2658,37,34,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,17198,297,435,1187,1766,1880,2231,3108,3355,2065,771,103,0 to 119,57,9720,7193,285,16943,255,0,946,15231,177,1995,50,3015,14177,4,2,16937,2933,63,19,0,1557,1434,5,2996,62,169,439,536,498,415,359,244,179,114,0,0 to 101,40,1555,291,278,872,898,1133,965,192,4,266,3,2,129,3015,1443,1567,2996,19,0,37611,236,40879,37847,3015,129,373,275,45,40,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8549,123,217,677,1006,1190,1407,1506,1326,764,311,22,0 to 101,52,4923,3524,102,8528,21,0,191,7882,130,667,60,729,7811,1,8,8519,654,72,3,0,401,325,0,726,3,15,84,107,99,125,106,93,58,38,1,0 to 100,50,367,142,67,150,69,487,170,164,0,108,0,0,34,729,326,403,726,3,0,16612,18,17370,16630,729,34,515,482,55,50,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1243,37,93,172,233,163,153,161,136,69,26,0,0 to 94,39,684,544,15,1236,7,0,70,652,2,509,8,440,803,0,0,1236,355,80,4,1,222,213,0,435,13,41,70,97,71,53,39,37,14,5,0,0 to 86,34,316,59,42,18,307,113,15,68,3,41,3,1,3,440,216,224,435,5,0,2058,2,2502,2060,440,3,770,671,35,34,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15605,173,233,1053,1808,1791,2240,2652,2903,1938,787,27,0 to 168,56,9532,6022,51,15578,27,0,4369,10479,177,3557,152,727,14448,0,430,15149,696,26,4,1,387,335,0,722,15,17,120,150,116,103,97,60,38,11,0,0 to 97,39,474,118,44,86,129,500,93,120,3,70,0,0,10,727,336,391,722,5,0,23417,21,24170,23438,727,10,808,643,45,39,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,21675,185,328,1333,2315,2383,3111,4405,4067,2203,1053,292,0 to 119,57,12117,8888,670,21576,99,0,459,20142,230,1447,147,2219,19429,0,27,21549,1995,207,16,1,1138,1060,4,2202,18,49,371,405,307,318,313,236,108,89,5,0 to 102,43,986,329,404,483,262,1264,676,356,6,225,5,0,58,2219,1069,1146,2202,17,0,38637,82,40969,38719,2219,58,1360,746,49,43,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,816,21,27,66,91,133,107,138,123,69,40,1,0 to 118,52,484,315,17,816,0,0,11,700,6,84,1,69,747,0,0,816,53,16,0,0,35,34,0,69,0,3,13,5,11,11,11,6,6,3,0,6 to 91,48,53,15,0,1,0,67,2,16,0,11,0,0,4,69,34,35,69,0,0,1324,0,1393,1324,69,4,149,94,48,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16234,241,270,999,1587,1625,2029,2612,2899,2050,673,1249,0 to 103,57,8522,6681,1031,16093,141,0,201,15302,222,737,104,1410,14781,0,43,16052,1373,18,19,0,688,696,7,1391,22,35,246,266,202,214,189,122,89,23,2,0 to 103,41,548,168,232,443,212,669,510,189,12,111,5,1,22,1410,707,696,1391,19,0,32389,120,33938,32509,1410,22,801,509,44,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1792,27,31,182,233,200,237,343,269,190,79,1,0 to 118,54,1036,739,17,1788,4,0,27,1478,16,363,8,181,1611,0,0,1788,153,25,0,3,62,115,1,178,1,3,41,41,31,18,22,13,7,4,0,3 to 99,35,74,9,86,9,94,74,10,17,0,12,0,0,1,181,117,63,178,3,0,3080,1,3264,3081,181,1,306,256,35,35,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3951,28,32,103,183,196,303,529,1446,912,133,86,0 to 119,69,1951,1806,194,3875,76,0,140,3532,164,334,61,368,3560,0,23,3852,315,50,2,1,128,232,5,365,1,7,19,18,46,49,51,111,56,10,0,4 to 92,63,261,45,13,46,27,287,51,76,0,49,0,0,17,368,234,129,365,3,0,7377,73,7825,7450,368,17,115,103,65,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,18654,242,422,1879,2566,2516,2843,2989,2573,1216,540,868,0 to 119,49,10548,7978,128,18610,44,0,347,17517,246,925,101,2682,15951,1,20,18590,2610,59,13,0,1420,1245,4,2669,35,52,704,623,381,357,228,158,81,63,0,0 to 100,33,1242,241,233,953,394,858,1417,284,5,174,1,0,17,2682,1251,1427,2669,13,0,34617,30,37359,34647,2682,17,961,718,33,33,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,70321,1208,1605,6820,11143,10482,10926,10828,7640,3622,1374,4673,0 to 120,46,38218,31722,381,69146,1174,1,928,67249,585,2591,423,10874,59361,0,86,69062,10545,115,209,5,5044,5545,71,10660,156,251,2516,2958,1794,1469,987,441,220,76,6,0 to 103,33,2651,1416,1841,4752,1640,2356,6664,890,48,454,37,5,58,10874,5667,5129,10659,214,1,126505,959,138489,127464,10874,58,1586,1360,35,33,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4219,40,79,230,401,383,506,779,944,648,201,8,0 to 222,61,2345,1683,191,4212,7,0,84,3633,119,381,28,323,3893,1,2,4210,203,120,0,0,158,164,1,323,4,7,41,35,33,50,71,46,24,12,0,0 to 97,53,249,15,17,42,28,248,47,38,0,39,0,0,13,323,164,158,323,0,0,9683,6,10016,9689,323,13,1169,714,57,53,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4146,70,69,342,553,496,606,733,591,423,259,4,0 to 102,54,2491,1633,22,4125,21,0,103,3664,66,357,51,408,3738,0,0,4125,297,104,6,1,199,201,1,401,6,11,66,85,57,63,59,40,15,6,0,0 to 92,39,244,32,19,106,50,190,161,73,2,36,2,1,5,408,203,204,401,7,0,9874,14,10297,9888,408,5,600,549,46,39,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,41908,426,627,3091,5488,4865,5992,7753,7007,4246,2321,92,0 to 120,55,24143,17652,113,41563,345,0,2520,36775,411,5870,393,6861,34966,1,80,41482,6634,154,66,7,3721,3051,16,6788,95,235,1153,1567,891,902,780,542,381,306,9,0 to 104,38,2819,1342,308,2319,459,3611,2718,811,19,669,17,2,172,6861,3096,3749,6788,73,0,87755,272,94918,88027,6861,172,693,601,41,38,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2453,70,81,220,330,299,297,380,315,239,212,10,0 to 118,53,1537,844,72,2438,15,0,64,1995,110,655,20,532,1921,0,0,2438,405,112,12,3,312,205,0,517,17,40,77,81,82,76,58,42,35,24,0,0 to 102,41,257,69,98,93,189,230,98,64,1,57,0,0,21,532,211,321,517,15,0,3728,0,4264,3728,532,21,67,63,47,41,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,52697,831,1136,5220,9015,7773,7981,9059,6581,3321,1655,124,-6 to 119,48,28861,23099,737,52058,639,0,925,49014,454,2900,224,6480,46121,10,86,51962,5999,370,100,11,3199,3155,15,6369,75,170,1203,1799,1127,818,675,381,149,81,2,0 to 101,34,1908,1667,624,2170,652,3308,2409,559,22,356,11,3,67,6480,3217,3246,6369,111,0,98010,528,105151,98538,6480,67,2632,2515,39,34,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,365,6,1,44,46,40,37,40,50,56,44,1,0 to 119,57,231,127,7,365,0,0,12,327,0,23,1,32,333,0,0,365,25,7,0,0,16,16,0,32,1,1,4,8,2,5,4,4,1,2,0,3 to 98,41,23,6,2,1,7,25,0,7,0,3,0,0,0,32,16,16,32,0,0,515,0,548,515,32,0,20,20,46,41,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,628,11,15,39,57,65,106,128,122,65,20,0,0 to 94,56,368,257,3,571,57,0,19,583,1,66,13,23,605,0,0,571,17,3,3,0,11,9,0,20,0,1,3,2,2,6,5,3,0,1,0,9 to 89,49,13,4,2,1,2,17,1,7,1,2,1,0,0,23,11,12,20,3,0,1463,54,1540,1517,23,0,54,51,48,49,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1195,11,22,62,80,111,139,405,278,73,14,0,0 to 118,59,328,861,6,1195,0,0,19,1130,4,97,4,62,1132,0,1,1194,52,10,0,0,14,48,0,62,0,3,8,8,3,4,22,12,2,0,0,9 to 80,56,38,21,2,1,3,57,2,10,0,10,0,0,2,62,48,14,62,0,0,2242,0,2304,2242,62,2,107,105,61,56,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1508,21,28,126,195,175,225,292,190,146,103,7,0 to 118,54,943,540,25,1506,2,0,33,1397,34,179,2,84,1423,0,1,1505,38,46,0,0,62,22,0,84,1,4,11,9,13,10,6,7,12,11,0,1 to 107,50,64,17,3,0,6,76,2,13,0,13,0,0,2,84,22,62,84,0,0,2554,2,2642,2556,84,2,237,205,62,50,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1294,14,30,100,146,173,218,246,218,109,39,1,0 to 102,53,735,549,10,1290,4,0,15,1203,13,208,6,65,1228,0,1,1289,44,19,2,0,39,24,0,63,1,0,14,12,9,13,6,6,3,1,0,3 to 86,38,38,17,3,5,5,53,5,12,0,8,0,0,1,65,24,41,63,2,0,2171,2,2241,2173,65,1,135,60,46,38,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,20818,271,386,1400,2173,2307,2903,4541,4006,2118,565,148,0 to 119,57,11754,8958,106,20796,22,0,377,19682,107,1380,99,1962,18846,0,10,20786,1879,67,14,2,991,952,3,1946,26,54,413,417,315,276,239,127,56,39,0,0 to 99,36,1159,129,127,531,349,1064,533,229,3,111,3,0,17,1962,959,1000,1946,16,0,43502,6,45475,43508,1962,17,991,933,42,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,21265,493,593,1817,2865,2876,3058,3324,3117,1966,815,341,0 to 119,50,12142,8939,184,21167,98,0,538,18862,231,2022,149,4048,17198,1,18,21148,3637,392,18,1,2155,1869,5,4029,65,139,626,766,716,584,470,321,226,134,1,0 to 103,40,1912,563,393,1161,1008,1676,1345,714,10,473,5,1,102,4048,1876,2167,4029,19,0,43237,79,47388,43316,4048,102,1727,1157,46,40,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,14755,199,401,1181,2203,2140,2423,2436,1823,909,328,712,0 to 155,48,8185,6493,77,14670,85,0,762,12759,390,1477,218,2164,12534,2,55,14614,2069,38,55,2,1062,1040,5,2107,39,61,335,534,339,363,244,136,87,23,3,0 to 102,37,814,151,771,371,1060,495,552,381,8,199,7,2,25,2164,1079,1079,2107,57,0,24209,27,26447,24236,2164,25,1361,849,44,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3955,64,63,202,418,364,471,626,734,634,359,20,0 to 119,61,2398,1519,38,3889,66,0,75,3599,47,324,31,365,3583,0,7,3882,315,47,3,0,196,166,0,362,11,12,40,52,51,64,62,38,30,5,0,0 to 91,48,215,65,52,30,119,200,43,81,2,66,1,0,11,365,169,196,362,3,0,8797,63,9239,8860,365,11,453,338,51,48,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,29359,361,495,2366,3626,3708,4152,4840,4955,3301,1495,60,0 to 119,54,16786,12357,216,28368,990,1,794,25598,613,3345,185,5869,23469,1,20,28348,5542,209,112,6,3017,2703,31,5751,93,164,887,1069,933,895,709,487,350,277,5,0 to 101,42,3091,762,158,1740,1768,2166,1817,1012,15,596,13,4,159,5869,2769,3067,5750,118,1,50660,872,57417,51532,5869,159,2847,1240,46,42,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,17699,393,686,1776,2083,2230,2286,2580,2786,2127,711,41,0 to 105,52,9463,8140,96,17334,365,0,555,14176,356,3239,170,4376,13214,3,106,17225,3974,316,70,16,2099,2181,10,4290,129,240,808,718,751,597,506,302,218,104,3,0 to 101,38,2203,197,355,1535,2034,901,1355,514,20,328,11,6,81,4376,2233,2133,4290,86,0,29731,279,34401,30010,4376,81,3824,2837,40,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,174535,1921,2947,14125,28245,27967,31649,29495,19857,11212,6437,680,0 to 225,48,90855,82536,1144,173025,1509,1,4369,156351,2785,18871,1023,37961,136308,101,165,172761,36508,910,534,9,18567,18818,33,37418,390,795,4101,6949,6292,6764,5519,3495,2067,1515,74,0 to 108,45,17325,5009,1537,13547,17592,6413,13413,6839,49,3990,31,15,1000,37961,19095,18817,37417,543,1,281003,965,320268,281968,37961,1000,5493,4753,47,45,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3899,30,70,250,488,525,664,846,619,298,108,1,0 to 101,54,2037,1852,10,3813,86,0,1301,2087,83,869,135,270,3586,0,43,3774,231,23,12,4,115,139,0,254,3,13,24,41,40,46,35,35,21,12,0,2 to 100,48,180,9,5,60,71,116,67,45,3,21,2,0,4,270,149,121,254,16,0,5362,65,5697,5427,270,4,752,474,54,48,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7359,237,280,696,978,1020,1097,1195,1053,552,241,10,0 to 119,49,4057,3275,27,7291,68,0,140,6734,99,465,88,617,6738,1,3,7287,570,40,7,0,282,328,0,610,11,13,177,107,80,95,66,37,19,12,0,0 to 98,34,472,52,17,69,27,489,94,39,0,33,1,0,9,617,330,287,610,7,0,12231,61,12911,12292,617,9,1228,682,41,34,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1766,53,48,128,191,228,258,309,255,160,133,3,0 to 101,53,978,751,37,1693,73,0,45,1566,15,273,55,257,1508,0,1,1692,201,23,30,3,120,104,0,224,6,12,37,33,43,32,47,26,15,6,0,0 to 101,43,197,12,5,10,63,150,11,39,7,26,2,0,9,257,117,140,224,33,0,3250,40,3552,3290,257,9,169,114,46,43,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3120,32,42,265,533,528,542,484,314,233,141,6,0 to 105,47,1414,1614,92,3097,23,0,18,2626,19,362,31,365,2747,1,7,3089,318,38,8,1,94,262,0,356,3,10,37,86,81,68,55,18,6,1,0,0 to 87,40,159,140,20,37,29,216,111,45,2,28,0,0,2,365,266,99,356,9,0,4873,14,5261,4887,365,2,540,338,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,931,12,16,60,98,116,147,198,130,99,55,0,0 to 119,55,549,361,21,925,6,0,33,748,9,154,14,112,816,0,3,922,88,22,2,0,57,53,0,110,0,2,6,13,12,13,24,19,16,7,0,9 to 99,58,79,23,1,7,1,101,8,12,0,21,0,0,13,112,53,59,110,2,0,1730,4,1847,1734,112,13,163,105,59,58,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3397,46,55,265,353,399,463,639,614,386,172,5,0 to 103,56,1834,1371,192,3288,109,0,68,3164,28,146,39,196,3192,0,9,3279,166,22,6,2,92,95,1,188,2,3,42,33,39,23,18,23,8,4,1,1 to 89,40,123,23,4,38,4,143,41,38,1,18,0,0,1,196,98,97,188,8,0,6933,101,7233,7034,196,1,261,255,43,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,328,5,13,46,66,68,38,32,30,23,6,1,1 to 90,39,153,173,2,328,0,0,31,206,3,143,0,164,164,0,0,328,162,2,0,0,56,108,0,164,2,3,29,46,45,20,12,5,1,1,0,1 to 89,36,112,18,6,28,87,48,29,19,0,14,0,0,1,164,108,56,164,0,0,476,0,640,476,164,1,154,95,37,36,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5733,65,53,283,483,554,794,1099,1085,755,556,6,0 to 119,60,3366,2301,66,5714,19,0,223,5036,62,719,26,793,4935,1,4,5709,630,160,2,1,457,331,2,790,9,9,58,83,67,99,142,114,100,112,0,0 to 101,60,625,62,16,87,55,620,115,128,1,150,1,0,76,793,333,458,790,3,0,11709,16,12522,11725,793,76,113,94,63,60,3.83218059315228,0.165856243943894
