OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,26,2,2,1,1,4,4,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,45,1 to 76,76,76 to 76,1,0,11,15,0,26,0,0,2,24,0,0,0,1,0,0,1,0,26,1,25,0,0,1,1,0,1,1,0,1,0,0,25,0,26,25,1,0,7,1,1581350101.5302,228391.565390175
12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,53,3,0,5,5,5,11,8,9,5,2,0,0,0,2,0,0,2,2,1,0,0,50,2 to 88,47,23 to 66,6,0,32,17,4,52,1,0,9,41,3,4,0,3,6,0,1,0,52,7,45,0,1,6,1,5,7,2,5,6,1,0,45,0,53,45,7,0,21,20,1853116752.08771,219176.19751538
13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,9,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2 to 76,NA,NA,0,0,6,3,0,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,2183538740.41838,308797.501184753
14,14,24,047,HAMILTON,2000-05-16T00:00:00.000Z,14477960107.7779,763034.416582444,24,Hamilton,FL,14,24,47,41,0,1,7,1,8,5,10,2,5,2,0,0,0,0,0,0,0,0,0,0,0,50,11 to 93,NA,NA,0,0,19,19,3,39,2,0,9,31,1,0,0,0,0,0,0,0,40,0,40,0,1,8,1,4,0,0,0,0,0,0,39,1,41,40,0,0,2,0,1344926537.82205,232510.619937192
15,15,3,005,BAY,2000-05-16T00:00:00.000Z,20842319162.9517,1834701.30277606,3,Bay,FL,15,3,5,296,4,4,20,52,43,65,55,25,22,6,0,0,0,1,4,5,5,4,3,0,1,48,0 to 99,49,21 to 93,22,0,161,124,11,294,2,0,32,238,26,11,2,10,19,0,4,1,294,23,271,0,2,20,27,12,23,16,7,22,1,0,270,1,296,271,23,1,29,27,1930770661.49939,558412.990825665
16,16,12,023,COLUMBIA,2000-05-16T00:00:00.000Z,22266487302.2026,905417.470831242,12,Columbia,FL,16,12,23,257,14,18,21,25,37,31,47,41,15,5,3,1,0,0,2,1,2,5,3,0,0,46,0 to 98,50,1 to 70,14,0,142,109,6,254,3,0,68,179,10,2,12,0,10,4,0,0,238,14,223,1,19,82,43,26,14,6,8,14,0,0,223,1,257,224,14,0,7,6,2068684690.43686,276060.430857214
17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,138,5,5,10,21,14,31,15,11,16,10,0,0,0,1,0,0,0,3,1,4,3,49,0 to 99,72,24 to 97,12,0,89,37,12,137,1,0,45,90,3,10,1,1,10,0,2,0,137,12,125,0,1,14,17,16,12,4,7,12,0,0,124,1,138,125,12,0,1,0,1520245937.66486,183737.354704368
18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,54,4,2,3,8,4,10,10,7,4,1,1,0,0,0,1,0,0,0,0,0,0,47,0 to 100,27,27 to 27,1,0,32,17,5,54,0,0,1,52,1,0,0,1,1,0,0,0,51,1,50,0,3,0,2,0,1,1,0,1,0,0,50,0,54,50,1,0,3,3,1251550190.83949,175658.620344926
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,659,11,6,34,69,75,98,115,131,82,38,0,0,0,4,5,3,11,15,10,12,0,55,1 to 99,57,20 to 84,57,0,368,270,21,656,3,0,32,602,25,25,14,21,37,11,12,0,655,60,595,0,4,26,17,26,60,35,25,57,3,0,595,0,659,595,60,0,58,51,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,7861,242,195,745,1443,1393,1237,1166,837,412,186,5,5,11,70,94,91,100,78,49,24,6,45,0 to 110,44,0 to 93,513,0,4664,3157,40,7775,86,0,301,7385,175,163,221,144,348,101,79,5,7855,528,7320,7,6,263,227,198,528,269,259,513,15,0,7254,70,7861,7324,528,5,644,321,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,891,15,15,52,106,115,159,160,145,83,39,2,0,2,4,14,14,27,21,30,21,2,52,0 to 100,56,14 to 86,135,0,526,342,23,885,6,0,80,796,15,4,111,20,45,62,28,3,888,135,753,0,3,60,49,32,135,63,69,135,0,0,747,6,891,753,135,3,173,109,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,1087,10,22,69,144,197,232,183,134,65,25,6,0,0,5,8,12,21,14,11,3,5,49,0 to 99,52,18 to 95,79,0,612,423,52,1085,2,0,109,953,25,38,9,32,52,6,21,6,1083,79,1004,0,4,55,28,59,79,39,40,79,0,0,1002,2,1087,1004,79,6,41,29,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,40,2,1,1,7,5,5,8,9,1,1,0,0,0,0,0,1,0,0,1,0,0,49,0 to 89,56,39 to 73,1,0,22,17,1,38,2,0,1,37,2,0,1,1,0,1,1,0,40,2,38,0,0,1,2,0,2,0,1,1,1,0,37,1,40,38,2,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,1151,22,17,100,124,143,171,200,216,107,48,3,0,0,3,7,6,11,11,7,1,1,52,0 to 99,50,19 to 88,44,0,681,442,28,1146,5,0,55,1045,51,32,3,12,39,2,6,0,996,47,949,0,155,218,330,64,47,21,26,44,3,0,948,1,1151,949,47,0,93,83,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,1433,28,31,83,206,202,217,258,240,123,44,1,0,0,9,23,20,21,20,35,13,2,51,0 to 101,53,17 to 89,140,0,848,574,11,1426,7,0,73,1283,77,60,43,40,68,42,33,2,1429,143,1284,2,4,51,34,78,143,72,70,140,3,0,1281,4,1433,1285,143,2,285,188,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,65,3,2,4,6,17,5,8,14,5,0,1,0,0,0,0,0,0,0,1,0,0,47,0 to 82,66,66 to 66,1,0,35,30,0,65,0,0,7,58,0,0,0,1,0,0,1,0,65,1,64,0,0,7,2,0,1,0,1,1,0,0,64,0,65,64,1,0,0,0,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,1882,60,32,133,256,217,299,305,277,232,69,2,0,0,4,4,10,19,22,25,16,1,51,0 to 101,59,17 to 86,94,0,1096,755,31,1866,16,0,71,1771,40,19,46,36,42,38,21,2,1872,101,1766,5,10,46,48,67,101,47,54,94,7,0,1758,9,1882,1767,101,2,178,134,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,152,4,7,12,22,18,28,17,26,14,4,0,0,0,0,0,0,1,3,0,0,0,48,0 to 118,57,48 to 64,4,0,103,49,0,152,0,0,18,134,0,1,2,1,1,2,1,0,152,4,148,0,0,7,11,2,4,1,3,4,0,0,148,0,152,148,4,0,7,6,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,916,10,10,12,23,28,62,133,400,219,19,0,0,0,1,0,4,5,9,31,21,4,66,0 to 96,68,18 to 92,75,0,512,381,23,916,0,0,64,815,37,38,8,29,46,4,25,3,905,75,825,5,11,86,27,51,75,42,32,75,0,0,829,0,916,829,75,3,37,34,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,1990,40,42,185,357,384,327,279,236,74,65,1,0,0,16,30,24,42,28,36,4,4,46,0 to 104,49,19 to 100,180,0,1203,770,17,1983,7,0,125,1797,68,65,37,82,111,34,39,1,1976,184,1791,1,14,112,67,90,184,85,99,180,4,0,1788,3,1990,1791,184,1,295,223,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,7205,280,207,646,1331,1322,1183,1007,699,364,165,1,8,6,54,122,126,145,122,63,30,13,44,0 to 101,47,0 to 101,647,0,4142,3033,30,7036,168,1,219,6867,119,117,397,175,229,372,88,8,7193,689,6501,3,12,205,115,136,689,369,316,646,42,1,6378,126,7205,6504,689,8,554,394,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,514,8,7,32,56,61,66,98,98,63,22,3,0,0,4,5,5,4,9,6,5,2,54,0 to 97,55,17 to 88,40,0,272,165,77,512,2,0,88,412,14,8,25,7,20,13,7,2,510,40,469,1,4,28,50,43,40,17,20,40,0,0,468,2,514,470,40,2,139,62,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,601,10,12,48,87,80,87,117,97,45,18,0,0,0,3,9,3,4,8,9,3,1,50,0 to 97,51,19 to 85,38,0,360,237,4,592,9,0,77,496,28,25,3,12,32,0,8,0,599,40,558,1,2,40,66,35,40,21,19,38,2,0,551,7,601,558,40,0,27,17,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,6176,93,93,389,918,852,999,1113,951,511,243,14,0,3,26,61,40,64,79,52,19,3,51,0 to 104,50,6 to 95,318,0,3628,2526,22,6073,103,0,419,5504,253,179,74,94,236,52,59,8,6122,347,5763,12,54,424,73,139,347,184,163,318,29,0,5694,73,6176,5767,347,8,305,235,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,159,2,2,14,21,19,27,26,26,18,4,0,0,0,3,3,4,3,2,0,3,0,51,1 to 92,45,21 to 80,18,0,114,41,4,159,0,0,54,101,4,12,3,3,14,0,4,0,156,18,138,0,3,37,19,25,18,3,15,18,0,0,138,0,159,138,18,0,7,5,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,7274,107,127,549,1344,1263,1231,1104,766,419,346,18,2,3,31,63,66,70,72,49,35,22,48,0 to 103,51,1 to 97,402,0,4166,2698,410,7236,38,0,162,7070,42,32,340,42,66,304,44,9,7140,414,6724,2,134,229,100,164,414,184,209,402,12,0,6701,25,7274,6726,414,9,301,258,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,23,1,0,3,2,6,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,48,0 to 86,NA,NA,0,0,12,11,0,23,0,0,5,18,0,0,0,0,0,0,0,0,23,0,23,0,0,4,8,0,0,0,0,0,0,0,23,0,23,23,0,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,52,3,2,2,6,8,8,12,8,3,0,0,0,0,0,0,1,0,0,0,0,0,47,1 to 77,42,42 to 42,1,0,30,22,0,50,2,0,21,23,8,0,0,1,1,0,0,0,52,1,51,0,0,15,17,1,1,0,1,1,0,0,49,2,52,51,1,0,5,4,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,67,4,1,4,7,16,11,9,9,4,2,0,0,0,0,0,0,0,1,0,0,0,47,1 to 86,60,60 to 60,1,0,34,30,3,67,0,0,6,58,3,0,1,0,1,0,0,0,66,1,65,0,1,8,5,0,1,0,1,1,0,0,65,0,67,65,1,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,142,0,0,11,15,15,15,22,18,29,15,2,0,0,0,0,1,0,0,1,3,3,59,19 to 100,77,36 to 100,8,0,85,49,8,142,0,0,32,110,0,2,5,1,4,2,2,0,141,8,133,0,1,10,20,14,8,3,5,8,0,0,133,0,142,133,8,0,25,14,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,96,1,3,8,16,15,20,15,9,5,3,1,0,0,0,1,1,3,0,1,0,0,47,4 to 93,46,27 to 65,5,0,58,38,0,95,1,0,10,85,1,2,1,3,1,1,4,0,96,6,90,0,0,4,0,7,6,2,4,5,1,0,90,0,96,90,6,0,26,16,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,1206,16,21,64,162,165,167,255,191,110,54,1,1,1,6,9,9,13,21,7,7,3,52,0 to 99,51,1 to 94,71,0,708,471,27,1199,7,0,89,1082,35,30,14,33,43,12,22,0,1203,77,1126,0,3,60,46,23,77,42,35,71,6,0,1125,1,1206,1126,77,0,199,164,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,2301,51,42,175,320,349,362,357,344,228,73,0,1,4,6,19,24,23,27,26,14,3,50,0 to 98,52,3 to 88,146,0,1330,921,50,2291,10,0,154,2069,78,48,30,69,70,24,53,4,2285,147,2136,2,16,142,46,74,147,68,78,146,1,0,2127,9,2301,2136,147,4,192,152,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,1589,25,40,130,297,298,270,239,178,90,19,3,1,2,14,26,37,48,46,32,13,1,46,0 to 97,50,0 to 91,216,0,925,654,10,1579,10,0,236,1232,121,77,52,91,114,48,58,4,1507,220,1287,0,82,184,52,169,220,116,104,216,4,0,1283,4,1589,1287,220,4,201,124,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,262,11,1,14,43,36,38,38,40,30,9,2,1,0,3,7,2,4,4,6,6,1,50,0 to 95,52,0 to 85,33,0,146,94,22,258,4,0,16,234,12,10,7,17,17,8,9,2,259,34,223,2,3,16,39,14,34,20,14,33,1,0,220,3,262,223,34,2,49,28,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,3792,55,42,237,523,532,628,647,612,389,125,2,0,1,18,47,45,52,67,75,58,13,52,0 to 100,56,10 to 100,356,0,2214,1506,72,3760,31,1,250,3476,66,111,191,74,143,167,66,11,3776,376,3400,0,16,93,44,238,376,187,184,355,20,1,3391,9,3792,3400,376,11,528,448,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,2177,17,30,142,279,267,293,363,377,299,109,1,2,1,17,34,15,26,48,39,39,8,54,0 to 103,55,0 to 94,191,0,1248,917,12,2080,97,0,263,1804,110,81,90,58,138,61,30,2,2152,229,1923,0,25,142,167,92,229,119,109,191,38,0,1865,58,2177,1923,229,2,320,307,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,22521,277,353,1449,3799,3899,4138,3544,2863,1477,680,42,12,27,281,746,715,820,648,468,242,93,49,0 to 115,48,0 to 103,4018,0,11681,10488,352,22397,123,1,819,21336,366,311,3137,613,709,3107,245,31,22395,4061,18322,12,126,404,611,730,4061,2183,1821,4017,43,1,18250,77,22521,18327,4061,31,2072,1728,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,461,5,4,29,61,74,86,95,72,23,12,0,0,0,5,7,4,10,7,5,5,0,50,0 to 92,49,19 to 80,37,0,266,192,3,439,22,0,56,353,52,14,19,10,32,4,7,2,391,43,348,0,70,96,134,29,43,22,21,37,6,0,333,15,461,348,43,2,121,108,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,683,44,33,79,118,117,109,72,72,33,6,0,2,0,10,8,7,6,9,7,4,0,41,0 to 98,45,0 to 84,53,0,406,275,2,683,0,0,39,615,29,23,18,12,42,3,8,2,683,53,629,1,0,44,4,24,53,31,22,53,0,0,630,0,683,630,53,2,416,174,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,191,9,4,16,19,30,41,33,26,10,3,0,0,0,3,2,2,6,3,2,4,1,47,0 to 97,53,20 to 90,16,0,106,81,4,180,11,0,41,122,28,15,1,7,17,1,5,0,191,23,168,0,0,17,40,12,23,9,14,16,7,0,164,4,191,168,23,0,26,20,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,111,1,0,12,22,16,19,18,12,9,2,0,0,0,0,3,1,0,0,0,0,0,47,2 to 86,32,28 to 38,3,0,68,41,2,109,2,0,18,77,16,3,0,1,4,0,0,0,110,4,105,1,1,18,13,8,4,1,3,3,1,0,105,1,111,106,4,0,8,2,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,70,0,1,3,10,17,10,14,9,5,1,0,0,0,0,0,0,1,0,0,0,0,50,5 to 86,53,53 to 53,1,0,43,21,6,70,0,0,18,46,6,0,1,0,0,0,1,0,68,1,67,0,2,20,2,2,1,1,0,1,0,0,67,0,70,67,1,0,9,9,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,382,3,6,29,61,59,61,75,48,33,7,0,0,0,1,3,3,2,4,6,2,0,49,1 to 92,55,24 to 84,21,0,230,130,22,378,4,0,16,350,16,7,5,9,17,0,4,0,382,21,361,0,0,18,8,10,21,10,11,21,0,0,357,4,382,361,21,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,15,0,0,0,3,2,3,1,3,1,2,0,0,0,0,1,0,0,0,1,1,1,55,26 to 90,67,30 to 89,4,0,5,9,1,15,0,0,4,11,0,0,1,3,1,0,3,1,15,4,11,0,0,1,1,2,4,3,1,4,0,0,11,0,15,11,4,1,2,1,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,549,10,10,29,45,55,80,92,121,64,41,2,0,0,2,3,1,9,6,14,6,5,56,0 to 98,63,24 to 94,46,0,315,224,10,544,5,0,32,511,6,14,21,11,19,16,11,1,545,46,499,0,4,17,1,24,46,17,29,46,0,0,495,4,549,499,46,1,73,62,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,1272,21,17,56,115,127,161,195,219,216,145,0,2,0,5,6,12,16,18,33,29,15,59,0 to 115,63,0 to 99,123,0,701,553,18,1237,35,0,396,825,51,46,29,61,69,17,50,7,1262,136,1125,1,10,304,82,96,136,62,73,123,13,0,1105,21,1272,1126,136,7,217,128,1509311882.53409,264158.506465067
