OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,C_HospYes_Res,C_HospYes_NonRes,C_EDYes_Res,C_EDYes_NonRes
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,1128,12,12,30,43,38,88,165,467,249,23,1,0,0,2,2,5,10,17,42,26,4,69,0 to 96,68,18 to 92,108,632,453,43,1128,0,0,102,980,46,62,9,37,76,5,27,9,1113,108,996,9,15,87,37,89,108,59,49,108,0,0,1004,0,1128,1004,108,9,46,41,1502516062.89801,229328.389599522,27,0,37,0
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,2791,63,62,244,494,532,484,390,332,102,87,1,0,1,21,41,33,54,33,43,8,8,44,0 to 104,49,6 to 100,236,1681,1086,24,2781,10,0,204,2506,81,117,6,119,181,1,60,2,2778,242,2534,2,13,139,47,158,242,111,131,236,6,0,2531,4,2791,2535,242,2,376,241,893350621.597626,158549.770327082,59,1,115,4
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,10308,340,272,914,1882,1896,1778,1515,988,495,225,3,8,8,86,151,172,192,157,84,46,19,43,0 to 101,46,0 to 101,869,5939,4328,41,10099,208,1,412,9712,184,234,416,273,404,381,138,13,10290,923,9356,11,18,296,145,290,923,485,435,868,54,1,9207,154,10308,9361,923,13,571,408,2601855780.29929,275135.911496092,124,14,257,16
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,903,13,18,55,106,112,123,166,163,102,42,3,0,1,4,5,6,7,20,12,9,3,56,0 to 97,60,12 to 88,67,497,296,110,900,3,0,126,756,21,27,21,19,43,5,19,6,899,67,828,4,4,32,77,70,67,33,34,67,0,0,826,3,903,829,67,6,227,131,1565249379.23035,242867.273750112,19,0,19,0
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,996,17,14,77,138,152,162,184,144,77,31,0,0,0,4,16,6,9,15,14,4,1,50,0 to 97,54,18 to 85,65,596,393,7,985,11,0,97,864,35,38,8,23,51,3,15,2,995,69,924,2,1,46,76,50,69,34,35,65,4,0,919,7,996,926,69,2,29,19,1259956856.20596,200494.167365377,13,2,21,2
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,8463,129,128,559,1237,1198,1395,1542,1264,673,322,16,1,4,36,71,48,85,97,71,25,8,52,0 to 104,52,1 to 95,409,5016,3422,25,8330,133,0,621,7554,288,254,61,131,329,32,85,12,8400,446,7941,13,63,556,117,226,446,233,213,409,37,0,7851,96,8463,7947,446,12,308,235,758940582.722305,356104.408630079,71,14,116,15
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,305,7,3,26,48,38,49,51,48,24,11,0,0,1,8,10,8,6,11,11,7,5,51,0 to 92,55,5 to 90,67,217,76,12,305,0,0,79,222,4,34,24,9,39,18,10,0,305,67,238,0,0,42,38,64,67,16,51,67,0,0,238,0,305,238,67,0,7,5,1792465815.52835,223150.095858967,10,0,9,0
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,12212,186,218,991,2379,2184,2047,1921,1242,616,405,23,4,5,49,107,102,105,120,75,46,25,45,0 to 118,50,0 to 97,625,6909,4622,681,12165,47,0,210,11957,45,77,484,78,132,444,63,13,12133,639,11478,16,79,260,155,276,639,290,326,625,14,0,11449,33,12212,11482,639,13,460,412,2136692125.83844,339628.979868484,60,3,74,4
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,36,2,0,3,4,9,3,3,5,3,4,0,0,0,0,0,0,1,0,0,0,0,44,0 to 118,47,47 to 47,1,19,16,1,36,0,0,7,29,0,1,0,0,1,0,0,0,36,1,35,0,0,4,13,0,1,0,1,1,0,0,35,0,36,35,1,0,0,0,1417838543.00769,193229.836834708,0,0,0,0
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,86,3,3,4,14,9,16,16,14,7,0,0,0,0,0,0,1,0,0,0,0,0,52,1 to 78,42,42 to 42,1,49,36,1,84,2,0,23,55,8,0,0,1,1,0,0,0,86,1,85,0,0,15,19,1,1,0,1,1,0,0,83,2,86,85,1,0,5,2,1469866107.27026,258929.917930346,0,0,1,0
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,108,4,1,7,14,28,17,14,15,5,3,0,0,0,0,1,0,0,1,0,0,0,44,1 to 86,42,25 to 60,2,58,46,4,108,0,0,11,93,4,0,2,0,1,1,0,0,105,2,103,0,3,10,11,3,2,1,1,2,0,0,103,0,108,103,2,0,4,3,646977045.561768,128178.538552252,0,0,0,0
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,275,3,4,20,33,28,36,43,34,45,27,2,0,2,0,0,4,0,1,4,7,6,58,0 to 100,78,8 to 100,24,171,94,10,275,0,0,58,217,0,2,20,2,17,4,3,0,265,24,241,0,10,17,51,28,24,4,20,24,0,0,241,0,275,241,24,0,28,17,776744615.959412,167178.838252791,3,0,2,0
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,168,3,5,15,34,29,34,24,14,6,3,1,0,0,0,2,1,3,0,1,0,0,44,0 to 93,45,26 to 65,7,93,73,2,168,0,0,13,154,1,3,0,4,2,0,5,0,168,7,161,0,0,6,0,8,7,2,5,7,0,0,161,0,168,161,7,0,28,10,1579533632.64177,279225.038340218,5,0,4,0
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,2419,39,52,149,329,356,362,507,364,175,85,1,1,3,7,18,17,20,24,13,14,6,52,0 to 103,52,1 to 94,117,1432,946,41,2412,7,0,134,2244,41,54,13,56,82,5,36,3,2417,123,2268,26,2,67,78,47,123,62,61,117,6,0,2268,1,2419,2269,123,3,202,166,2687643838.87906,793218.333609179,34,2,54,2
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,3791,86,81,296,556,563,621,606,541,313,126,2,1,4,10,33,36,41,44,41,25,9,49,0 to 100,54,3 to 97,243,2211,1490,90,3778,13,0,237,3457,97,104,25,115,145,24,75,8,3775,244,3527,4,16,183,51,129,244,111,133,243,1,0,3516,12,3791,3528,244,8,279,215,5206715917.89822,388118.956177661,74,1,114,1
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,2433,32,55,199,454,471,430,373,254,125,33,7,1,2,23,39,49,70,65,48,18,2,45,0 to 97,50,0 to 94,310,1388,1031,14,2420,13,0,340,1951,142,134,37,146,189,32,96,5,2368,317,2050,1,65,227,114,254,317,168,148,310,7,0,2046,4,2433,2050,317,5,265,110,3899316052.50861,350452.549474464,92,4,143,3
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,426,11,2,26,65,59,61,62,71,50,17,2,1,1,4,9,3,7,9,9,10,1,53,0 to 95,58,0 to 85,53,241,163,22,420,6,0,26,385,15,16,11,27,28,7,19,5,425,54,369,2,1,18,121,32,54,31,23,53,1,0,364,5,426,369,54,5,60,26,2866885704.30579,296636.719911829,18,1,26,1
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,5568,79,68,368,800,833,988,963,824,472,170,3,4,5,34,71,86,90,100,110,73,25,51,0 to 100,56,0 to 100,570,3307,2154,107,5525,42,1,371,5102,95,201,271,126,259,226,113,16,5544,598,4943,3,24,156,73,362,598,288,295,569,28,1,4931,12,5568,4943,598,16,708,532,2112333669.17714,583283.842331616,104,9,116,10
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,3292,26,44,200,421,438,500,547,564,408,142,2,2,1,20,48,33,51,73,54,55,15,55,0 to 103,58,0 to 99,294,1892,1387,13,3153,139,0,345,2816,131,148,116,88,216,87,49,4,3277,352,2924,1,15,176,258,169,352,184,168,294,58,0,2843,81,3292,2924,352,4,468,360,5197102107.68439,580181.883282756,42,7,73,15
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,36535,382,507,2272,6191,6333,6958,5933,4390,2346,1140,83,25,45,468,1154,1125,1379,1112,812,423,199,48,0 to 115,49,0 to 103,6698,18880,16967,688,36369,165,1,1482,34612,441,659,5029,1070,1268,4960,530,93,36326,6758,29347,221,209,667,952,1215,6758,3509,3174,6697,60,1,29298,103,36535,29401,6758,93,2104,1648,5114451079.58835,540836.793924443,523,7,1051,19
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,728,8,6,43,90,122,130,159,111,41,17,1,0,1,6,10,7,11,11,7,6,0,52,0 to 97,52,14 to 80,53,413,310,5,704,24,0,94,572,62,23,24,12,48,4,7,3,622,59,563,0,106,149,266,55,59,29,30,53,6,0,546,17,728,563,59,3,150,101,2629619857.16548,1399292.97354894,7,0,11,1
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,1484,83,80,151,247,253,235,205,152,66,12,0,2,0,13,16,21,19,17,14,4,0,41,0 to 98,45,0 to 84,106,887,587,10,1481,3,0,85,1359,40,59,32,15,90,1,15,3,1483,106,1374,3,1,53,9,70,106,75,31,106,0,0,1373,3,1484,1376,106,3,458,142,2596863920.94926,364280.718031263,15,0,15,0
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,306,15,6,28,28,49,64,54,38,18,6,0,0,0,3,3,4,6,4,3,6,1,49,0 to 97,52,20 to 90,22,164,127,15,294,12,0,51,226,29,20,1,9,22,1,7,0,305,30,274,1,1,18,49,13,30,10,20,22,8,0,270,4,306,274,30,0,27,18,2708101782.46999,370154.781284707,5,2,7,2
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,183,1,2,15,33,30,36,29,20,14,3,0,0,0,0,3,2,1,0,0,0,0,48,2 to 94,35,28 to 47,5,105,74,4,179,4,0,20,147,16,3,1,2,6,0,0,0,183,6,176,1,0,18,16,8,6,1,5,5,1,0,174,3,183,177,6,0,24,18,2452499072.79567,223828.324060307,0,0,2,0
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,103,1,1,3,16,21,18,18,14,7,4,0,0,0,0,3,0,2,0,0,0,0,50,3 to 103,25,25 to 53,5,55,32,16,103,0,0,22,75,6,0,5,0,3,1,1,0,101,5,96,0,2,22,2,5,5,4,1,5,0,0,96,0,103,96,5,0,18,13,1594396648.51196,243766.072259733,1,0,0,0
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,643,8,11,58,100,110,107,112,75,52,10,0,0,0,2,4,6,5,5,8,3,0,47,0 to 99,50,21 to 84,33,379,230,34,638,5,0,21,603,19,10,11,12,25,1,7,0,641,33,608,0,2,24,8,16,33,13,20,33,0,0,603,5,643,608,33,0,22,19,1641620662.32831,388721.737801268,7,0,12,0
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,28,1,0,1,6,4,5,3,3,3,2,0,0,0,0,1,0,0,0,1,1,1,48,1 to 90,74,30 to 89,4,12,16,0,28,0,0,4,24,0,0,1,3,1,0,3,1,28,4,24,0,0,1,1,3,4,3,1,4,0,0,24,0,28,24,4,1,11,8,2551976411.00452,236757.936928168,3,0,3,0
