OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,28,2,1,1,4,3,3,6,7,0,1,0,0,0,0,0,0,0,0,1,0,0,48,0 to 89,73,73 to 73,0,0,18,10,0,26,2,0,1,25,2,0,0,1,0,0,1,0,28,1,27,0,0,1,2,0,1,0,1,0,1,0,26,1,28,27,1,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,1064,21,16,88,110,131,158,184,204,103,47,2,0,0,3,7,4,8,9,6,0,1,53,0 to 99,49,19 to 88,36,0,630,407,27,1060,4,0,53,964,47,30,0,8,33,0,5,0,863,38,825,0,201,217,327,60,38,17,21,36,2,0,824,1,1064,825,38,0,88,79,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,1147,25,26,67,182,174,160,199,197,93,23,1,0,0,8,19,16,17,18,34,11,2,49,0 to 94,54,17 to 89,122,0,692,446,9,1141,6,0,71,1000,76,58,27,40,66,26,33,1,1144,125,1019,0,3,49,33,70,125,62,62,122,3,0,1016,3,1147,1019,125,1,283,192,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,54,2,2,4,5,14,4,8,10,4,1,0,0,0,0,0,0,0,0,0,0,0,48,0 to 118,NA,NA,0,0,28,26,0,54,0,0,7,47,0,0,0,0,0,0,0,0,54,0,54,0,0,6,1,0,0,0,0,0,0,0,54,0,54,54,0,0,0,0,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,1527,45,21,108,205,174,243,240,238,191,60,2,0,0,4,3,9,19,18,19,15,1,52,0 to 101,59,18 to 86,81,0,901,598,28,1514,13,0,61,1434,32,17,45,26,37,35,16,2,1520,88,1427,5,7,42,44,62,88,41,47,81,7,0,1422,6,1527,1428,88,2,167,134,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,125,3,7,11,19,13,19,14,22,14,3,0,0,0,0,0,0,0,2,0,0,0,48,0 to 91,62,60 to 64,2,0,82,43,0,125,0,0,18,107,0,1,0,1,1,0,1,0,125,2,123,0,0,7,11,2,2,1,1,2,0,0,123,0,125,123,2,0,7,6,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,865,6,10,12,22,22,57,122,387,209,18,0,0,0,1,0,4,4,8,29,19,3,66,0 to 96,68,18 to 92,68,0,487,363,15,865,0,0,63,767,35,37,4,27,45,0,23,3,853,68,780,5,12,85,27,51,68,38,30,68,0,0,784,0,865,784,68,3,36,33,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,1768,29,37,160,318,336,289,252,219,69,59,0,0,0,13,28,21,37,28,32,2,2,46,0 to 104,49,19 to 100,159,0,1053,698,17,1761,7,0,114,1589,65,58,29,76,101,26,36,0,1752,163,1588,1,16,108,53,83,163,75,88,159,4,0,1585,3,1768,1588,163,0,295,224,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,6335,222,173,574,1169,1161,1048,891,626,325,145,1,7,5,48,102,108,132,106,55,29,10,44,0 to 99,47,0 to 91,562,0,3637,2671,27,6178,156,1,198,6024,113,104,333,165,212,308,82,7,6320,602,5716,2,15,193,108,120,602,323,275,561,40,1,5602,116,6335,5718,602,7,554,394,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,397,6,5,23,42,41,49,78,80,50,20,3,0,0,3,4,2,3,7,5,2,2,55,0 to 97,54,17 to 88,28,0,214,128,55,396,1,0,86,297,14,7,14,7,17,4,7,2,389,28,360,1,8,30,50,31,28,14,14,28,0,0,360,1,397,361,28,2,128,51,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,490,10,12,39,64,69,70,97,79,36,14,0,0,0,3,8,3,3,8,9,3,1,50,0 to 97,52,19 to 85,36,0,292,192,6,481,9,0,76,386,28,23,3,12,30,0,8,0,487,38,449,0,3,40,66,35,38,19,19,36,2,0,442,7,490,449,38,0,27,17,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,5198,83,76,323,747,706,826,931,833,445,215,13,0,3,24,52,35,60,75,48,18,3,51,0 to 104,50,6 to 95,291,0,3038,2139,21,5105,93,0,388,4573,237,155,75,88,206,53,59,7,5110,318,4784,8,88,401,69,135,318,167,151,291,27,0,4721,64,5198,4785,318,7,305,236,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,115,1,2,8,12,13,22,19,21,14,3,0,0,0,1,0,3,3,2,0,2,0,53,4 to 87,52,24 to 80,11,0,82,31,2,115,0,0,48,63,4,5,3,3,7,2,2,0,108,11,97,0,7,38,18,13,11,3,8,11,0,0,97,0,115,97,11,0,7,5,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,5957,82,103,441,1106,1005,1014,900,626,363,305,12,0,2,25,46,50,59,56,38,29,18,48,0 to 103,52,5 to 97,313,0,3408,2182,367,5929,28,0,157,5760,40,28,259,36,60,225,38,9,5779,323,5454,2,178,207,96,149,323,143,160,313,10,0,5439,17,5957,5456,323,9,281,246,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,19,1,0,3,1,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0 to 86,NA,NA,0,0,10,9,0,19,0,0,5,14,0,0,0,0,0,0,0,0,19,0,19,0,0,4,6,0,0,0,0,0,0,0,19,0,19,19,0,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,49,3,2,2,6,7,8,10,8,3,0,0,0,0,0,0,1,0,0,0,0,0,47,1 to 77,42,42 to 42,1,0,28,21,0,47,2,0,18,23,8,0,0,1,1,0,0,0,49,1,48,0,0,15,14,1,1,0,1,1,0,0,46,2,49,48,1,0,5,4,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,57,4,1,3,6,14,10,8,7,2,2,0,0,0,0,0,0,0,1,0,0,0,46,1 to 86,60,60 to 60,1,0,29,26,2,57,0,0,6,48,3,0,1,0,1,0,0,0,55,1,54,0,2,8,5,0,1,0,1,1,0,0,54,0,57,54,1,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,112,0,0,8,11,11,13,20,13,20,15,1,0,0,0,0,0,0,0,1,1,3,60,19 to 118,85,69 to 100,5,0,62,41,9,112,0,0,28,84,0,2,3,0,3,0,2,0,109,5,104,0,3,9,18,13,5,1,4,5,0,0,104,0,112,104,5,0,21,14,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,75,1,2,6,13,12,17,12,6,2,4,0,0,0,0,0,0,2,0,1,0,0,47,4 to 118,55,45 to 65,3,0,47,28,0,75,0,0,8,66,1,2,0,1,1,0,2,0,74,3,71,0,1,4,0,6,3,1,2,3,0,0,71,0,75,71,3,0,25,15,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,912,11,18,48,129,124,120,199,138,84,40,1,1,1,5,8,7,9,17,5,7,2,52,0 to 99,51,1 to 94,57,0,533,355,24,907,5,0,81,799,32,27,6,29,38,4,20,0,910,62,848,0,2,57,38,23,62,35,27,57,5,0,848,0,912,848,62,0,199,164,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,1888,38,34,138,270,284,305,296,286,178,59,0,1,4,6,16,20,20,23,22,12,2,50,0 to 98,52,3 to 88,126,0,1114,757,17,1880,8,0,143,1670,75,41,21,64,58,16,52,3,1867,126,1739,2,21,134,43,67,126,59,66,126,0,0,1731,8,1888,1739,126,3,186,147,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,1391,25,39,116,255,268,228,205,157,77,18,3,1,2,14,22,35,43,41,30,12,1,45,0 to 97,50,0 to 91,197,0,809,571,11,1382,9,0,231,1041,119,74,36,91,111,32,58,4,1308,201,1107,0,83,183,51,162,201,105,95,197,4,0,1104,3,1391,1107,201,4,197,120,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,180,7,1,9,32,25,21,27,31,20,5,2,1,0,2,6,2,2,2,4,6,1,50,0 to 95,52,0 to 85,26,0,92,63,25,180,0,0,15,154,11,9,2,15,16,3,7,2,171,26,143,2,9,15,6,10,26,16,10,26,0,0,143,0,180,143,26,2,50,31,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,3154,48,37,196,420,426,519,531,540,322,113,2,0,1,16,38,35,43,50,61,48,12,52,0 to 100,56,10 to 100,296,0,1826,1276,52,3138,15,1,223,2873,58,91,153,60,116,133,55,11,3135,304,2831,0,19,88,48,189,304,155,147,295,8,1,2825,6,3154,2831,304,11,497,417,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,1821,12,24,117,232,225,242,313,321,242,92,1,0,1,16,32,13,21,45,31,36,8,54,0 to 103,55,6 to 94,167,0,1050,759,12,1734,87,0,250,1467,104,75,76,52,127,49,27,2,1794,203,1591,0,27,141,159,88,203,104,98,167,36,0,1541,50,1821,1591,203,2,306,293,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,18122,234,284,1196,3053,3147,3251,2805,2348,1229,544,31,11,22,225,629,592,684,523,391,200,78,49,0 to 115,48,0 to 101,3322,0,9404,8468,250,18003,118,1,800,16965,357,299,2475,590,689,2445,230,25,17962,3364,14589,9,160,391,604,686,3364,1829,1488,3321,42,1,14521,73,18122,14594,3364,25,2063,1743,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,394,2,2,27,55,62,73,86,56,21,10,0,0,0,5,6,3,10,7,4,5,0,50,0 to 92,49,19 to 80,35,0,223,166,5,375,19,0,55,288,51,13,17,10,30,3,7,1,319,40,279,0,75,92,113,28,40,21,19,35,5,0,267,12,394,279,40,1,107,102,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,542,35,23,55,91,94,93,57,64,25,5,0,2,0,9,8,6,6,8,7,2,0,42,0 to 98,44,0 to 81,48,0,327,213,2,542,0,0,38,476,28,17,20,11,41,0,7,2,542,48,494,0,0,45,4,20,48,27,20,48,0,0,494,0,542,494,48,2,414,172,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,158,6,3,14,13,24,32,28,26,9,3,0,0,0,3,1,1,4,3,2,4,1,49,0 to 97,55,20 to 90,12,0,88,67,3,147,11,0,37,94,27,11,1,7,13,1,5,0,158,19,139,0,0,16,36,12,19,7,12,12,7,0,135,4,158,139,19,0,23,17,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,101,0,0,11,21,13,17,16,10,9,3,1,0,0,0,3,1,0,0,0,0,0,48,18 to 88,32,28 to 38,3,0,60,37,4,99,2,0,16,71,14,3,0,1,4,0,0,0,97,4,93,0,4,18,5,8,4,1,3,3,1,0,92,1,101,93,4,0,7,4,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,60,0,1,2,9,13,8,13,9,4,1,0,0,0,0,0,0,1,0,0,0,0,51,5 to 86,53,53 to 53,1,0,34,19,7,60,0,0,18,36,6,0,1,0,0,0,1,0,56,1,55,0,4,20,2,2,1,1,0,1,0,0,55,0,60,55,1,0,9,9,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,287,3,5,21,48,47,35,59,39,23,7,0,0,0,1,3,3,2,4,5,1,0,49,1 to 92,52,24 to 76,19,0,173,101,13,285,2,0,14,257,16,6,5,8,16,0,3,0,287,19,268,0,0,17,7,10,19,9,10,19,0,0,266,2,287,268,19,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,12,0,0,0,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,1,1,1,57,26 to 90,79,67 to 89,3,0,4,7,1,12,0,0,3,9,0,0,1,2,0,0,3,1,12,3,9,0,0,0,1,2,3,2,1,3,0,0,9,0,12,9,3,1,2,1,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,465,10,9,23,33,49,63,78,107,58,33,2,1,0,1,3,1,8,4,13,7,5,56,0 to 98,63,0 to 94,42,0,264,189,12,461,4,0,25,434,6,12,25,6,15,21,7,1,461,43,418,0,4,14,1,19,43,17,25,42,1,0,416,2,465,418,43,1,72,61,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,1125,15,13,49,99,107,143,167,199,204,129,0,1,0,4,6,8,16,15,32,29,13,60,0 to 99,64,4 to 99,112,0,628,489,8,1092,33,0,396,677,52,46,16,62,70,4,50,7,1117,124,992,1,8,305,82,95,124,58,66,112,12,0,974,19,1125,993,124,7,217,137,1509311882.53409,264158.506465067
