ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,13501,159,181,724,1242,1256,1679,2473,2794,1997,954,42,0 to 119,61,7599,5733,169,13252,249,0,513,12449,190,1202,100,1091,12402,1,7,13247,999,62,24,6,576,485,0,1061,11,16,104,173,132,132,143,137,138,104,1,0 to 104,53,797,65,94,105,144,755,162,220,15,188,11,2,95,1091,504,587,1061,30,0,30447,216,31758,30663,1091,95,535,429,56,53,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2534,61,112,219,346,350,445,488,282,155,70,6,0 to 102,49,1051,1343,140,2524,10,0,55,1962,48,512,12,513,2012,0,9,2515,391,122,0,0,254,258,1,513,20,60,76,100,81,68,60,33,7,8,0,0 to 92,35,393,47,10,63,329,116,68,81,0,54,0,0,10,513,258,254,513,0,0,3532,10,4060,3542,513,10,618,485,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3935,43,38,198,377,459,555,781,780,486,212,6,0 to 119,58,2305,1577,53,3897,38,0,99,3693,37,226,41,250,3685,0,0,3897,211,31,8,0,146,96,0,242,1,4,22,31,29,38,57,45,19,4,0,1 to 94,54,149,37,46,10,33,197,12,40,3,28,2,1,5,250,100,150,242,8,0,7073,30,7356,7103,250,5,190,155,56,54,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2545,88,102,323,465,407,363,341,206,137,106,7,0 to 119,42,1258,1278,9,2543,2,0,170,1736,32,774,4,796,1749,0,0,2543,753,43,0,0,316,480,0,796,25,32,113,182,162,116,78,43,27,18,0,0 to 101,37,648,73,21,54,592,167,37,134,0,79,0,0,24,796,480,316,796,0,0,3739,2,4538,3741,796,24,1079,651,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5663,63,81,380,526,524,681,916,1094,799,586,13,0 to 119,61,3456,2184,23,5592,71,0,204,4898,77,656,63,457,5178,0,28,5566,432,14,9,2,235,210,1,446,5,22,78,74,66,57,39,48,44,24,0,0 to 99,40,233,25,48,140,98,188,160,101,6,50,3,0,15,457,217,239,446,11,0,11310,58,11829,11368,457,15,1048,562,44,40,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,99412,1431,1847,6984,14610,15245,17358,18602,12789,6810,3513,223,0 to 119,50,53933,43925,1554,97856,1556,0,2556,87542,2336,12740,1046,12217,87157,13,25,97821,10624,1303,266,24,5986,5935,6,11927,143,343,1456,2219,2047,2070,1882,1045,630,351,31,0 to 102,44,5800,3987,1060,1080,4387,6584,956,3139,69,1876,56,22,378,12217,6124,6087,11927,290,0,158449,1263,172000,159712,12217,378,6852,6482,45,44,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,18107,456,474,1507,2355,2105,2452,3340,2821,1626,935,36,0 to 119,53,10949,7118,40,15273,2834,0,216,17268,183,929,76,1312,16791,2,2,15269,988,64,260,0,610,442,0,1052,22,50,209,188,165,162,175,131,133,77,0,0 to 105,45,485,360,41,166,51,780,221,125,1,82,1,1,43,1312,545,767,1052,260,0,25361,2574,29260,27935,1312,43,627,547,48,45,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1735,32,61,246,210,189,219,263,189,177,138,11,0 to 119,50,1015,699,21,1725,10,0,81,1419,2,256,12,276,1459,0,0,1725,243,31,2,0,138,136,0,274,10,30,61,41,43,36,36,12,5,2,0,0 to 87,33,195,22,25,32,151,92,31,22,0,24,2,0,0,276,137,139,274,2,0,2677,8,2961,2685,276,0,331,249,33,33,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,465,2,4,24,34,35,49,105,125,71,16,0,0 to 95,63,260,202,3,461,4,0,8,454,0,6,4,4,461,0,0,461,2,1,1,0,3,0,0,3,0,0,0,1,0,0,1,1,1,0,0,60 to 75,65,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,1,0,769,3,777,772,4,0,6,5,42,65,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15661,214,211,1783,2889,2263,2241,2582,1916,921,575,66,0 to 119,47,9015,6496,150,15388,273,0,234,15118,61,626,67,807,14848,6,0,15382,728,56,12,11,386,397,1,784,7,10,265,177,77,83,72,73,28,14,1,0 to 103,30,283,174,164,163,173,442,169,157,6,90,5,0,11,807,409,397,784,23,0,35308,250,36374,35558,807,11,125,103,32,30,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10032,134,233,775,1036,1462,1657,1799,1651,876,392,17,0 to 119,53,5566,4344,122,10001,31,0,278,9290,208,534,136,548,9442,19,23,9960,472,64,9,3,268,267,1,536,5,8,104,77,64,101,88,66,29,6,0,0 to 97,46,341,32,23,140,33,352,151,81,3,55,3,0,7,548,273,274,536,12,0,16510,18,17102,16528,548,7,623,583,48,46,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1398,0,4,66,155,181,193,178,141,213,265,2,6 to 119,60,951,440,7,132,1266,0,3,1386,0,9,12,130,1267,1,0,131,9,0,119,2,3,6,0,9,0,3,11,33,25,28,13,7,5,5,0,12 to 82,26,1,1,0,7,0,0,9,0,2,0,0,0,0,130,72,57,9,121,0,706,1145,1995,1851,130,0,31,29,41,26,0.736908814303344,0.0426371109693887
