ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,576,12,13,23,46,80,81,117,121,65,17,1,0 to 101,57,345,225,6,571,5,0,7,489,41,83,7,41,534,0,1,570,18,21,2,0,24,15,0,39,1,1,3,3,7,4,7,7,4,4,0,1 to 95,56,12,19,7,1,7,30,2,8,2,9,0,0,4,41,17,24,39,2,0,1046,3,1091,1049,41,4,79,41,58,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1127,50,42,98,128,144,153,168,180,108,49,7,0 to 99,51,716,404,7,1104,23,0,27,903,53,297,15,156,969,1,1,1102,95,57,4,0,91,61,0,152,7,7,19,16,25,21,32,13,5,11,0,0 to 98,46,35,103,11,3,10,123,19,31,0,4,0,1,3,156,62,94,152,4,0,1627,19,1804,1646,156,3,312,212,50,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,158,690,561,398,267,93,28,5,8,0 to 92,38,169,2037,9,2215,0,0,1,2000,1,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,20 to 73,41,115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2093,0,2315,2093,220,1,45,20,41,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2006,17,25,160,539,416,321,245,168,69,42,4,0 to 118,41,453,1526,27,2000,6,0,34,1874,9,320,5,317,1688,0,1,1999,306,8,2,1,58,256,0,314,6,8,30,88,66,56,49,11,3,0,0,0 to 84,39,139,142,30,3,51,116,147,36,1,10,0,0,2,317,258,59,314,3,0,2287,3,2608,2290,317,2,21,19,39,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3338,37,34,227,417,454,550,634,450,293,187,55,0 to 119,53,1864,1421,53,3296,42,0,99,3089,28,278,57,248,3050,0,40,3264,200,35,12,1,114,121,0,235,3,3,30,52,44,46,33,19,16,2,0,2 to 93,42,192,20,13,10,72,149,14,81,4,31,2,1,4,248,127,121,235,13,0,6767,21,7040,6788,248,4,92,84,44,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3458,88,104,241,422,431,451,670,552,288,202,9,0 to 119,54,1953,1405,100,3443,15,0,217,3059,63,343,16,246,3209,0,3,3440,207,37,2,0,124,120,0,244,7,14,26,57,37,39,35,18,7,6,0,0 to 97,40,114,100,28,2,32,206,6,8,0,20,0,0,3,246,122,124,244,2,0,5209,13,5473,5222,246,3,28,26,40,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,899,30,16,98,134,123,147,148,103,66,32,2,0 to 99,48,498,349,52,839,60,0,25,842,16,79,3,44,854,0,1,838,22,22,0,0,24,20,0,44,0,2,6,6,6,4,6,6,5,3,0,10 to 97,50,31,11,2,0,1,42,1,12,0,12,0,0,4,44,20,24,44,0,0,1506,60,1610,1566,44,4,47,46,48,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,896,12,13,70,131,126,144,160,155,63,21,1,0 to 119,52,442,439,15,885,11,0,5,764,5,143,6,147,749,0,0,885,129,16,0,2,19,126,0,145,1,0,14,46,42,23,12,8,1,0,0,1 to 79,38,78,47,5,15,11,99,35,7,0,4,0,0,0,147,127,20,145,2,0,1965,9,2122,1974,147,0,61,55,43,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,7741,154,184,587,804,909,1003,1370,1365,954,389,22,0 to 100,56,3802,3480,459,7646,95,0,387,6455,82,1309,78,1673,6046,1,21,7625,1645,13,15,0,749,902,7,1658,60,88,266,301,311,280,176,86,62,41,2,0 to 99,38,593,69,593,403,975,391,292,268,2,156,1,1,23,1673,911,755,1658,15,0,13477,78,15238,13555,1673,23,129,118,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,56899,1307,1592,5226,8972,8234,8725,9401,7457,4010,1840,135,0 to 119,48,32478,24157,264,56477,422,0,821,53777,458,2804,315,7329,49459,23,88,56367,7061,192,73,3,3844,3394,15,7253,143,257,1340,1824,1109,957,736,460,286,188,29,0 to 104,35,2285,1190,1063,2715,1517,2566,3170,890,11,592,8,3,127,7329,3427,3887,7253,76,0,100588,345,108347,100933,7329,127,1970,1623,37,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,16390,282,364,1029,1598,1731,2141,3033,3306,2050,752,104,0 to 119,58,9310,6778,302,16137,253,0,844,14637,177,1742,46,2202,14183,4,1,16132,2125,60,17,0,1153,1028,4,2185,47,99,283,369,345,317,284,198,164,95,1,0 to 101,43,1313,249,222,401,737,968,480,181,2,253,3,2,128,2202,1036,1162,2185,17,0,32208,236,34662,32444,2202,128,354,256,45,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8348,120,207,646,967,1154,1365,1487,1311,761,309,21,0 to 101,52,4825,3418,105,8327,21,0,150,7784,130,583,54,542,7799,1,6,8320,474,65,3,0,312,227,0,539,0,8,58,67,66,84,85,84,55,35,0,6 to 100,54,300,106,53,80,51,395,93,149,0,101,0,0,33,542,228,314,539,3,0,14868,18,15433,14886,542,33,372,339,55,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1104,31,67,150,209,147,136,149,125,64,26,0,0 to 94,41,607,481,16,1097,7,0,55,641,2,386,7,340,764,0,0,1097,320,15,5,0,162,173,0,335,9,27,54,79,57,41,31,26,11,5,0,0 to 86,34,229,55,30,21,218,96,21,58,3,35,3,1,2,340,176,164,335,5,0,1733,2,2077,1735,340,2,566,467,35,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15076,164,217,966,1705,1725,2173,2586,2847,1893,774,26,0 to 168,57,9237,5787,52,15049,27,0,4325,10147,177,3375,146,493,14174,0,409,14641,464,24,4,1,276,212,0,488,7,12,69,90,78,76,74,51,28,8,0,0 to 97,44,347,90,30,21,84,380,24,97,3,61,0,0,10,493,213,280,488,5,0,21137,21,21658,21158,493,10,660,495,45,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20827,175,302,1173,2157,2256,2996,4286,3989,2178,1029,286,0 to 119,57,11654,8474,699,20730,97,0,375,19528,230,1187,145,1464,19361,0,2,20728,1298,151,14,1,741,708,0,1449,8,28,219,253,186,228,215,175,88,63,1,0 to 102,46,782,266,223,178,185,1003,261,294,6,201,5,0,53,1464,715,749,1449,15,0,33751,82,35313,33833,1464,53,1247,632,49,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,809,21,27,65,89,133,107,137,121,68,40,1,0 to 118,52,476,315,18,809,0,0,11,695,6,78,1,63,746,0,0,809,47,16,0,0,29,34,0,63,0,3,12,3,11,11,11,4,5,3,0,6 to 91,48,47,14,1,1,1,60,2,14,0,11,0,0,4,63,34,29,63,0,0,1273,0,1336,1273,63,4,122,67,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,15628,226,253,882,1469,1535,1930,2537,2850,2026,666,1254,0 to 103,58,8176,6391,1061,15489,139,0,192,14817,222,673,99,881,14733,0,14,15477,848,16,17,0,405,458,1,864,13,22,136,164,123,129,122,82,73,17,0,0 to 103,42,420,124,168,152,165,515,184,167,12,101,5,1,21,881,468,412,864,17,0,28933,120,29947,29053,881,21,723,431,44,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1752,26,28,167,228,193,232,341,268,189,79,1,0 to 118,55,1014,721,17,1751,1,0,26,1469,16,319,4,157,1595,0,0,1751,136,21,0,0,52,105,0,157,1,1,32,39,28,13,22,12,6,3,0,3 to 99,36,60,9,81,7,86,64,7,15,0,11,0,0,1,157,105,52,157,0,0,2860,1,3020,2861,157,1,266,216,35,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3880,28,28,95,174,186,298,517,1431,905,132,86,0 to 119,69,1904,1779,197,3805,75,0,121,3495,164,300,59,308,3549,0,23,3782,257,49,1,1,95,211,0,306,1,3,12,9,37,43,43,99,52,9,0,4 to 92,65,243,39,8,16,21,265,20,67,0,48,0,0,17,308,213,95,306,2,0,6450,73,6836,6523,308,17,82,70,65,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,17723,224,399,1671,2342,2371,2716,2899,2518,1194,518,871,0 to 119,50,10038,7558,127,17682,41,0,316,16738,246,787,101,1768,15941,1,13,17669,1702,56,10,0,921,836,1,1758,18,29,492,401,244,233,146,105,59,41,0,0 to 100,32,994,174,147,443,353,733,672,254,5,157,1,0,16,1768,839,928,1758,10,0,30191,30,32005,30221,1768,16,852,609,33,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,66150,1139,1492,5864,9939,9773,10382,10497,7487,3544,1351,4682,0 to 120,47,36251,29555,344,65052,1097,1,847,63383,585,2346,417,6786,59312,0,52,65003,6544,104,133,5,3138,3472,38,6648,93,148,1568,1780,1095,939,664,300,145,51,3,0 to 103,33,1931,970,1369,2378,1344,1824,3480,842,46,432,37,5,55,6786,3551,3196,6647,138,1,110860,957,118696,111817,6786,55,1413,1187,35,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4040,38,70,203,377,359,478,750,921,636,199,9,0 to 222,61,2248,1595,197,4033,7,0,76,3593,119,311,27,226,3812,1,1,4032,138,88,0,0,113,113,0,226,2,4,26,24,16,38,52,33,19,12,0,0 to 97,55,176,9,11,30,24,172,30,33,0,35,0,0,12,226,113,113,226,0,0,8672,6,8907,8678,226,12,910,455,57,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3927,66,62,306,508,466,572,704,569,416,254,4,0 to 102,54,2380,1526,21,3907,20,0,84,3576,66,236,45,227,3700,0,0,3907,152,69,5,1,111,110,0,221,2,7,33,49,31,36,35,21,10,3,0,1 to 90,40,157,24,12,28,41,133,47,57,2,32,2,1,5,227,112,115,221,6,0,8869,14,9111,8883,227,5,451,400,46,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,39665,386,567,2661,4976,4582,5692,7473,6827,4152,2255,94,0 to 120,56,23007,16556,102,39327,338,0,2338,35131,411,5115,389,4669,34923,1,72,39254,4458,145,59,7,2609,1984,10,4603,55,174,728,1059,611,609,514,386,287,236,10,0 to 102,39,2093,1039,233,1238,351,2781,1471,696,19,589,17,2,137,4669,2023,2636,4603,66,0,77252,272,82221,77524,4669,137,596,504,41,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2289,62,59,188,306,271,267,370,306,238,212,10,0 to 118,54,1452,757,80,2281,8,0,62,1934,110,601,18,360,1929,0,0,2281,240,112,5,3,215,137,0,352,7,18,45,56,55,45,49,28,33,24,0,0 to 102,45,189,52,56,55,115,183,54,51,1,50,0,0,19,360,140,220,352,8,0,3176,0,3538,3176,360,19,65,61,47,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,49853,805,1058,4599,8116,7273,7636,8828,6469,3300,1649,120,-6 to 119,49,27455,21653,745,49234,619,0,782,46894,454,2461,217,3724,46075,11,43,49180,3353,280,80,11,1863,1768,2,3633,57,100,619,918,624,489,449,267,128,72,1,0 to 101,37,1324,1006,484,819,524,2225,884,499,21,331,11,3,64,3724,1816,1904,3633,91,0,83674,528,88000,84202,3724,64,2105,1988,39,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,353,6,0,44,43,39,36,38,47,55,44,1,0 to 119,58,226,120,7,353,0,0,12,327,0,19,1,22,331,0,0,353,16,6,0,0,10,12,0,22,1,0,4,5,1,4,3,2,0,2,0,3 to 98,40,18,4,0,0,4,18,0,4,0,2,0,0,0,22,12,10,22,0,0,449,0,472,449,22,0,18,18,46,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,622,11,15,41,57,65,103,124,122,65,19,0,0 to 94,56,367,252,3,566,56,0,18,582,1,62,12,16,603,0,3,563,11,3,2,0,9,5,0,14,0,1,3,2,2,4,1,3,0,0,0,9 to 70,41,8,3,2,1,2,11,1,6,1,1,1,0,0,16,6,10,14,2,0,1314,54,1384,1368,16,0,42,39,48,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1174,11,17,56,76,108,139,403,277,73,14,0,0 to 118,59,319,848,7,1174,0,0,16,1132,4,80,4,46,1128,0,0,1174,42,4,0,0,8,38,0,46,0,0,2,5,1,4,21,11,2,0,0,16 to 80,60,29,15,2,0,2,43,1,10,0,9,0,0,2,46,38,8,46,0,0,2120,0,2166,2120,46,2,40,38,61,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1491,20,27,121,192,171,224,290,190,146,103,7,0 to 118,54,933,533,25,1489,2,0,31,1394,34,168,2,73,1417,0,1,1488,30,43,0,0,53,20,0,73,0,4,8,7,10,9,5,7,12,11,0,8 to 107,53,56,14,3,0,6,66,1,13,0,13,0,0,2,73,20,53,73,0,0,2332,2,2409,2334,73,2,180,148,62,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1259,14,29,87,138,169,216,245,213,108,39,1,0 to 102,53,711,537,11,1255,4,0,13,1190,13,198,4,42,1216,0,1,1254,24,16,2,0,26,14,0,40,1,0,5,6,6,12,6,3,2,1,0,3 to 86,46,23,13,3,1,1,38,1,8,0,6,0,0,1,42,14,28,40,2,0,1879,2,1924,1881,42,1,113,38,46,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19985,266,360,1202,1972,2167,2786,4458,3964,2104,558,148,0 to 119,57,11331,8549,105,19963,22,0,255,19140,107,958,91,1149,18833,0,3,19960,1071,62,14,2,584,547,2,1133,20,35,217,219,177,161,159,89,42,30,0,0 to 99,39,751,95,85,202,262,650,221,204,3,103,3,0,17,1149,553,593,1133,16,0,36643,6,37800,36649,1149,17,855,797,42,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,19758,464,535,1543,2529,2570,2836,3175,3033,1928,806,339,0 to 119,52,11401,8176,181,19663,95,0,445,17689,231,1790,146,2571,17172,1,14,19648,2300,255,15,1,1422,1132,1,2555,38,88,356,430,414,365,325,242,188,125,0,0 to 103,43,1386,394,283,492,715,1256,584,654,9,436,5,1,84,2571,1139,1431,2555,16,0,37519,79,40183,37598,2571,84,1501,931,46,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13860,180,368,1022,1952,1982,2285,2354,1794,888,324,711,0 to 155,49,7729,6058,73,13783,77,0,611,12228,390,1207,214,1321,12488,2,49,13733,1235,37,47,2,628,642,2,1272,19,37,182,299,193,225,169,110,65,20,2,0 to 102,41,569,113,494,96,748,376,148,332,8,179,7,2,24,1321,678,641,1272,49,0,21500,27,22875,21527,1321,24,1055,542,44,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3861,60,58,193,401,348,454,614,724,630,359,20,0 to 119,61,2344,1480,37,3796,65,0,68,3555,47,261,25,279,3576,0,6,3790,238,39,2,0,146,131,0,277,8,9,31,38,37,45,51,30,25,5,0,0 to 91,50,170,49,41,17,101,153,23,63,1,56,1,0,11,279,133,146,277,2,0,6960,63,7308,7023,279,11,344,229,51,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,27568,324,444,2021,3243,3386,3879,4654,4856,3238,1464,59,0 to 119,55,15863,11463,242,26608,959,1,654,24267,613,2875,176,4062,23476,1,29,26579,3801,175,80,6,2115,1842,19,3976,57,112,549,681,604,618,525,390,286,240,0,0 to 101,45,2330,548,112,986,1293,1677,1006,912,15,562,13,4,149,4062,1889,2152,3975,86,1,45020,873,49967,45893,4062,149,2632,1025,46,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,16753,358,633,1536,1920,2084,2180,2486,2728,2098,694,36,0 to 105,53,8998,7678,77,16390,363,0,479,13660,356,2865,166,3521,13142,3,87,16300,3132,305,68,16,1663,1771,3,3437,95,202,586,571,611,500,422,250,195,88,1,0 to 101,39,1931,171,305,1030,1804,790,843,461,20,305,11,6,70,3521,1822,1696,3437,84,0,27039,279,30854,27318,3521,70,3430,2441,40,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,165303,1795,2646,12834,26371,26276,30052,28294,19188,10900,6294,653,0 to 225,49,86223,77928,1152,163837,1465,1,4109,148407,2785,17591,1006,28664,136392,100,147,163592,27333,833,489,9,13997,14150,19,28166,270,522,2796,5044,4599,5158,4324,2797,1750,1352,52,0 to 108,47,14568,4235,1296,8067,14646,5536,7984,6448,48,3845,31,15,935,28664,14410,14230,28165,498,1,246641,966,276506,247607,28664,935,4778,4038,47,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3761,29,62,234,454,507,642,825,604,294,108,2,0 to 101,54,1971,1779,11,3678,83,0,1291,2044,83,835,129,188,3515,0,58,3626,153,20,11,4,76,97,0,173,2,7,15,20,26,32,28,28,18,12,0,3 to 100,52,127,7,2,37,46,84,43,29,3,18,2,0,4,188,106,82,173,15,0,4725,61,4974,4786,188,4,637,359,54,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7097,228,266,598,940,992,1058,1171,1048,546,240,10,0 to 119,50,3896,3174,27,7029,68,0,102,6645,99,336,78,411,6684,1,1,7027,365,40,6,0,164,241,0,405,4,4,88,75,65,68,48,34,14,11,0,0 to 98,39,311,48,9,37,24,323,58,31,0,27,0,0,9,411,242,169,405,6,0,11364,62,11839,11426,411,9,983,436,41,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1700,53,44,111,178,223,250,298,250,158,132,3,0 to 101,54,942,721,37,1631,69,0,34,1529,15,227,49,205,1494,0,1,1630,153,23,26,3,96,80,0,176,6,11,22,24,39,25,37,22,13,6,0,0 to 101,46,158,11,5,2,49,121,6,30,7,23,2,0,9,205,91,114,176,29,0,2906,40,3156,2946,205,9,146,91,46,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3057,28,35,253,519,522,533,480,310,231,140,6,0 to 105,48,1377,1586,94,3034,23,0,18,2619,19,332,29,347,2704,1,5,3028,300,38,8,1,85,253,0,338,2,8,34,81,80,65,54,16,6,1,0,0 to 87,40,146,139,19,34,29,201,108,42,2,26,0,0,2,347,257,90,338,9,0,4577,14,4949,4591,347,2,479,279,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,917,12,16,59,97,110,146,195,128,99,55,0,0 to 119,55,540,355,22,911,6,0,32,747,9,141,14,102,812,0,3,908,80,20,2,0,52,48,0,100,0,2,5,12,9,12,22,17,16,7,0,9 to 99,59,73,19,1,7,1,91,8,10,0,20,0,0,11,102,48,54,100,2,0,1631,4,1738,1635,102,11,140,82,59,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3306,46,53,241,336,386,451,629,606,383,171,4,0 to 103,57,1784,1328,194,3197,109,0,54,3145,28,102,36,136,3164,0,6,3191,106,22,6,2,65,63,0,128,2,1,23,23,29,14,15,19,7,3,0,1 to 89,43,84,17,2,25,1,101,26,32,1,17,0,0,1,136,66,70,128,8,0,6012,101,6252,6113,136,1,154,148,43,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,306,2,10,38,65,65,34,32,30,23,6,1,1 to 90,40,122,182,2,306,0,0,27,213,3,137,0,151,155,0,0,306,149,2,0,0,30,121,0,151,1,3,22,46,42,18,12,5,1,1,0,3 to 89,36,117,18,3,13,97,41,13,18,0,14,0,0,1,151,121,30,151,0,0,441,0,592,441,151,1,144,85,37,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5569,63,52,260,468,535,767,1067,1060,741,550,6,0 to 119,60,3282,2221,66,5550,19,0,180,4974,62,613,24,626,4940,1,2,5547,470,153,2,1,376,247,0,623,7,8,33,67,43,74,112,90,87,105,0,0 to 101,62,515,57,15,36,43,531,49,112,1,141,1,0,76,626,249,377,623,3,0,10243,16,10887,10259,626,76,97,78,63,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,13572,160,183,741,1261,1266,1690,2480,2799,1998,953,41,0 to 119,61,7636,5769,167,13323,249,0,522,12482,190,1263,100,1139,12428,1,4,13321,1048,61,24,6,599,510,0,1109,12,17,119,187,139,139,147,139,137,103,0,0 to 104,50,845,66,102,96,159,798,152,226,15,192,11,2,96,1139,529,610,1109,30,0,30917,216,32277,31133,1139,96,586,480,56,2.51442395330883,0.137455100826111
