ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,665,20,17,38,63,90,96,127,125,68,20,1,0 to 101,55,390,271,4,658,7,0,16,513,41,142,11,109,554,0,2,656,70,35,4,0,56,49,0,105,3,3,13,18,15,17,15,11,7,7,0,0 to 95,47,49,41,11,4,10,87,8,22,2,15,0,0,4,109,52,57,105,4,0,1588,2,1700,1590,109,4,144,106,47,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1450,74,71,152,176,191,203,207,197,116,57,6,0 to 99,48,911,534,5,1424,26,0,52,962,53,561,35,423,1026,0,1,1423,255,162,6,0,251,166,0,417,26,27,56,58,66,71,60,28,12,19,0,0 to 98,41,95,286,24,12,24,350,43,73,0,18,0,1,4,423,168,255,417,6,0,3587,20,4048,3607,423,4,558,458,41,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2303,6,11,186,699,567,413,279,97,30,7,8,0 to 105,38,215,2080,8,2303,0,0,4,2011,1,140,4,289,2014,0,0,2303,285,4,0,0,30,258,1,289,2,4,37,67,58,67,45,7,1,1,0,0 to 85,40,168,105,5,11,10,190,89,10,0,5,0,0,1,289,258,30,289,0,0,2440,0,2731,2440,289,1,168,143,40,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2183,31,50,203,570,436,340,255,178,73,43,4,0 to 118,40,562,1599,22,2177,6,0,51,1921,9,473,8,498,1684,0,1,2176,466,29,2,1,171,324,0,495,20,33,73,121,86,76,58,22,7,2,0,0 to 86,35,186,257,35,17,81,251,163,67,1,17,0,0,2,498,326,172,495,3,0,3017,3,3519,3020,498,2,48,46,35,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4753,58,67,489,709,693,784,820,552,328,197,56,0 to 119,49,2631,2069,53,4690,63,0,314,3950,28,1062,97,1737,3014,0,2,4688,1575,118,42,2,910,780,3,1693,24,35,309,360,297,289,225,127,52,18,1,0 to 96,39,955,204,75,459,175,1017,501,169,8,59,3,3,8,1737,808,926,1693,44,0,15311,22,17093,15333,1737,8,160,152,39,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,4317,103,125,324,587,605,619,800,628,307,210,9,0 to 119,51,2153,2085,79,4298,19,0,331,3237,63,1010,16,1150,3164,0,3,4295,1064,80,6,0,327,817,0,1144,23,35,111,227,219,207,172,103,35,18,0,0 to 97,43,369,230,68,477,71,499,574,16,0,61,0,0,4,1150,822,328,1144,6,0,7772,13,8968,7785,1150,4,41,39,43,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1094,35,23,132,168,160,175,175,114,77,33,2,0 to 99,46,615,446,33,1034,60,0,85,860,16,241,6,215,871,0,8,1026,146,68,1,0,105,106,3,214,2,7,34,35,37,33,33,14,16,4,0,1 to 97,43,141,40,15,18,5,183,26,31,0,22,0,0,4,215,107,105,214,1,0,3221,58,3494,3279,215,4,246,245,43,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1042,18,19,90,161,150,168,177,162,71,25,1,0 to 119,50,499,528,15,1027,15,0,19,780,5,254,15,275,767,0,0,1027,238,31,4,2,61,208,0,269,3,1,35,75,62,45,26,16,8,4,0,1 to 93,38,157,76,14,22,17,204,48,13,0,8,0,0,1,275,209,66,269,6,0,2941,9,3232,2950,275,1,206,200,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9228,205,303,814,1061,1153,1213,1513,1475,1038,430,23,0 to 100,53,4574,4226,428,9129,99,0,675,6694,82,2615,94,3023,6166,1,38,9091,2986,18,19,0,1403,1583,18,3004,98,181,478,541,530,477,302,188,141,84,3,0 to 99,38,1151,154,903,796,1572,832,600,461,3,255,2,1,47,3023,1595,1410,3004,19,0,18186,77,21318,18263,3023,47,1498,1487,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,72238,1726,2341,8021,12314,10717,11001,11018,8208,4383,2020,489,0 to 119,45,40455,31313,470,71783,455,0,1701,64905,458,5868,362,22502,49563,22,151,71610,21984,407,108,3,11766,10430,195,22391,470,943,4068,5177,3564,3231,2362,1243,692,375,377,0 to 110,35,6864,2719,2507,10301,4725,6056,11610,1603,13,916,10,3,233,22502,10480,11827,22391,111,0,158865,341,181948,159206,22502,233,5175,4828,35,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,20269,369,626,1744,2327,2385,2715,3469,3552,2163,813,106,0 to 119,54,11314,8641,314,19965,304,0,1280,17494,177,2889,55,6133,14130,4,2,19959,6000,65,68,0,3144,2867,54,6065,123,356,998,1109,1018,907,727,449,282,161,3,0 to 101,39,2396,477,495,2697,1365,1702,2998,291,5,396,3,2,143,6133,2900,3176,6065,68,0,56393,234,62794,56627,6133,143,490,392,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9829,183,278,912,1220,1393,1613,1658,1420,805,325,22,0 to 101,50,5611,4101,117,9804,25,0,421,8423,130,1240,80,1900,7919,1,9,9794,1793,100,7,0,1029,857,7,1893,15,65,301,314,293,321,256,184,98,52,1,0 to 100,43,841,326,136,590,169,1073,651,264,0,141,0,0,42,1900,860,1033,1893,7,0,23582,18,25513,23600,1900,42,1158,1125,43,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1592,55,145,244,296,207,204,185,152,75,29,0,0 to 94,37,862,706,24,1584,8,0,71,690,2,811,15,677,914,1,0,1583,443,228,5,1,348,319,4,671,23,74,118,144,100,86,56,48,21,7,0,0 to 93,33,501,73,72,25,469,177,25,105,3,56,3,1,4,677,323,350,671,6,0,2952,2,3634,2954,677,4,1162,1061,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,17891,235,330,1367,2201,2147,2581,2961,3154,2063,822,30,0 to 168,55,10776,7056,59,17862,29,0,4631,11127,177,4566,189,2156,15611,0,124,17739,2094,55,6,1,1108,1022,19,2149,37,60,334,400,357,326,297,192,112,39,2,0 to 99,41,1363,317,156,313,354,1395,400,345,4,210,0,0,19,2156,1023,1114,2149,7,0,31750,20,33947,31770,2156,19,1369,1204,41,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,24318,234,444,1757,2813,2749,3509,4766,4294,2342,1123,287,0 to 119,56,13587,10103,628,24198,120,0,832,21629,230,2753,201,4768,19525,0,25,24174,4312,419,32,5,2500,2205,26,4731,58,156,771,901,667,697,654,449,246,159,10,0 to 102,42,2035,615,857,1224,686,2472,1573,609,7,362,5,0,79,4768,2222,2520,4731,37,0,49964,81,54879,50045,4768,79,1929,1307,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,921,25,33,77,106,153,115,148,142,79,42,1,0 to 118,51,548,359,14,921,0,0,29,727,6,169,3,155,766,0,0,921,126,29,0,0,87,67,1,155,0,7,19,20,24,19,21,24,16,5,0,6 to 91,49,122,15,0,18,0,130,25,31,0,19,0,0,4,155,67,87,155,0,0,1695,0,1851,1695,155,4,271,216,49,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18010,286,346,1287,1932,1893,2330,2855,3044,2118,692,1227,0 to 103,56,9501,7499,1010,17865,145,0,253,16758,222,955,107,3139,14827,0,44,17823,3090,26,23,0,1594,1471,51,3116,55,105,526,612,471,494,420,250,155,46,5,0 to 103,40,915,333,394,1474,396,1085,1635,262,12,160,5,1,36,3139,1483,1604,3116,23,0,44613,120,47902,44733,3139,36,1122,830,40,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1970,34,38,206,255,219,270,375,288,200,83,2,0 to 118,53,1133,819,18,1966,4,0,71,1498,16,518,10,325,1645,0,0,1966,292,30,0,3,133,187,2,322,3,8,63,61,47,42,50,28,14,8,1,2 to 99,41,140,31,108,43,125,154,43,39,0,25,0,0,3,325,189,134,322,3,0,4053,1,4391,4054,325,3,498,448,41,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4434,67,43,142,215,230,357,596,1555,994,150,85,0 to 119,68,2201,2046,187,4355,79,0,261,3674,164,665,82,770,3618,0,46,4309,705,58,6,1,326,430,7,763,1,18,56,48,82,100,113,205,120,27,0,4 to 92,62,444,98,28,193,39,520,204,160,1,99,0,0,19,770,433,330,763,7,0,12254,72,13108,12326,770,19,384,372,62,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,21094,311,517,2295,3024,2886,3225,3290,2722,1329,642,853,0 to 119,48,11835,9073,186,21043,51,0,620,19005,246,1522,117,5030,16034,1,29,21015,4949,62,19,0,2665,2291,55,5011,72,138,1103,1079,730,720,523,307,194,162,2,0 to 104,36,1913,467,494,2137,582,1403,3026,444,5,249,1,0,33,5030,2298,2676,5011,19,0,47146,30,52253,47176,5030,33,1610,1367,36,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,81737,1440,1961,8830,13921,12551,12680,12077,8235,3918,1513,4611,0 to 120,44,44072,37146,519,80436,1300,1,1618,76653,585,4885,456,22049,59320,1,367,80070,21584,124,336,5,10749,10762,197,21708,319,538,4454,5704,3828,3177,2215,1042,531,225,16,0 to 106,34,4749,2767,3228,10964,2771,4242,14695,1237,50,618,40,5,103,22049,10942,10903,21707,341,1,181185,951,204414,182136,22049,103,2431,2203,34,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4824,71,98,319,500,455,592,882,1008,680,211,8,0 to 222,59,2707,1950,167,4815,9,0,188,3751,119,710,37,737,4079,1,7,4808,464,271,2,0,372,360,3,735,7,20,98,105,85,107,143,92,58,22,0,0 to 97,50,542,46,50,97,46,566,123,60,0,78,0,0,17,737,361,373,735,2,0,13053,6,13804,13059,737,17,1623,1168,50,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4883,84,96,464,666,597,723,830,657,479,283,4,0 to 102,52,2888,1978,17,4857,26,0,327,3802,66,1140,55,1078,3805,0,0,4857,870,195,11,1,549,515,1,1065,13,34,176,195,146,171,144,103,67,28,0,0 to 100,42,738,82,83,162,146,629,290,204,2,113,2,1,13,1077,519,557,1065,12,0,13142,14,14236,13156,1077,13,1286,1235,42,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,47731,511,806,3926,6644,5724,6860,8632,7489,4566,2486,87,0 to 120,54,27229,20362,140,47367,364,0,3528,39413,411,10450,456,12714,34977,1,39,47327,12439,182,86,7,6765,5792,64,12621,172,410,1992,2736,1738,1771,1655,1026,716,490,8,0 to 104,40,5680,2181,750,4010,1028,6864,4729,1393,20,1063,18,2,300,12714,5844,6805,12621,93,0,120178,268,133255,120446,12714,300,1036,944,40,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2777,91,109,275,376,346,345,411,340,255,218,11,0 to 118,50,1704,999,74,2760,17,0,98,2032,110,895,23,863,1914,0,0,2760,723,123,14,3,481,355,10,846,35,62,134,131,130,124,92,70,54,30,1,0 to 102,40,418,124,170,134,283,409,154,123,1,74,0,0,22,863,361,492,846,17,0,4837,0,5708,4837,863,22,195,191,40,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,61769,1062,1568,6745,10996,9298,9344,10065,7146,3587,1824,134,-6 to 119,46,33734,27257,778,61057,712,0,1352,55983,454,4299,241,15641,46016,11,101,60949,14343,1117,166,15,8092,7274,94,15460,201,559,2712,3843,2686,2213,1718,968,455,277,9,0 to 102,36,3856,4820,1382,5402,1311,7299,6850,818,24,465,12,4,93,15641,7371,8173,15460,181,0,139017,520,155370,139537,15641,93,3960,3843,36,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,398,7,3,47,51,43,40,49,55,57,45,1,0 to 119,57,248,141,9,398,0,0,11,336,0,34,1,67,331,0,0,398,60,7,0,0,33,31,3,67,2,3,7,14,5,10,12,9,2,3,0,3 to 98,48,37,12,7,11,11,46,10,14,0,4,0,0,0,67,31,33,67,0,0,663,0,732,663,67,0,46,46,48,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,764,14,28,68,82,80,133,143,129,67,20,0,0 to 94,53,439,322,3,704,60,0,36,598,1,136,16,124,640,0,0,704,115,3,6,0,66,52,0,118,1,5,24,18,20,32,12,10,1,1,0,2 to 89,42,73,36,3,6,12,98,8,25,1,7,1,0,0,124,57,67,118,6,0,2409,54,2591,2463,124,0,214,211,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1278,12,28,85,85,122,148,417,291,75,15,0,0 to 118,59,364,908,6,1278,0,0,39,1145,4,166,5,139,1139,0,0,1278,108,31,0,0,45,94,0,139,1,8,29,14,13,10,34,25,4,1,0,4 to 89,53,92,36,4,7,6,121,12,17,0,14,0,0,2,139,94,45,139,0,0,2658,0,2798,2658,139,2,200,198,53,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1602,25,34,147,206,189,240,303,195,154,103,6,0 to 118,53,1000,579,23,1600,2,0,66,1390,34,261,2,180,1421,0,1,1599,111,69,0,0,107,73,0,180,3,9,29,21,28,31,16,11,20,12,0,0 to 107,45,123,46,6,5,6,166,8,27,0,19,0,0,2,180,73,107,180,0,0,3208,2,3393,3210,180,2,388,356,45,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1503,21,38,138,182,212,251,282,225,113,40,1,0 to 102,51,817,676,10,1498,5,0,43,1217,13,323,11,235,1268,0,0,1498,207,25,2,1,99,133,0,232,1,3,47,42,44,41,38,11,6,2,0,3 to 86,40,138,58,9,27,16,186,30,32,0,13,0,0,1,235,134,101,232,3,0,3315,2,3560,3317,235,1,326,251,40,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,22814,296,428,1762,2547,2585,3192,4817,4178,2226,635,148,0 to 119,56,12795,9909,110,22790,24,0,911,20683,107,2925,127,3945,18857,0,12,22778,3843,84,15,3,2030,1881,16,3927,44,95,791,795,589,565,499,294,160,112,1,0 to 101,38,2047,310,293,1277,566,2001,1360,502,4,252,3,0,46,3945,1888,2041,3927,18,0,60973,6,64969,60979,3945,46,1219,1161,38,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,26031,638,855,2553,3883,3733,3764,3829,3441,2106,895,334,0 to 119,48,14515,11221,295,25921,110,0,1084,22067,231,3785,177,8772,17230,2,27,25892,7972,769,26,5,4511,4102,128,8741,158,386,1353,1769,1580,1278,985,655,387,219,2,0 to 103,39,3851,1441,725,2724,2026,3417,3298,1057,11,625,5,1,162,8772,4114,4530,8741,31,0,61315,75,70237,61390,8772,162,2810,2240,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,18212,261,561,1719,2974,2850,3031,2774,2017,997,347,681,0 to 155,46,9949,8146,117,18109,103,0,1503,14798,390,2432,228,5556,12589,2,65,18043,5436,45,73,2,2786,2647,48,5481,74,196,850,1304,1026,959,583,338,180,42,4,0 to 102,38,1646,260,1511,2064,2088,878,2515,510,9,248,7,2,38,5556,2698,2809,5481,75,0,37557,27,43217,37584,5556,38,2079,1568,38,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4329,80,84,252,481,412,515,677,768,672,368,20,0 to 119,60,2568,1727,34,4263,66,0,114,3740,47,547,34,687,3636,0,6,4257,613,71,3,0,352,331,1,684,16,21,82,112,94,101,113,70,64,14,0,0 to 95,47,375,130,101,78,210,366,108,158,2,104,1,0,15,687,334,352,684,3,0,11079,63,11844,11142,687,15,822,708,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,35625,466,713,3425,4901,4759,5124,5641,5403,3521,1607,65,0 to 119,52,19971,15330,324,34497,1127,1,1158,30559,613,5004,211,12043,23559,2,21,34475,11395,392,250,6,6105,5532,150,11787,192,368,1927,2329,1951,1858,1497,920,589,402,10,0 to 101,41,5041,1161,399,5186,2807,3584,5396,1434,18,773,15,5,232,12043,5669,6216,11786,256,1,75192,869,88131,76061,12043,232,3348,1745,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,20882,558,844,2309,2623,2751,2838,2975,2966,2233,747,38,0 to 105,49,11074,9657,151,20505,377,0,860,16006,356,4672,194,7314,13411,3,154,20348,6850,366,82,16,3615,3564,37,7216,200,377,1320,1243,1253,1126,871,468,318,138,0,0 to 101,39,3445,376,533,2862,2967,1535,2714,787,22,503,12,6,104,7314,3620,3652,7216,98,0,40328,279,47969,40607,7314,104,4850,3867,39,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,213165,2541,4202,19636,36221,34586,38550,34632,22535,12567,6997,698,0 to 225,47,110531,101371,1263,211487,1677,1,5306,190536,2785,23276,1069,77867,135020,94,184,211211,76054,1092,712,9,38738,38156,252,77146,937,2015,9705,15249,13170,13939,10853,6259,3492,2154,94,0 to 108,43,28210,7999,2874,38063,29509,9905,37732,8700,57,4632,32,15,1270,77867,38530,39060,77145,721,1,391688,939,471376,392627,77867,1270,7498,6758,43,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4568,65,92,338,624,637,777,928,677,319,110,1,0 to 101,51,2367,2183,18,4478,90,0,1371,2375,83,996,142,768,3761,0,39,4442,724,24,15,5,338,404,6,748,18,27,84,151,125,138,93,80,38,14,0,0 to 100,43,383,24,12,329,187,227,334,104,6,39,5,0,6,768,415,347,748,20,0,8034,66,8877,8100,768,6,1457,1180,43,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8628,271,341,1029,1188,1182,1305,1328,1128,591,254,11,0 to 119,47,4729,3840,59,8556,72,0,273,7185,99,1097,129,1740,6887,0,1,8555,1666,63,11,0,866,834,29,1729,24,51,478,307,226,268,190,107,59,29,1,0 to 101,35,1109,102,42,476,41,1165,523,80,0,95,1,0,13,1740,839,872,1729,11,0,17849,60,19665,17909,1740,13,2323,1778,35,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2328,55,62,281,300,331,335,374,277,173,137,3,0 to 101,48,1244,1049,35,2205,123,0,89,1940,15,720,94,727,1601,0,0,2205,630,25,69,3,311,343,1,655,7,23,172,122,125,89,105,45,29,10,0,0 to 101,38,554,46,14,41,140,483,32,69,9,40,2,0,11,727,377,349,655,72,0,5174,51,5956,5225,727,11,307,252,38,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3578,43,62,324,586,588,608,536,378,265,182,6,0 to 105,47,1628,1866,84,3554,24,0,25,2770,19,675,42,756,2818,1,3,3550,704,42,9,1,271,473,2,746,7,14,80,132,133,136,99,73,39,43,0,0 to 100,45,332,216,36,162,36,423,287,108,2,73,0,0,7,756,478,276,746,10,0,6512,14,7294,6526,756,7,883,682,45,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1088,17,26,83,124,136,173,226,142,106,55,0,0 to 119,54,640,426,22,1079,9,0,42,783,9,277,15,233,852,0,3,1076,195,33,5,0,118,107,3,228,3,8,28,34,27,33,41,28,23,8,0,0 to 99,51,118,56,9,45,3,170,55,25,0,27,0,0,13,233,109,121,228,5,0,2387,4,2625,2391,233,13,313,255,51,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3962,67,81,381,441,476,563,724,649,396,180,4,0 to 103,54,2150,1656,156,3836,126,0,156,3294,28,443,73,660,3288,0,14,3823,610,25,23,2,309,322,4,635,9,17,148,108,104,101,90,55,16,12,0,0 to 94,40,368,71,35,161,33,429,173,99,1,38,0,0,3,660,331,325,635,25,0,10242,100,11019,10342,660,3,822,816,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,396,7,16,54,82,83,48,40,33,26,6,1,1 to 90,39,189,206,1,396,0,0,47,199,3,215,0,223,173,0,0,396,221,2,0,0,90,133,0,223,4,5,37,59,59,30,20,6,2,1,0,1 to 89,37,164,38,12,9,124,86,13,33,0,21,0,0,1,223,133,90,223,0,0,611,0,835,611,223,1,194,135,37,2.27684336624256,0.231957009552348
