ï»¿OBJECTID,CORR_NOMB,SHAPE_Leng,CORR_FEAC,ID1,CORR_LEY,ORDEN_CORR,PROV_ID,DIST_ID,CORR_ID,CODIGO,CAMPO,ID2,TIPO,Cantidad,Hospitalizado,Aislamiento_domiciliario,Fallecido,UCI,Recuperado,ORIG_FID
345,SAN JOSE,50365.97914,1180569600000,121,LEY 18 DEL 24 DE ENERO DE 2003,0,09,08,06,090806,2018,350,R,,,,,,,345
346,REMANCE,67945.72407,1183161600000,65,LEY 58 DEL 29 DE JULIO DE 1998,0,09,08,04,090804,2018,351,R,,,,,,,346
347,BARNIZAL,30170.04473,1177977600000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,02,090202,2018,352,R,,,,,,,347
348,SANTA FE (CABECERA),81067.74238,1199059200000,54,LEY 58 DEL 29 DE JULIO DE 1998,0,09,09,01,090901,2018,353,R,1,0,1,0,0,0,348
349,CHITRA,51098.9629,1180569600000,14,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,03,090203,2017,354, ,,,,,,,349
350,RUBEN CANTU,48900.6425,1228003200000,10,LEY 37 DEL 24 DE JUNIO 2008,0,09,09,08,090908,2018,355,R,,,,,,,350
351,LA YEGUADA,76634.50701,1180569600000,60,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,09,090209,2018,356,R,,,,,,,351
352,EL POTRERO,37551.12617,1168041600000,38,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,05,090205,2018,357,R,,,,,,,352
353,CORRAL FALSO,47534.65366,1180569600000,2,LEY 58 DEL 29 DE JULIO DE 1998,0,09,08,02,090802,2016,358,R,,,,,,,353
354,LA TETILLA,40829.26428,1180569600000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,08,090208,2017,359, ,,,,,,,354
355,LA RAYA DE CALOBRE,43064.35683,1243728000000,18,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,07,090207,2017,360, ,,,,,,,355
356,EL PRADO,74402.437,1177977600000,1,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,09,05,05,090505,2017,361, ,,,,,,,356
357,EL RINCON,66633.73263,1168560000000,23,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,06,090506,2017,362, ,,,,,,,357
358,CERRO PLATA,77783.38045,1180569600000,18,LEY 37 DEL 24 DE JUNIO 2008,0,09,03,02,090302,2018,363,R,,,,,,,358
359,LAS CRUCES,74408.77665,1180569600000,19,LEY 37 DEL 24 DE JUNIO 2008,0,09,03,08,090308,2018,364,R,,,,,,,359
360,SAN JOSE,155911.45625,1183161600000,170,LEY 5 DEL 19 DE ENERO DE 1998,0,09,03,05,090305,2018,365,R,,,,,,,360
361,LOS VALLES,66359.68925,1180569600000,1, ,0,09,03,04,090304,2018,366,R,,,,,,,361
362,EL CUAY,51780.1569,1230681600000,14,LEY 58 DEL 29 DE JULIO DE 1998,0,09,09,04,090904,2018,367,R,,,,,,,362
363,LAS GUIAS,58711.88752,1177977600000,21,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,10,090210,2018,369,R,,,,,,,363
364,SAN JOSE,31448.28207,1212192000000,9,LEY 10 DEL 7 DE MARZO DE 1997,0,09,02,12,090212,2018,370,R,,,,,,,364
365,SANTA CATALINA O CALOVEBORA,193478.4665,1228089600000,22,LEY 58 DEL 29 DE JULIO DE 1998,0,09,09,02,090902,2018,371,R,,,,,,,365
366,LA LAGUNA,56497.07297,1180569600000,10,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,06,090206,2017,372, ,,,,,,,366
367,VIGUI,54213.12855,1259539200000,27,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,09,05,11,090511,2017,373, ,,,,,,,367
368,CERRO DE CASA,81496.63641,1168128000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,02,090502,2017,374, ,,,,,,,368
369,EL CACAO,140855.41848,1180569600000,76,LEY 27 DEL 28 JUNIO 2001,0,09,12,03,091203,2018,375,R,,,,,,,369
370,GOBERNADORA,220382.6792,1146355200000,6,LEY 2 DEL  27 DE OCTUBRE DE 1982,0,09,06,02,090602,2018,376,R,,,,,,,370
371,RIO LUIS,97479.19729,1225497600000,38,LEY 58 DEL 29 DE JULIO DE 1998,0,09,09,07,090907,2018,377,R,,,,,,,371
372,SAN MIGUEL (CABECERA),189890.65508,1248998400000,0,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,02,01,080201,2016,379, ,,,,,,,372
373,SABOGA,37958.77241,1248998400000,0,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,02,06,080206,2014,380, ,,,,,,,373
374,CERMEÃO,63790.66234,1238457600000,30,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,03,04,130304,2017,381, ,1,0,1,,,,374
375,SANTA ISABEL,72255.00576,1262217600000,32,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,03,05,07,030507,2018,382,R,,,,,,,375
376,LAS UVAS,26874.10565,1143763200000,8,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,07,130907,2017,383,R,,,,,,,376
377,ATALAYA (CABECERA),44437.89008,1128643200000,22,LEY 58 DEL 6 DE AGOSTO DE 1998,0,09,01,01,090101,2018,384,U,8,0,8,0,0,0,377
378,EL COCLA,45360.02924,1180569600000,58,LEY 58 DEL 6 DE AGOSTO DE 1998,0,09,02,04,090204,2017,385, ,,,,,,,378
379,LA PASERA,23692.57152,3734121600000,6,LEY 58 DEL 6 DE AGOSTO DE 1998,0,07,01,06,070106,2018,386,R,,,,,,,379
380,CHEPO (CEBECERA),120563.37101,1251676800000,1,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,08,05,01,080501,2017,387, ,43,1,36,0,3,3,380
381,SANTA CRUZ DE CHININA,135268.43559,1264896000000,24,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,05,06,080506,2016,388, ,,,,,,,381
382,EL BARRITO,21209.77314,1126915200000,3,LEY 58 DEL 29 DE JULIO DE 1998,0,09,01,02,090102,2017,389,R,,,,,,,382
383,PENONOME (CABECERA),54891.90161,1231545600000,40,LEY 58 DEL 29 DE JULIO DE 1998,0,02,06,01,020601,2018,390,U,10,0,9,0,0,1,383
384,RIO INDIO,124142.23483,1217376000000,15,LEY 58 DEL 29 DE JULIO DE 1998,0,02,06,08,020608,2018,391,R,,,,,,,384
385,LA ENCANTADA,85596.82771,1143763200000,36,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,02,04,030204,2018,392, ,,,,,,,385
386,ALANJE (CABECERA),31402.54922,1168128000000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,01,01,040101,2016,393, ,2,0,2,0,0,0,386
387,BOCAS DEL TORO (CABECERA),75476.97562,1259539200000,99,LEY 2 DEL 21 DE OCTUBRE DE 1981,1,01,01,01,010101, ,394,U,,,,,,,387
388,PUNTA LAUREL,167053.03579,1267315200000,36,LEY 69 DEL 28 DE OCTUBRE DE 1998,4,01,01,04,010104, ,395,R,,,,,,,388
389,ESCOBAL,310543.31159,1221436800000,23,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,01,07,030107,2018,396,R,,,,,,,389
390,RIO IGLESIAS,155755.79149,1167523200000,16,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,05,01,08,050108,2017,397, ,,,,,,,390
391,LOS LLANOS,74441.13167,1149033600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,04,03,060403,2018,398,R,,,,,,,391
392,PUERTO VIDAL,82363.15773,1168041600000,37,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,09,090509,2017,399, ,,,,,,,392
393,ZAPOTILLO,104216.53034,1227830400000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,12,090512,2017,400, ,,,,,,,393
394,PIXVAE,102219.14899,1200096000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,08,090508,2017,401, ,,,,,,,394
395,SAN LORENZO,133749.89357,1159574400000,64,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,04,12,05,041205,2017,402, ,,,,,,,395
396,QUEBRADA DE PIEDRA,138303.2074,1228003200000,592,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,13,08,041308,2017,403,R,,,,,,,396
397,UMANI,32624.10914,1262390400000,417,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,12,03,12,120312,2018,404,R,,,,,,,397
398,POTRERO DE CAÃA,48786.35379,1162252800000,211,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,04,13,07,041307,2017,405,R,,,,,,,398
399,CHIRIQUI,103676.10743,1226707200000,87,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,06,04,040604,2017,406,U,,,,,,,399
400,RINCON,49187.88793,1188518400000,27,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,08,05,040805,2017,407, ,,,,,,,400
401,ALTO BOQUETE,55529.79253,1168473600000,34,LEY 58 DEL 29 DE JULIO DE 1998,0,04,04,04,040404,2018,408,U,14,0,13,0,0,1,401
402,DOLEGA (CABECERA),50279.34221,1222732800000,551,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,07,01,040701, ,409,U,,,,,,,402
403,DOS RIOS,36688.11543,1199059200000,43,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,07,02,040702,2018,410,R,,,,,,,403
404,EL PORVENIR,32729.73062,1143763200000,7,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,04,09,03,040903,2017,411, ,,,,,,,404
405,BARU,126360.62368,1264896000000,31,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,12,08,02,120802,2017,412, ,,,,,,,405
406,NUEVO MEXICO,54061.40102,1188518400000,2,LEY 58 DEL 29 DE JULIO DE 1998,0,04,01,09,040109,2017,413, ,,,,,,,406
407,CALOBRE (CABECERA),62491.81079,1180483200000,48,LEY 58 DEL 29 DE JULIO DE 1998,0,09,02,01,090201,2018,414,R,,,,,,,407
408,MONJARAS,36121.42432,1180569600000,77,LEY 58 DEL 6 DE AGOSTO DE 1998,0,09,02,11,090211,2018,415,R,,,,,,,408
409,ARENAS,89523.41812,1180569600000,19,LEY 27 DEL  28 DE JUNIO 2001,0,09,12,02,091202,2018,416,R,,,,,,,409
410,CAÃAZAS (CABECERA),54352.48204,1180569600000,1, ,0,09,03,01,090301,2018,417,R,3,0,3,0,0,0,410
411,EL PICADOR,114570.07842,1180569600000,59,LEY 5 DEL 19 DE ENERO DE 1998,0,09,03,03,090303,2018,418,R,,,,,,,411
412,SANTA RITA,54066.97778,1149033600000,849,LEY 58 DEL 29 DE JULIO DE 1998,0,02,02,09,020209,2017,419, ,,,,,,,412
413,TOZA,62994.54053,1159574400000,9,LEY 58 DEL 29 DE JULIO DE 1998,0,02,04,06,020406,2017,420, ,,,,,,,413
414,NATA (CABECERA),109071.91566,1159574400000,2,LEY 58 DEL 29 DE JULIO DE 1998,0,02,04,01,020401,2018,421,U,3,0,2,1,0,0,414
415,SAN PEDRO DEL ESPINO,39543.92987,1230681600000,17,LEY 58 DEL 29 DE JULIO DE 1998,0,09,10,06,091006,2016,423, ,3,0,3,0,0,0,415
416,LA PEÃA,81701.20742,1228003200000,7,LEY 58 DEL 29 DE JULIO DE 1998,0,09,10,03,091003,2017,424, ,2,0,2,0,0,0,416
417,SAN MARTIN DE PORRES,51276.06592,1180656000000,22,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,09,05,10,090510,2017,425, ,,,,,,,417
418,EL PIRO,24549.42764,1177891200000,136,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,12,05,07,120507,2018,426,R,,,,,,,418
419,SANTO DOMINGO,38208.5308,1191110400000,36,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,04,05,10,040510, ,427,R,1,0,1,0,0,0,419
420,AGUADULCE (CABECERA),60084.81429,1256947200000,20,LEY 58 DEL 29 DE JULIO DE 1998,0,02,01,01,020101,2018,428,U,5,0,4,1,0,0,420
421,BARRIOS UNIDOS,62376.97947,1231545600000,15,LEY 58 DEL 29 DE JULIO DE 1998,0,02,01,05,020105,2018,429,U,1,0,1,0,0,0,421
422,NUEVA PROVIDENCIA,62202.92189,1199836800000,29,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,01,09,030109,2016,430, ,4,0,4,0,0,0,422
423,SABANITAS,42219.77933,1238457600000,32,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,01,11,030111,2017,431,U,9,0,8,1,0,0,423
424,PUERTO PILON,74795.24057,1217548800000,41,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,01,10,030110,2016,432, ,4,1,3,0,0,0,424
425,CATIVA,56418.61572,1128038400000,8,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,03,01,04,030104,2018,433,U,18,0,17,0,1,0,425
426,TUBUALA,381578.61331,1156982400000,4,LEY NL1 DE 27 DE OCTUBRE DE 1982,0,10,01,04,100104,2017,434, ,1,0,0,0,1,0,426
427,PINOGANA,52763.70691,1262217600000,10,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,05,02,04,050204,2017,435, ,1,0,1,0,0,0,427
428,SABANA GRANDE,34695.18061,1212192000000,5,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,10,070310,2018,436,R,1,0,1,,,,428
429,LA ESPIGADILLA,31863.70064,1212192000000,21,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,04,070304,2018,437,R,,,,,,,429
430,LOS ANGELES,28251.93873,1212192000000,15,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,07,070307,2016,438, ,,,,,,,430
431,GUARARE (CABECERA),21676.15296,1228003200000,17,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,01,070101,2018,439,U,,,,,,,431
432,LA ENEA,18531.28095,1209513600000,9,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,05,070105,2018,440,R,,,,,,,432
433,LLANO ABAJO,30211.2725,1212192000000,19,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,08,070108,2018,441,R,,,,,,,433
434,EL HATO,26991.94942,1209513600000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,09,070109,2017,442, ,,,,,,,434
435,GUARARE ARRIBA,17692.44155,1217462400000,16,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,04,070104,2017,443, ,,,,,,,435
436,EL MANANTIAL,26533.14429,1209513600000,19,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,06,070206, ,444,R,,,,,,,436
437,LA LAJA,12769.9893,1208736000000,74,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,09,070209, ,445,R,,,,,,,437
438,SESTEADERO,10685.3207,1209513600000,80,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,22,070222, ,446,R,,,,,,,438
439,EL COCAL,13269.54411,1215388800000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,05,070205, ,447,U,,,,,,,439
440,RIO HONDO,44489.41636,1217462400000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,18,070218, ,448,R,,,,,,,440
441,PEÃA BLANCA,17234.71112,1217462400000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,17,070217, ,449,R,,,,,,,441
442,SANTO DOMINGO,47854.74288,1209513600000,13,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,21,070221, ,450,R,,,,,,,442
443,EL MUÃOZ,32119.29357,1209513600000,14,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,07,070207, ,451,R,,,,,,,443
444,EL PEDREGOSO,16792.52425,1209513600000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,08,070208, ,452,R,,,,,,,444
445,LAS TRANCAS,31809.01416,1209513600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,07,070107,2017,453, ,,,,,,,445
446,LA PALMA,22708.28821,1209513600000,131,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,11,070211, ,454,R,,,,,,,446
447,PARAISO,51047.17588,1154304000000,11,LEY 58 DEL 29 DE JULIO DE 1998,0,07,06,04,070604,2017,455,R,,,,,,,447
448,EL CAÃAFISTULO,69148.68296,1154304000000,37,LEY 58 DEL 29 DE JULIO DE 1998,0,07,06,02,070602,2017,456,R,,,,,,,448
449,NUARIO,74326.98731,1209513600000,29,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,15,070215, ,457,R,,,,,,,449
450,LA MIEL,39057.27701,1209513600000,22,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,10,070210, ,458,R,,,,,,,450
451,ISLA DE CAÃAS,46625.04468,1199059200000,42,LEY 61 DEL 18 DE OCTUBRE  2003,0,07,07,11,070711,2018,459,R,,,,,,,451
452,EL CACAO,71702.13776,1199059200000,322,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,05,070705,2018,460,R,,,,,,,452
453,EL BEBEDERO,61333.39571,1196467200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,04,070704,2017,461,R,,,,,,,453
454,TONOSI (CABECERA),52426.42485,1196467200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,01,070701,2018,462,R,,,,,,,454
455,PARITILLA,57808.42929,1154304000000,23,LEY 58 DEL 29 DE JULIO DE 1998,0,07,06,05,070605,2017,463,R,,,,,,,455
456,POCRI (CABECERA),50180.93099,1154304000000,15,LEY 58 DEL 29 DE JULIO DE 1998,0,07,06,01,070601,2017,464,R,,,,,,,456
457,PURIO,34705.80211,1159574400000,5,LEY 58 DEL 29 DE JULIO DE 1998,0,07,05,04,070504,2018,465,R,,,,,,,457
458,MARIABE,58499.72477,1159574400000,4,LEY 58 DEL 29 DE JULIO DE 1998,0,07,05,03,070503,2018,466,R,,,,,,,458
459,ORIA ARRIBA,74580.60343,1159574400000,16,LEY 58 DEL 29 DE JULIO DE 1998,0,07,05,05,070505,2018,467,R,,,,,,,459
460,LOS ASIENTOS,77922.06417,1154304000000,4,LEY 58 DEL 29 DE JULIO DE 1998,0,07,05,02,070502,2018,468,R,,,,,,,460
461,AGUA BUENA,18518.93283,1215388800000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,13,070313,2018,469,R,,,,,,,461
462,LAS PALMITAS,18062.92364,1218758400000,13,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,13,070213, ,471,R,,,,,,,462
463,LA TIZA,11213.65535,1219017600000,81,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,12,070212, ,472,R,,,,,,,463
464,LLANO LARGO,16752.60066,1212192000000,9,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,09,070309,2016,473, ,,,,,,,464
465,LA VILLA DE LOS SANTOS (CABECERA),65460.30377,1214870400000,33,LEY 5 DEL 19 DE ENERO DE 1998,0,07,03,01,070301,2018,474,U,3,1,2,0,0,0,465
466,EL CARATE,25506.47216,1214784000000,36,LEY 58 DEL 6 DE AGOSTO DE 1998,0,07,02,04,070204, ,475,R,,,,,,,466
467,BAJOS DE GUERA,52750.11201,1214784000000,34,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,03,070403,2018,476,R,,,,,,,467
468,MOGOLLON,58151.6988,1206921600000,38,LEY 27 DEL 25 DE JUNIO DE 2001,0,07,04,11,070411,2018,477,R,,,,,,,468
469,LLANO DE PIEDRA,58882.32306,1223251200000,35,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,10,070410,2018,478,R,,,,,,,469
470,LAS PALMAS,55076.22584,1205971200000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,09,070409,2018,479,R,,,,,,,470
471,BAHIA HONDA,28712.15897,1223251200000,11,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,02,070402,2018,480,R,,,,,,,471
472,LAS CRUCES,43545.22157,1212192000000,19,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,05,070305,2018,481,R,,,,,,,472
473,MACARACAS (CABECERA),53759.47523,1212105600000,108,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,01,070401,2018,482,U,2,1,1,0,0,0,473
474,COROZAL,30683.99492,1217462400000,6,LEY 1 DEL 6 DE AGOSTO DE 1998,0,07,04,04,070404,2018,483,R,,,,,,,474
475,EL CEDRO,27741.2435,1228003200000,9,LEY 58 DEL 6 DE AGOSTO DE 1998,0,07,04,06,070406,2018,484,R,,,,,,,475
476,EL GUASIMO,38405.98138,1212192000000,9,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,02,070302,2018,485,R,,,,,,,476
477,LAS GUABAS,28068.73942,1212192000000,13,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,06,070306,2018,486,R,,,,,,,477
478,VILLA LOURDES,36320.78328,1212192000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,14,070314,2018,487,R,,,,,,,478
479,LA COLORADA,29165.42819,1214784000000,28,LEY 58 DEL 6 DE AGOSTO DE 1998,0,07,03,03,070303,2018,488,R,,,,,,,479
480,CAÃAS,50617.87207,1199059200000,1,LEY 61 DEL 18 DE OCTUBRE  2003,0,07,07,03,070703,2018,489,R,,,,,,,480
481,LEONES,52782.57607,1143763200000,17,LEY 58 DEL 29 DE JULIO DE 1998,0,06,02,05,060205,2017,490, ,2,1,1,0,0,0,481
482,CHEPO,67520.76677,1143763200000,8,LEY 58 DEL 29 DE JULIO DE 1998,0,06,02,02,060202,2017,491, ,,,,,,,482
483,EL TORO,56554.53922,1146355200000,36,LEY 37 DEL 24 DE JUNIO 2008,0,06,02,04,060204,2017,492, ,,,,,,,483
484,EL TIJERA,49495.51683,1149033600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,04,06,060406,2018,494,R,,,,,,,484
485,QUEBRO,144630.12091,1180569600000,17,LEY 27 DEL  28 DE JUNIO 2001,0,09,12,04,091204,2018,495,R,,,,,,,485
486,EL CALABACITO,31454.68652,1212278400000,1,LEY 18 DEL 24 DE ENERO DE 2003,0,06,03,03,060303,2017,496, ,,,,,,,486
487,LA ARENA,31098.75238,1212278400000,30,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,06,03,05,060305,2017,497, ,,,,,,,487
488,LOS POZOS (CABECERA),46380.61477,1212278400000,15,LEY 1 DEL 6 DE AGOSTO DE 1998,0,06,03,01,060301,2017,498, ,1,0,1,0,0,0,488
489,LOS CANELOS,50973.71814,1199059200000,14,LEY 58 DEL 29 DE JULIO DE 1998,0,06,07,05,060705,2016,499, ,1,0,1,0,0,0,489
490,LA ARENA,29533.64078,1209513600000,18,LEY 58 DEL 29 DE JULIO DE 1998,0,06,01,02,060102, ,500,U,1,1,0,0,0,0,490
491,CHITRE (CABECERA),16194.60476,1212192000000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,06,01,01,060101, ,501,U,,,,,,,491
492,SAN JUAN BAUTISTA,19717.8997,1199491200000,35,LEY 58 DEL 29 DE JULIO DE 1998,0,06,01,05,060105, ,502,U,2,0,2,0,0,0,492
493,LLANO BONITO,20236.16405,1199491200000,68,LEY 58 DEL 29 DE JULIO DE 1998,0,06,01,04,060104, ,503,U,1,0,1,0,0,0,493
494,MONAGRILLO,35952.27416,1212192000000,20,LEY 58 DEL 29 DE JULIO DE 1998,0,06,01,03,060103, ,504,U,1,0,1,0,0,0,494
495,EL PAJARO,25651.90243,1151625600000,91,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,03,060603,2018,505,R,,,,,,,495
496,LLANO DE LA CRUZ,21389.60755,1128038400000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,04,060504,2016,506, ,,,,,,,496
497,LOS CASTILLOS,27761.45647,1128038400000,8,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,03,060503,2016,507, ,,,,,,,497
498,CABUYA,44467.02802,1128038400000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,02,060502,2017,508, ,,,,,,,498
499,LAS CABRAS,45059.97078,1149033600000,13,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,02,060602,2017,509, ,,,,,,,499
500,EL BARRERO,39549.72774,1151625600000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,04,060604,2018,510,R,,,,,,,500
501,EL PEDREGOSO,32968.38953,1149033600000,131,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,05,060605,2018,511,R,,,,,,,501
502,SABANAGRANDE,49188.87507,1143763200000,69,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,07,060607,2018,512,R,,,,,,,502
503,EL CIRUELO,39319.72524,1143763200000,8,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,06,060606,2017,513, ,1,0,1,0,0,0,503
504,EL LIMON,31370.02253,1196380800000,482,LEY 58 DEL 29 DE JULIO DE 1998,0,06,07,04,060704,2016,514, ,,,,,,,504
505,CHUPAMPA,36509.1098,1196380800000,14,LEY 58 DEL 29 DE JULIO DE 1998,0,06,07,02,060702,2016,515, ,,,,,,,505
506,EL RINCON,35578.45754,1196380800000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,07,03,060703,2016,516, ,,,,,,,506
507,POTUGA,55021.61398,1130630400000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,07,060507,2016,517, ,1,0,0,1,0,0,507
508,PARIS,62155.90852,1130716800000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,05,060505,2016,518, ,1,0,1,0,0,0,508
509,SANTA MARIA (CABECERA),31825.35522,1196380800000,4,LEY 58 DEL 29 DE JULIO DE 1998,0,06,07,01,060701,2017,519, ,1,0,1,0,0,0,509
510,OCU (CABECERA),90368.15989,1149033600000,25,LEY 41 DEL 30 DE ABRIL DE 2003,0,06,04,01,060401,2018,520,U,1,0,1,0,0,0,510
511,PEÃAS CHATAS,69072.26008,1149033600000,10,LEY 58 DEL 29 DE JULIO DE 1998,0,06,04,05,060405,2018,521,R,,,,,,,511
512,CHUPA,24983.49241,1226620800000,5,LEY 58 DEL 6 DE AGOSTO DE 1998,0,07,04,05,070405,2018,522,R,,,,,,,512
513,LOS CERRITOS,39374.10821,1212278400000,1,LEY 1 DEL 6 DE AGOSTO DE 1998,0,06,03,07,060307,2017,523, ,,,,,,,513
514,RINCON HONDO,34444.74537,1217462400000,56,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,08,060608,2018,524,R,1,0,1,0,0,0,514
515,ALCALDE DIAZ,49420.05782,1243641600000,21,LEY 42 DE 10 DE JULIO DE 2009,0,08,08,22,080822,2018,525,U,103,2,91,2,2,6,515
516,ERNESTO CORDOBA CAMPOS,36866.02537,1248912000000,1,LEY 42 DE 10 DE JULIO DE 2009,0,08,08,23,080823, ,526,U,83,3,72,1,2,5,516
517,LAS CUMBRES,26593.63101,1243641600000,9,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,16,080816,2017,527, ,88,2,71,2,1,12,517
518,MATEO ITURRALDE,4849.34594,1249084800000,6,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,10,04,081004,2017,528, ,28,1,25,0,1,1,518
519,BELISARIO PORRAS,10369.25538,1246320000000,1121,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,02,081002,2018,529, ,86,1,81,1,0,3,519
520,BELISARIO FRIAS,14088.07548,1259625600000,15,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,07,081007,2018,530, ,66,2,61,1,2,0,520
521,OMAR TORRIJOS,19050.56675,1254268800000,82,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,08,081008,2018,531,U,55,3,47,3,1,1,521
522,BETANIA,16136.98344,1241049600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,06,080806,2016,532, ,100,3,80,5,4,8,522
