OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,18,2,2,1,1,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1 to 75,42,NA,0,0,8,10,0,18,0,0,1,17,0,0,0,0,0,0,0,0,18,0,18,0,0,1,0,0,0,0,0,0,0,0,18,0,18,18,0,0,7,1,1581350101.5302,228391.565390175
12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,29,0,0,2,5,3,6,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21 to 88,52,NA,0,0,20,9,0,29,0,0,2,27,0,0,0,0,0,0,0,0,29,0,29,0,0,2,0,0,0,0,0,0,0,0,29,0,29,29,0,0,0,0,1853116752.08771,219176.19751538
13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29 to 76,45,NA,0,0,1,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2183538740.41838,308797.501184753
14,14,24,047,HAMILTON,2000-05-16T00:00:00.000Z,14477960107.7779,763034.416582444,24,Hamilton,FL,14,24,47,26,0,0,4,0,4,3,7,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19 to 93,56,NA,0,0,12,14,0,24,2,0,8,17,1,0,0,0,0,0,0,0,21,0,21,0,5,7,1,3,0,0,0,0,0,0,21,0,26,21,0,0,2,0,1344926537.82205,232510.619937192
15,15,3,005,BAY,2000-05-16T00:00:00.000Z,20842319162.9517,1834701.30277606,3,Bay,FL,15,3,5,143,4,4,8,24,19,29,30,12,11,2,0,0,0,0,1,1,2,2,2,0,0,0,0 to 90,47,28 to 74,7,0,82,57,4,141,2,0,20,101,22,7,0,1,7,0,1,0,140,8,132,0,3,16,18,9,8,6,2,7,1,0,131,1,143,132,8,0,27,25,1930770661.49939,558412.990825665
16,16,12,023,COLUMBIA,2000-05-16T00:00:00.000Z,22266487302.2026,905417.470831242,12,Columbia,FL,16,12,23,180,11,16,14,17,25,21,30,29,12,4,1,0,0,0,0,0,2,0,1,0,0,0,1 to 98,45,46 to 70,3,0,97,81,2,178,2,0,61,113,6,0,3,0,3,0,0,0,138,3,134,1,42,71,39,20,3,1,2,3,0,0,134,1,180,135,3,0,7,7,2068684690.43686,276060.430857214
17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,75,0,4,7,10,5,17,7,7,11,7,0,0,0,1,0,0,0,2,1,3,2,0,5 to 99,52,24 to 97,9,0,51,20,4,74,1,0,42,30,3,7,1,1,7,0,2,0,74,9,65,0,1,13,16,15,9,4,5,9,0,0,64,1,75,65,9,0,1,0,1520245937.66486,183737.354704368
18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,33,3,2,1,4,4,9,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0 to 79,43,27 to 27,1,0,19,9,5,33,0,0,1,31,1,0,0,1,1,0,0,0,28,1,27,0,5,0,2,0,1,1,0,1,0,0,27,0,33,27,1,0,3,3,1251550190.83949,175658.620344926
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,315,3,4,20,26,41,41,47,72,39,22,0,0,0,1,2,2,8,5,4,6,0,0,1 to 99,56,20 to 80,26,0,169,127,19,313,2,0,17,280,18,17,1,10,23,1,4,0,310,28,282,0,5,21,12,10,28,18,10,26,2,0,282,0,315,282,28,0,56,50,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,4641,163,119,435,873,832,698,663,482,253,120,3,2,7,36,61,52,58,46,26,12,5,0,0 to 119,45,0 to 93,296,0,2733,1884,24,4589,52,0,186,4330,125,100,116,89,207,42,56,3,4633,305,4328,0,8,213,114,142,305,156,149,296,9,0,4286,42,4641,4328,305,3,614,298,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,435,9,10,22,41,48,68,80,87,41,27,2,0,1,0,4,5,9,14,12,7,1,0,0 to 100,54,14 to 86,53,0,245,185,5,431,4,0,47,376,12,4,38,11,18,18,17,2,429,53,376,0,6,32,47,23,53,29,24,53,0,0,372,4,435,376,53,2,152,94,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,455,2,7,27,48,68,102,88,64,34,15,0,0,0,3,6,5,7,6,7,3,4,0,1 to 118,52,18 to 94,41,0,263,180,12,453,2,0,82,356,17,18,5,18,20,4,17,5,451,41,410,0,4,42,19,42,41,20,20,41,0,0,408,2,455,410,41,5,36,24,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,18,1,1,0,2,2,2,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 to 89,51,NA,0,0,11,7,0,17,1,0,1,16,1,0,0,0,0,0,0,0,18,0,18,0,0,1,2,0,0,0,0,0,0,0,17,1,18,18,0,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,802,14,15,72,77,108,115,131,150,81,37,2,0,0,3,5,2,6,4,4,0,1,0,0 to 97,52,19 to 88,24,0,477,308,17,799,3,0,36,724,42,20,0,5,23,0,2,0,653,25,628,0,149,122,282,41,25,10,15,24,1,0,627,1,802,628,25,0,84,78,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,821,20,22,50,122,126,113,137,144,69,17,1,0,0,7,11,12,10,9,24,6,1,0,0 to 94,49,17 to 89,78,0,494,317,10,816,5,0,57,697,67,42,13,25,48,12,20,1,817,80,737,0,4,39,33,58,80,36,43,78,2,0,734,3,821,737,80,1,221,147,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,40,2,2,4,2,8,3,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0 to 118,49,NA,0,0,20,20,0,40,0,0,7,33,0,0,0,0,0,0,0,0,40,0,40,0,0,6,0,0,0,0,0,0,0,0,40,0,40,40,0,0,0,0,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,1182,35,18,88,138,133,170,189,192,167,51,1,0,0,4,3,6,10,15,12,15,1,0,0 to 101,53,18 to 85,59,0,701,455,26,1171,11,0,45,1106,31,10,35,21,26,27,13,0,1176,66,1106,4,6,42,34,41,66,32,34,59,7,0,1104,3,1182,1107,66,0,143,116,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,100,3,6,5,14,11,14,10,21,14,2,0,0,0,0,0,0,0,2,0,0,0,0,0 to 87,50,60 to 64,2,0,63,37,0,100,0,0,18,82,0,1,0,1,1,0,1,0,99,2,97,0,1,7,11,2,2,1,1,2,0,0,97,0,100,97,2,0,7,6,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,785,5,8,9,18,20,53,109,367,184,12,0,0,0,1,0,3,4,3,25,13,2,0,0 to 96,66,18 to 92,51,0,447,336,2,785,0,0,41,711,33,25,7,19,31,5,15,0,780,51,724,5,5,77,25,32,51,25,25,51,0,0,728,0,785,728,51,0,28,25,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,1191,19,26,106,199,218,192,177,150,56,48,0,0,0,5,19,14,22,20,22,1,0,0,0 to 104,47,19 to 76,99,0,718,459,14,1184,7,0,80,1054,57,42,11,50,70,8,25,0,1171,103,1067,1,20,87,41,56,103,44,59,99,4,0,1064,3,1191,1067,103,0,235,202,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,3988,178,116,355,654,699,665,583,416,215,107,0,4,2,31,57,73,76,69,26,24,11,0,0 to 99,45,0 to 91,348,0,2267,1708,13,3872,115,1,147,3747,94,78,182,113,142,169,62,4,3975,373,3602,0,13,147,93,74,373,211,161,347,25,1,3512,90,3988,3602,373,4,528,372,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,265,3,3,14,29,24,31,54,55,34,15,3,0,0,2,2,2,2,6,2,2,1,0,1 to 97,56,17 to 87,19,0,160,89,16,264,1,0,77,174,14,2,14,3,12,3,4,2,262,19,243,0,3,28,43,23,19,8,11,19,0,0,242,1,265,243,19,2,100,33,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,318,6,11,25,40,42,51,57,49,27,10,0,0,0,3,6,2,1,3,6,2,1,0,0 to 93,50,19 to 85,23,0,190,125,3,310,8,0,61,233,24,11,3,10,16,2,6,0,317,24,293,0,1,38,65,15,24,9,15,23,1,0,286,7,318,293,24,0,27,23,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,2921,51,41,174,404,377,452,521,497,256,143,5,0,0,12,24,18,27,38,32,15,1,0,0 to 104,52,15 to 91,150,0,1692,1209,20,2874,47,0,249,2498,174,66,43,58,89,31,47,5,2855,167,2684,4,66,288,34,78,167,90,77,150,17,0,2656,29,2921,2685,167,5,307,241,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,75,1,2,6,5,7,9,13,18,12,2,0,0,0,0,0,0,2,1,0,0,0,0,4 to 86,56,47 to 64,3,0,52,20,3,75,0,0,38,34,3,1,0,2,3,0,0,0,69,3,66,0,6,37,13,3,3,1,2,3,0,0,66,0,75,66,3,0,6,4,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,3280,46,61,228,515,525,528,492,372,258,248,7,0,2,12,18,36,43,34,25,23,14,0,0 to 103,50,5 to 97,200,0,1926,1267,87,3265,15,0,144,3099,37,17,166,24,32,147,28,4,3103,207,2895,1,177,201,76,93,207,94,104,200,7,0,2889,7,3280,2896,207,4,249,220,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,11,0,0,1,1,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 to 86,57,NA,0,0,6,5,0,11,0,0,4,7,0,0,0,0,0,0,0,0,11,0,11,0,0,4,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,40,2,2,2,5,3,6,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2 to 77,49,NA,0,0,22,18,0,38,2,0,14,18,8,0,0,0,0,0,0,0,40,0,40,0,0,13,9,1,0,0,0,0,0,0,38,2,40,40,0,0,3,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,45,4,1,2,6,8,7,8,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1 to 86,45,60 to 60,1,0,23,21,1,45,0,0,6,36,3,0,1,0,1,0,0,0,43,1,42,0,2,8,5,0,1,0,1,1,0,0,42,0,45,42,1,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,70,0,0,5,6,7,12,13,10,11,6,0,0,0,0,0,0,0,0,1,1,0,0,19 to 118,59,69 to 78,2,0,40,29,1,70,0,0,23,47,0,0,2,0,0,0,2,0,69,2,67,0,1,8,16,6,2,1,1,2,0,0,67,0,70,67,2,0,21,21,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,51,0,2,5,9,8,12,9,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,7 to 93,45,45 to 45,1,0,36,15,0,51,0,0,6,45,0,1,0,0,1,0,0,0,51,1,50,0,0,4,0,2,1,0,1,1,0,0,50,0,51,50,1,0,24,15,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,618,8,13,33,86,85,82,138,95,50,27,1,1,1,4,4,6,4,11,5,1,0,0,0 to 97,52,1 to 76,33,0,370,240,8,614,4,0,69,524,25,20,5,12,27,3,7,0,611,37,574,0,7,48,29,17,37,23,14,33,4,0,574,0,618,574,37,0,181,150,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,1214,26,27,89,155,173,199,198,189,118,40,0,0,4,5,8,14,12,12,9,7,2,0,0 to 97,50,8 to 88,73,0,720,489,5,1208,6,0,115,1041,58,29,9,35,36,9,28,1,1182,73,1109,0,32,109,37,47,73,33,40,73,0,0,1103,6,1214,1109,73,1,129,94,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,874,18,27,69,160,174,145,121,95,53,10,2,1,1,6,15,22,22,22,13,7,1,0,0 to 97,45,0 to 91,106,0,508,364,2,866,8,0,165,614,95,48,19,43,59,17,34,1,813,110,703,0,61,160,34,103,110,60,50,106,4,0,701,2,874,703,110,1,148,102,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,113,5,0,4,23,14,12,17,20,14,4,0,0,0,1,5,2,2,1,1,5,0,0,1 to 95,51,23 to 82,17,0,66,36,11,113,0,0,9,94,10,8,3,6,10,3,4,1,101,17,83,1,12,11,5,6,17,10,7,17,0,0,83,0,113,83,17,1,33,31,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,2167,35,26,133,291,283,327,373,383,235,80,1,0,1,11,24,22,20,35,45,40,8,0,0 to 98,52,10 to 96,198,0,1288,865,14,2152,14,1,176,1949,42,57,109,40,82,81,43,8,2158,206,1952,0,9,57,84,144,206,105,101,197,8,1,1947,5,2167,1952,206,8,375,302,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,1391,8,18,84,178,154,193,248,237,198,72,1,0,0,12,25,7,16,34,19,27,6,0,0 to 94,55,16 to 94,124,0,810,569,12,1327,64,0,207,1103,81,50,67,29,86,46,14,1,1356,146,1210,0,35,128,126,68,146,77,69,124,22,0,1169,41,1391,1210,146,1,245,239,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,11447,153,201,822,1962,2007,2064,1757,1358,738,366,19,6,15,152,410,379,427,329,228,129,47,1,0 to 115,48,2 to 101,2087,0,5913,5401,133,11357,89,1,511,10646,290,150,1584,389,412,1569,142,7,11314,2123,9187,4,133,296,405,448,2123,1191,901,2086,36,1,9140,50,11447,9190,2123,7,1809,1584,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,273,2,1,19,41,40,54,62,31,13,10,0,0,0,4,2,1,10,3,2,5,0,0,0 to 92,50,19 to 80,23,0,158,109,6,255,18,0,39,194,40,7,15,5,19,3,5,0,206,27,179,0,67,63,80,22,27,16,11,23,4,0,170,9,273,179,27,0,93,90,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,377,21,15,35,63,61,61,44,51,23,3,0,2,0,7,8,5,6,7,7,2,0,0,0 to 90,44,0 to 81,44,0,226,150,1,377,0,0,31,320,26,14,21,9,36,1,7,2,375,44,331,0,2,39,3,17,44,25,19,44,0,0,331,0,377,331,44,2,371,284,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,127,5,3,13,9,21,26,21,20,6,3,0,0,0,3,1,1,4,3,2,3,1,0,1 to 97,48,20 to 90,11,0,69,55,3,118,9,0,34,66,27,10,1,7,12,1,5,0,126,18,108,0,1,17,32,12,18,7,11,11,7,0,106,2,127,108,18,0,19,15,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,89,0,0,11,16,13,14,16,7,8,3,1,0,0,0,2,0,0,0,0,0,0,0,18 to 88,48,28 to 33,1,0,50,30,9,87,2,0,14,61,14,1,1,0,1,1,0,0,75,2,73,0,14,18,6,5,2,1,1,1,1,0,72,1,89,73,2,0,7,4,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,48,0,1,2,7,9,7,9,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,5 to 86,51,53 to 53,1,0,26,15,7,48,0,0,14,28,6,0,1,0,0,0,1,0,41,1,40,0,7,17,1,2,1,1,0,1,0,0,40,0,48,40,1,0,9,9,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,145,1,3,6,15,28,14,34,22,16,6,0,0,0,1,0,3,1,2,3,0,0,0,4 to 92,53,24 to 73,10,0,85,59,1,143,2,0,9,124,12,3,3,4,9,0,1,0,145,10,135,0,0,15,4,6,10,5,5,10,0,0,133,2,145,135,10,0,18,17,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,7,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,39 to 89,64,67 to 89,3,0,2,5,0,7,0,0,3,4,0,0,1,2,0,0,3,1,7,3,4,0,0,0,1,2,3,2,1,3,0,0,4,0,7,4,3,1,1,0,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,325,5,6,17,22,36,41,55,85,37,20,1,0,0,0,1,1,4,4,8,4,2,0,0 to 96,57,28 to 93,24,0,185,131,9,323,2,0,15,306,4,6,16,2,9,13,2,0,320,24,296,0,5,11,1,9,24,10,14,24,0,0,295,1,325,296,24,0,70,60,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,883,8,8,42,77,79,107,134,157,170,101,0,0,0,2,4,6,9,9,18,22,6,0,0 to 100,60,21 to 90,67,0,488,391,4,854,29,0,345,497,41,22,17,37,37,7,32,3,849,76,772,1,34,263,66,86,76,37,39,67,9,0,757,16,883,773,76,3,204,126,1509311882.53409,264158.506465067
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,117,2,1,7,25,16,8,20,17,17,4,0,0,0,0,4,0,0,2,0,0,1,0,2 to 91,52,27 to 91,7,0,71,45,1,117,0,0,49,68,0,5,0,2,5,0,2,1,112,7,105,0,5,8,61,15,7,5,2,7,0,0,105,0,117,105,7,1,3,2,1654926851.96404,168390.780925558
