OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,2918,48,42,220,360,401,474,521,498,251,101,2,0 to 119,53,1756,1127,35,2911,7,0,406,2355,252,82,118,2608,2,190,2720,63,52,0,115,1,0,7,16,21,27,28,12,4,2,0,2 to 88,50,87,19,9,0,21,94,0,26,2,15,0,0,3,118,53,65,115,3,0,2605,3,2918,2608,118,3,185,120,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,4818,60,77,254,565,580,753,1018,906,426,174,5,0 to 101,56,2713,2002,103,4790,28,0,110,4517,253,109,291,4519,1,7,4782,133,146,3,282,1,2,18,39,36,49,42,67,24,13,0,1 to 97,55,167,35,48,32,28,188,66,78,5,53,4,0,10,291,150,138,282,9,0,4500,19,4818,4519,291,10,363,158,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,149,4,4,15,14,28,20,19,31,10,3,1,0 to 90,49,84,64,1,149,0,0,7,137,12,0,3,145,0,1,148,2,1,0,3,0,0,1,0,1,0,0,1,0,0,0,24 to 66,40,0,2,0,1,0,2,1,3,0,1,0,0,0,3,1,2,3,0,0,145,0,149,145,3,0,18,16,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,3620,99,78,249,482,487,597,584,518,404,119,3,0 to 101,51,2052,1531,37,3586,34,0,78,3346,176,76,203,3404,1,12,3573,99,93,0,192,1,7,11,18,31,36,32,34,31,2,0,1 to 86,53,89,17,62,24,53,109,30,85,9,50,3,0,6,203,100,103,192,11,0,3381,23,3620,3404,203,6,259,125,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,381,11,12,39,58,53,56,64,48,28,12,0,0 to 118,47,238,139,4,381,0,0,12,360,26,2,11,368,0,2,379,8,3,0,11,0,0,0,1,3,2,3,0,1,1,0,33 to 93,49,6,2,1,2,2,7,2,3,0,1,0,0,0,11,3,8,11,0,0,368,0,381,368,11,0,33,19,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,1394,15,14,36,68,63,123,203,536,303,32,1,0 to 96,68,743,590,61,1394,0,0,93,1184,128,51,144,1222,1,27,1366,56,88,0,144,0,0,2,3,9,22,22,51,30,5,0,18 to 92,67,119,2,1,22,3,117,24,43,0,31,0,0,11,144,88,56,144,0,0,1222,0,1394,1222,144,11,47,38,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,4036,81,93,339,703,747,736,606,466,155,109,1,0 to 104,45,2363,1640,33,4026,10,0,169,3643,279,85,315,3711,2,8,4016,162,144,3,309,3,4,29,52,44,62,44,51,15,11,0,1 to 100,48,210,40,48,11,109,173,27,140,4,69,1,0,4,315,146,166,309,6,0,3707,4,4036,3711,315,4,382,187,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,15819,440,445,1363,2816,2927,2840,2435,1522,712,314,5,0 to 120,44,8948,6795,76,15513,305,1,400,14955,630,257,1180,14623,4,12,15498,531,576,12,1119,16,15,120,197,215,247,188,104,56,22,0,0 to 101,46,497,135,280,207,298,372,449,350,28,172,24,1,23,1180,611,557,1118,61,1,14379,244,15819,14623,1180,23,572,376,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,1251,19,26,81,157,155,182,221,223,134,48,5,0 to 97,55,692,419,140,1248,3,0,35,1104,142,24,82,1166,1,2,1245,41,41,0,82,0,1,5,5,6,11,23,13,12,6,0,12 to 93,60,55,0,2,25,7,52,23,22,0,22,0,0,8,82,41,41,82,0,0,1163,3,1251,1166,82,8,319,177,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,1249,19,19,93,185,185,211,225,176,100,35,1,0 to 97,50,733,508,8,1235,14,0,46,1141,104,37,84,1165,0,0,1235,41,39,0,80,0,2,5,16,11,11,17,15,6,1,0,9 to 85,49,46,5,7,22,10,30,40,27,2,19,2,1,3,84,40,44,80,4,0,1155,10,1249,1165,84,3,40,29,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,10338,150,155,678,1520,1455,1728,1895,1499,820,416,22,0 to 105,52,6150,4160,28,10195,143,0,679,9322,871,314,587,9680,9,62,10125,277,269,0,546,1,4,39,82,57,103,117,90,51,43,0,1 to 101,55,431,68,30,17,51,470,25,145,15,108,14,1,16,587,295,292,546,41,0,9579,101,10338,9680,587,16,306,216,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,430,13,5,30,64,56,59,75,66,36,26,0,0 to 118,53,291,126,13,430,0,0,43,295,103,5,90,340,0,0,430,65,25,0,90,0,1,9,12,10,7,13,16,12,10,0,5 to 93,60,59,28,0,3,3,83,4,21,0,24,0,0,6,90,25,65,90,0,0,340,0,430,340,90,6,6,4,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,16355,257,314,1369,3113,2819,2748,2687,1715,836,470,27,0 to 118,46,9216,6415,724,16285,70,0,301,15645,240,48,835,15441,9,70,16206,431,370,20,821,6,11,65,136,144,135,156,94,59,28,1,0 to 97,50,176,152,40,453,23,318,480,104,6,74,3,0,15,835,377,435,821,14,0,15385,56,16355,15441,835,15,571,508,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,48,2,0,5,5,12,4,3,7,5,5,0,0 to 118,44,26,21,1,48,0,0,6,42,8,0,1,47,0,0,48,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47 to 47,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,47,0,48,47,1,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,105,3,3,5,17,14,16,19,18,8,2,0,1 to 91,52,60,43,2,103,2,0,15,89,27,8,1,104,0,0,103,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,102,2,105,104,1,0,5,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,159,4,3,15,21,41,28,17,19,7,4,0,1 to 118,43,91,64,4,159,0,0,11,144,15,4,2,155,0,2,157,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,0,0,155,0,159,155,2,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,591,4,5,52,67,62,67,95,75,85,74,5,0 to 107,59,381,203,7,591,0,0,22,532,96,0,42,547,0,2,589,34,8,0,42,0,2,3,1,5,3,2,6,11,9,0,8 to 107,74,39,3,0,0,0,41,1,3,0,9,0,0,2,42,8,34,42,0,0,547,0,591,547,42,2,28,9,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,220,3,5,21,45,36,44,34,19,9,3,1,0 to 93,44,125,93,2,218,2,0,8,200,22,2,14,206,0,0,218,9,4,0,13,0,0,1,5,1,6,0,1,0,0,0,24 to 65,40,5,8,0,0,0,13,0,5,0,5,0,0,1,14,4,10,13,1,0,205,1,220,206,14,1,41,19,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,5384,73,91,315,622,683,793,1167,1036,453,150,1,0 to 103,56,3147,2174,63,5376,8,0,84,5208,207,51,210,5168,4,2,5370,101,102,0,203,2,3,11,27,30,33,48,29,21,6,0,1 to 94,54,137,41,11,14,30,158,15,63,2,39,2,0,7,210,104,106,203,7,0,5167,1,5384,5168,210,7,202,153,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,4996,113,111,384,728,767,837,802,686,400,166,2,0 to 101,49,2891,1994,111,4978,18,0,217,4591,318,108,320,4666,2,8,4968,169,142,3,314,1,5,12,44,46,58,56,46,33,19,0,3 to 97,54,193,63,38,20,101,182,31,142,3,91,1,0,12,320,144,173,314,6,0,4654,12,4996,4666,320,12,338,201,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,3543,52,101,282,629,681,648,551,356,184,53,6,0 to 100,45,2028,1498,17,3518,25,0,288,2897,437,155,403,3074,1,65,3455,192,197,2,391,2,4,31,51,62,87,81,60,23,2,0,0 to 94,50,189,28,159,15,220,122,49,181,4,114,5,1,5,403,203,197,391,12,0,3064,10,3543,3074,403,5,300,63,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,570,13,6,34,82,79,84,93,88,66,23,2,0 to 95,53,336,212,22,560,10,0,21,507,38,15,66,501,1,2,557,31,34,0,65,1,1,4,10,5,10,12,11,11,1,0,0 to 85,56,30,18,15,2,23,34,8,31,1,23,1,0,6,66,35,31,65,1,0,492,9,570,501,66,6,65,22,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,6575,88,83,443,938,1004,1169,1168,942,543,193,4,0 to 100,51,3880,2576,119,6525,49,1,212,5841,517,121,739,5761,2,73,6452,347,345,13,705,4,7,48,89,112,118,127,125,81,28,0,1 to 100,54,313,51,16,325,95,282,328,179,11,152,10,1,25,739,365,361,704,34,1,5747,14,6575,5761,739,25,1065,408,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,4189,50,63,251,529,583,630,701,699,494,187,2,0 to 103,54,2395,1778,16,4034,155,0,190,3686,453,136,457,3712,1,19,4014,202,192,0,394,6,7,25,63,53,63,88,68,61,23,0,0 to 101,56,274,14,34,72,121,190,83,92,16,56,7,2,8,457,228,229,394,63,0,3620,92,4189,3712,457,8,655,463,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,53731,504,666,3452,8867,9189,10433,9074,6331,3344,1662,208,-50 to 119,48,27929,24898,904,53496,234,1,1126,50495,2840,577,9045,44287,165,234,53102,4288,4607,68,8963,29,60,639,1517,1484,1849,1515,1062,580,295,15,0 to 105,49,3994,1119,368,3482,3749,1617,3597,1730,20,857,9,1,198,9045,4658,4317,8962,82,1,44139,148,53731,44287,9045,198,2089,1391,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,946,9,10,52,109,139,180,210,157,58,21,1,0 to 97,53,507,434,5,918,28,0,201,666,111,63,73,845,0,28,891,31,35,0,66,0,3,6,12,9,13,13,11,6,0,0,6 to 80,51,53,5,0,8,16,42,8,14,2,9,0,0,3,73,38,35,66,7,0,825,20,946,845,73,3,195,121,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,1991,105,101,182,321,329,328,272,199,99,51,4,0 to 102,43,1166,812,13,1988,3,0,54,1850,109,43,133,1856,1,1,1986,42,91,0,133,2,0,13,20,23,27,18,17,7,6,0,0 to 94,48,94,17,0,22,4,107,22,18,0,17,0,0,6,133,91,42,133,0,0,1853,3,1991,1856,133,6,474,74,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,411,20,9,33,41,66,83,67,55,22,15,0,0 to 97,49,217,180,14,399,12,0,19,377,53,29,32,379,0,0,399,16,8,0,24,0,0,3,4,5,7,4,3,5,1,0,20 to 90,50,24,0,0,0,1,22,1,7,2,5,2,0,0,32,12,20,24,8,0,375,4,411,379,32,0,37,22,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,253,5,4,22,43,40,47,41,29,17,5,0,0 to 96,48,148,101,4,246,7,0,18,222,23,16,8,245,0,0,246,7,0,0,7,0,0,0,4,2,1,1,0,0,0,0,28 to 57,36,2,5,0,0,0,7,0,3,0,0,0,0,0,8,1,7,7,1,0,239,6,253,245,8,0,29,14,2452499072.79567,223828.324060307
