OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,131,1,1,6,19,26,24,25,18,7,4,0,3 to 103,49,75,40,16,130,1,0,25,97,28,7,6,124,0,1,129,2,3,0,5,0,0,0,2,0,3,1,0,0,0,0,25 to 55,48,5,0,0,0,0,5,0,0,0,1,0,0,0,6,3,3,5,1,0,124,0,131,124,6,0,24,19,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,877,12,13,79,125,138,146,153,109,70,32,0,0 to 99,49,493,319,65,870,7,0,23,828,28,21,43,834,0,0,870,26,15,0,41,0,0,4,5,6,5,7,10,4,1,0,20 to 89,57,28,6,1,6,0,34,7,15,0,9,0,0,0,42,16,26,41,1,0,829,6,877,835,42,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,35,1,1,2,7,4,5,5,4,3,3,0,1 to 90,51,15,20,0,35,0,0,2,30,5,0,5,30,0,0,35,2,3,0,5,0,0,0,1,0,0,1,1,1,1,0,30 to 89,67,2,3,0,0,0,4,1,3,0,3,0,0,1,5,3,2,5,0,0,30,0,35,30,5,1,14,10,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,1302,12,13,70,134,147,178,243,239,165,99,2,0 to 98,58,752,525,25,1287,15,0,63,1190,93,12,131,1163,2,6,1280,77,52,1,130,0,0,4,11,4,17,24,30,20,21,0,16 to 96,67,95,14,2,19,3,98,29,25,0,26,0,0,9,131,53,77,130,1,0,1150,13,1302,1163,131,9,79,64,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,3192,39,45,174,319,382,455,552,539,411,274,2,0 to 115,58,1823,1319,50,3104,88,0,347,2675,517,79,274,2915,1,2,3101,147,112,0,259,2,1,10,22,26,39,41,61,45,27,0,0 to 102,64,209,12,20,18,33,191,35,108,11,84,8,0,22,274,121,153,259,15,0,2842,73,3192,2915,274,22,221,116,1509311882.53409,264158.506465067
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,377,9,4,14,60,49,61,66,56,39,18,1,0 to 92,53,192,151,34,376,1,0,8,340,62,3,23,354,0,0,376,9,14,0,23,0,0,0,5,0,3,7,3,3,2,0,27 to 92,60,18,1,0,4,4,12,7,8,0,8,0,0,3,23,14,9,23,0,0,353,1,377,354,23,3,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,910,9,8,44,106,140,127,182,184,88,21,1,0 to 98,56,497,374,39,903,7,0,11,869,40,31,55,854,1,0,902,27,25,0,52,0,0,1,5,6,6,22,12,3,0,0,17 to 77,60,37,5,7,3,10,40,2,11,1,7,1,0,2,55,26,29,52,3,0,850,4,910,854,55,2,57,27,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,262,6,9,17,49,50,32,47,30,14,8,0,0 to 90,45,149,109,4,261,1,0,14,235,34,1,31,231,0,0,261,18,13,0,31,0,1,1,7,8,4,7,2,1,0,0,11 to 77,41,13,7,1,10,8,15,8,14,0,7,0,0,0,31,13,18,31,0,0,230,1,262,231,31,0,72,55,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,1298,14,20,76,135,121,190,248,270,150,73,1,0 to 105,58,766,502,30,1286,12,0,76,1155,114,51,83,1149,0,66,1222,30,45,0,75,0,1,5,8,4,11,16,20,11,7,0,8 to 94,63,57,4,13,1,4,60,11,40,4,22,1,0,2,83,49,34,75,8,0,1147,2,1298,1149,83,2,219,69,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,31471,248,342,2014,5290,5752,6064,5548,3567,1712,891,43,0 to 119,48,16473,13383,1615,30672,799,0,1098,28447,2417,746,3688,27682,35,66,30577,1702,1856,14,3572,4,19,263,583,622,698,715,443,215,126,0,0 to 99,50,1729,1048,357,438,1134,2021,417,1148,42,612,31,3,107,3688,1926,1747,3572,116,0,27005,677,31471,27682,3688,107,934,596,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,4319,181,148,475,755,665,650,653,450,223,108,11,0 to 105,43,2568,1689,62,4015,304,0,99,4104,246,57,290,3979,5,45,3965,144,125,2,271,3,1,36,38,52,40,45,37,24,14,0,2 to 95,48,104,71,9,87,7,161,103,41,0,27,0,0,6,290,134,154,271,19,0,3694,285,4319,3979,290,6,125,55,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,233,8,10,24,28,30,43,41,26,18,4,1,0 to 97,49,121,97,15,230,3,0,30,201,27,7,5,226,0,2,228,3,1,0,4,0,0,0,1,1,0,1,2,0,0,0,33 to 74,61,4,0,0,0,0,4,0,1,0,2,1,0,0,5,2,3,4,1,0,224,2,233,226,5,0,7,4,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,65,1,3,6,8,3,8,17,11,8,0,0,3 to 84,57,25,39,1,64,1,0,8,57,5,3,2,63,0,0,64,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,63,0,65,63,2,0,3,3,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,4790,94,66,572,905,666,592,672,655,370,153,45,0 to 118,46,2781,1824,185,4709,81,0,112,4625,214,45,201,4577,9,3,4697,110,79,1,190,1,0,33,43,23,30,32,25,8,5,1,2 to 92,44,83,55,16,36,14,137,39,36,4,25,2,0,0,201,82,117,190,11,0,4507,70,4790,4577,201,0,67,48,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,3789,73,94,274,481,673,717,651,490,248,85,3,0 to 99,49,2082,1585,122,3780,9,0,171,3423,243,92,187,3582,1,19,3760,83,97,1,181,1,4,11,18,17,43,45,35,10,2,0,2 to 91,53,111,6,11,53,8,106,67,52,3,32,3,0,4,186,101,84,181,5,0,3579,4,3789,3583,186,4,140,112,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,49,0,0,5,9,6,10,8,6,1,2,2,19 to 95,47,20,25,4,20,29,0,1,48,1,0,3,34,0,12,16,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51 to 87,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,16,18,49,34,3,0,15,13,426757389.663452,73231.2921286601
