ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,13690,162,185,767,1290,1287,1706,2493,2806,2000,953,41,0 to 119,60,7695,5827,168,13440,250,0,530,12568,190,1295,100,1245,12438,1,6,13436,1153,61,25,6,651,563,0,1214,14,19,145,215,159,153,158,141,138,103,0,0 to 104,48,873,71,104,166,165,820,229,229,15,193,11,2,96,1245,582,663,1214,31,0,32351,216,33817,32567,1245,96,599,493,56,,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2586,63,117,227,357,357,457,490,286,155,70,7,0 to 102,49,1074,1373,139,2576,10,0,55,1958,48,552,12,539,2035,0,12,2564,417,122,0,0,264,274,1,539,21,62,79,108,81,76,62,35,7,8,0,0 to 92,34,413,51,13,62,345,124,70,85,0,55,0,0,10,539,274,264,539,0,0,3685,10,4239,3695,539,10,686,553,35,,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3964,43,38,202,384,464,561,785,781,487,213,6,0 to 119,58,2324,1586,54,3926,38,0,112,3696,37,245,42,274,3690,0,0,3926,233,33,8,0,161,104,1,266,1,4,26,38,32,42,60,46,20,5,0,1 to 94,54,166,43,48,9,37,214,15,42,3,28,2,1,5,274,108,165,266,8,0,7314,30,7621,7344,274,5,231,196,56,,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2610,88,107,335,480,419,375,344,209,137,107,9,0 to 119,41,1292,1308,10,2608,2,0,182,1742,32,821,4,851,1759,0,0,2608,808,43,0,0,345,505,1,851,25,35,124,196,171,127,79,46,27,19,2,0 to 101,37,687,81,25,58,625,184,42,146,0,81,0,0,24,851,505,345,851,0,0,3932,2,4786,3934,851,24,1140,712,37,,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5802,66,85,402,549,543,696,936,1101,808,602,14,0 to 119,61,3551,2226,25,5731,71,0,206,4963,77,717,65,541,5234,0,27,5706,516,14,9,2,286,243,1,530,6,25,91,93,80,71,47,52,47,28,1,0 to 99,40,258,38,51,183,109,211,210,103,6,51,3,0,16,541,250,290,530,11,0,12233,58,12834,12291,541,16,1121,633,44,,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,100963,1521,1964,7225,14946,15498,17604,18773,12867,6835,3521,209,0 to 119,50,54693,44725,1545,99413,1550,0,2727,88106,2336,13631,1051,13320,87602,13,28,99375,11723,1314,258,25,6515,6517,5,13037,161,381,1663,2495,2246,2245,2002,1100,652,359,16,0 to 102,43,6226,4223,1119,1469,4744,6966,1327,3267,70,1920,57,22,381,13320,6704,6611,13037,283,0,167143,1264,181802,168407,13320,381,7840,7470,45,,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,18365,458,479,1580,2412,2131,2470,3359,2850,1645,945,36,0 to 119,53,11090,7235,40,15519,2846,0,246,17428,183,1007,81,1559,16803,2,1,15516,1222,64,273,0,737,549,0,1286,24,52,280,241,190,179,189,159,154,91,0,0 to 105,43,634,396,44,212,57,892,337,146,1,87,1,2,44,1559,655,904,1286,273,0,26969,2573,31111,29542,1559,44,761,681,48,,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1775,33,65,251,221,195,223,269,190,179,138,11,0 to 119,50,1043,711,21,1765,10,0,86,1424,2,287,14,307,1468,0,0,1765,274,31,2,0,161,144,0,305,11,31,65,50,49,39,40,13,7,2,0,0 to 87,33,217,23,29,36,165,104,36,26,0,26,2,0,0,307,145,162,305,2,0,2896,8,3211,2904,307,0,379,297,33,,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,470,2,4,24,34,36,49,106,128,71,16,0,0 to 95,63,262,205,3,466,4,0,8,456,0,6,7,6,464,0,0,466,4,1,1,0,4,1,0,5,0,0,0,1,1,0,1,2,1,0,0,38 to 75,65,4,0,0,1,0,4,1,0,0,0,0,0,0,6,1,5,5,1,0,803,3,812,806,6,0,11,10,42,,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15796,215,213,1838,2924,2278,2257,2589,1919,922,575,66,0 to 119,46,9084,6562,150,15522,274,0,252,15209,61,660,69,945,14845,6,0,15516,862,59,13,11,451,469,1,921,8,12,321,209,92,103,79,77,29,14,1,0 to 103,30,340,189,182,210,200,506,215,160,6,92,5,0,12,945,481,463,921,24,0,36770,250,37974,37020,945,12,134,112,32,,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10227,135,245,818,1076,1484,1686,1826,1661,882,397,17,0 to 119,53,5656,4440,131,10195,32,0,294,9396,208,608,145,682,9505,13,27,10156,605,64,10,3,328,331,10,669,6,12,140,102,84,117,107,74,32,8,0,0 to 97,44,402,39,28,200,36,414,219,88,3,58,3,0,7,682,338,334,669,13,0,17543,18,18264,17561,682,7,695,655,48,,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1402,0,4,66,155,182,193,181,141,213,265,2,6 to 119,60,951,443,8,133,1269,0,3,1389,0,10,12,134,1266,1,1,131,9,0,123,2,3,6,0,9,0,3,11,33,26,28,15,7,5,6,0,12 to 82,26,1,1,0,7,0,0,9,0,2,0,0,0,0,134,72,61,9,125,0,825,1144,2117,1969,134,0,30,28,41,,0.736908814303344,0.0426371109693887
