OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,19,2,2,1,1,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1 to 75,NA,NA,0,0,9,10,0,19,0,0,1,18,0,0,0,0,0,0,0,0,19,0,19,0,0,1,0,0,0,0,0,0,0,0,19,0,19,19,0,0,7,1,1581350101.5302,228391.565390175
12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,33,0,0,4,5,3,6,4,6,3,2,0,0,0,1,0,0,0,0,1,0,0,52,18 to 88,44,23 to 66,1,0,23,10,0,32,1,0,3,28,2,1,0,1,1,0,1,0,32,2,30,0,1,3,1,1,2,0,2,1,1,0,30,0,33,30,2,0,6,6,1853116752.08771,219176.19751538
13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,29 to 76,NA,NA,0,0,1,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2183538740.41838,308797.501184753
14,14,24,047,HAMILTON,2000-05-16T00:00:00.000Z,14477960107.7779,763034.416582444,24,Hamilton,FL,14,24,47,26,0,0,5,0,4,3,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,54,19 to 93,NA,NA,0,0,11,15,0,24,2,0,8,17,1,0,0,0,0,0,0,0,23,0,23,0,3,6,1,3,0,0,0,0,0,0,22,1,26,23,0,0,2,0,1344926537.82205,232510.619937192
15,15,3,005,BAY,2000-05-16T00:00:00.000Z,20842319162.9517,1834701.30277606,3,Bay,FL,15,3,5,154,4,4,11,27,22,30,31,12,11,2,0,0,0,1,3,3,2,2,2,0,0,46,0 to 90,45,21 to 74,12,0,88,63,3,152,2,0,22,108,24,8,3,2,11,1,1,0,151,13,138,0,3,18,19,9,13,10,3,12,1,0,137,1,154,138,13,0,27,25,1930770661.49939,558412.990825665
16,16,12,023,COLUMBIA,2000-05-16T00:00:00.000Z,22266487302.2026,905417.470831242,12,Columbia,FL,16,12,23,185,11,16,16,17,26,23,30,30,12,3,1,0,0,0,0,0,2,0,1,0,0,45,1 to 98,54,46 to 70,3,0,102,81,2,183,2,0,62,116,7,0,3,0,3,0,0,0,145,3,141,1,40,73,41,22,3,1,2,3,0,0,141,1,185,142,3,0,7,7,2068684690.43686,276060.430857214
17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,87,0,4,7,13,8,19,9,8,11,8,0,0,0,1,0,0,0,2,1,3,2,52,5 to 99,70,24 to 97,9,0,60,21,6,86,1,0,43,41,3,7,1,1,7,0,2,0,85,9,76,0,2,13,17,15,9,4,5,9,0,0,75,1,87,76,9,0,1,0,1520245937.66486,183737.354704368
18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,33,3,2,1,4,4,9,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,43,0 to 79,27,27 to 27,1,0,19,9,5,33,0,0,1,31,1,0,0,1,1,0,0,0,28,1,27,0,5,0,2,0,1,1,0,1,0,0,27,0,33,27,1,0,3,3,1251550190.83949,175658.620344926
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,412,6,5,22,38,57,53,65,90,47,29,0,0,0,2,2,2,9,8,4,6,0,56,1 to 99,56,20 to 80,31,0,229,164,19,410,2,0,18,375,19,17,4,12,23,4,6,0,406,33,373,0,6,20,14,12,33,20,13,31,2,0,373,0,412,373,33,0,57,51,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,4824,171,123,464,898,859,728,697,500,257,124,3,2,7,50,69,63,69,55,29,12,6,45,0 to 119,44,0 to 93,351,0,2841,1957,26,4768,56,0,209,4480,135,113,151,98,236,66,60,3,4813,362,4451,0,11,231,139,152,362,182,180,351,11,0,4407,44,4824,4451,362,3,629,312,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,499,11,13,27,46,59,82,92,94,45,28,2,0,1,1,6,8,13,17,13,10,1,53,0 to 100,57,14 to 86,70,0,281,211,7,495,4,0,51,435,13,4,53,13,23,28,19,3,495,70,425,0,4,37,46,24,70,35,33,70,0,0,421,4,499,425,70,3,164,102,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,594,3,11,34,66,100,135,112,77,40,16,0,0,0,3,6,6,11,12,8,3,4,51,0 to 118,55,18 to 94,53,0,343,221,30,592,2,0,87,486,21,19,13,21,26,8,19,5,590,53,537,0,4,42,26,45,53,26,25,53,0,0,535,2,594,537,53,5,37,25,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,21,2,1,0,2,2,3,3,7,0,1,0,0,0,0,0,0,0,0,1,0,0,50,0 to 89,73,73 to 73,0,0,14,7,0,19,2,0,1,19,1,0,0,1,0,0,1,0,21,1,20,0,0,1,2,0,1,0,1,0,1,0,19,1,21,20,1,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,865,15,15,76,83,119,128,136,162,87,42,2,0,0,3,5,3,7,5,6,0,1,52,0 to 97,48,19 to 88,29,0,511,334,20,862,3,0,42,780,43,24,0,6,27,0,3,0,702,30,672,0,163,141,307,49,30,12,18,29,1,0,671,1,865,672,30,0,84,76,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,873,22,22,50,131,131,119,149,153,78,17,1,0,0,7,12,13,15,12,26,7,1,50,0 to 94,53,17 to 89,91,0,528,337,8,868,5,0,62,742,69,44,18,31,50,17,26,1,870,93,777,0,3,42,35,61,93,44,48,91,2,0,774,3,873,777,93,1,245,159,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,41,2,2,4,3,8,3,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,49,0 to 118,NA,NA,0,0,20,21,0,41,0,0,7,34,0,0,0,0,0,0,0,0,41,0,41,0,0,6,1,0,0,0,0,0,0,0,41,0,41,41,0,0,0,0,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,1216,36,18,89,143,137,179,196,196,169,52,1,0,0,4,3,6,13,17,11,16,1,53,0 to 101,59,18 to 85,64,0,722,469,25,1206,10,0,50,1134,32,13,36,22,32,25,14,0,1210,71,1135,4,6,43,36,48,71,35,36,64,7,0,1133,3,1216,1136,71,0,153,124,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,105,3,6,5,15,11,15,13,21,14,2,0,0,0,0,0,0,0,2,0,0,0,50,0 to 87,62,60 to 64,2,0,66,39,0,105,0,0,18,87,0,1,0,1,1,0,1,0,104,2,102,0,1,7,11,2,2,1,1,2,0,0,102,0,105,102,2,0,7,6,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,801,5,8,10,18,21,54,114,370,188,13,0,0,0,1,0,4,4,7,25,14,2,66,0 to 96,67,18 to 92,57,0,454,342,5,801,0,0,44,723,34,28,10,19,36,5,16,0,795,57,733,5,6,79,24,36,57,27,26,57,0,0,737,0,801,737,57,0,28,25,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,1280,21,27,117,210,239,204,190,164,58,50,0,0,0,9,23,19,26,21,28,2,0,47,0 to 104,49,19 to 80,124,0,768,498,14,1273,7,0,90,1133,57,47,25,56,77,23,28,0,1261,128,1132,1,19,94,43,65,128,58,70,124,4,0,1129,3,1280,1132,128,0,269,228,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,4332,183,126,381,717,756,722,642,455,233,117,0,4,2,36,64,84,102,90,37,28,11,45,0 to 99,48,0 to 91,426,0,2457,1862,13,4207,124,1,171,4061,100,84,246,128,160,226,72,4,4319,458,3861,0,13,162,93,92,458,264,194,425,32,1,3769,92,4332,3861,458,4,549,393,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,283,4,4,14,29,29,34,58,58,34,16,3,0,0,2,3,2,2,7,3,2,2,56,0 to 97,56,17 to 88,23,0,168,99,16,282,1,0,81,188,14,2,17,4,13,4,6,2,279,23,256,0,4,27,44,29,23,11,12,23,0,0,255,1,283,256,23,2,105,38,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,349,7,11,30,46,44,55,60,58,28,10,0,0,0,3,6,2,2,5,7,2,1,50,0 to 93,51,19 to 85,27,0,208,138,3,341,8,0,65,257,27,15,3,10,21,1,6,0,343,28,315,0,6,37,65,25,28,13,15,27,1,0,308,7,349,315,28,0,27,21,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,3068,56,46,188,435,392,481,547,509,262,146,6,0,1,21,35,24,43,52,37,16,3,52,0 to 104,51,10 to 91,212,0,1774,1273,21,3016,52,0,279,2601,188,84,84,65,110,72,51,5,2977,233,2740,4,91,319,40,91,233,122,111,212,21,0,2712,29,3068,2741,233,5,307,241,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,87,1,2,6,5,9,14,13,18,13,2,4,0,0,0,0,1,3,1,0,1,0,55,4 to 86,55,40 to 80,6,0,58,21,8,87,0,0,42,42,3,2,1,3,4,1,1,0,77,6,71,0,10,38,16,4,6,2,4,6,0,0,71,0,87,71,6,0,7,5,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,3993,56,70,273,683,657,672,595,434,281,263,9,0,2,15,23,43,49,41,28,23,15,50,0 to 103,53,5 to 97,232,0,2329,1493,171,3977,16,0,152,3803,38,18,194,27,40,168,31,4,3813,239,3572,2,180,203,82,106,239,102,123,232,7,0,3566,8,3993,3574,239,4,260,231,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,11,0,0,1,1,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,57,19 to 86,NA,NA,0,0,6,5,0,11,0,0,4,7,0,0,0,0,0,0,0,0,11,0,11,0,0,4,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,41,2,2,2,5,4,6,9,8,3,0,0,0,0,0,0,1,0,0,0,0,0,49,2 to 77,42,42 to 42,1,0,23,18,0,39,2,0,14,19,8,0,0,1,1,0,0,0,41,1,40,0,0,14,10,1,1,0,1,1,0,0,38,2,41,40,1,0,3,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,45,4,1,2,6,8,7,8,6,2,1,0,0,0,0,0,0,0,1,0,0,0,45,1 to 86,60,60 to 60,1,0,23,21,1,45,0,0,6,36,3,0,1,0,1,0,0,0,43,1,42,0,2,8,5,0,1,0,1,1,0,0,42,0,45,42,1,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,79,0,0,5,6,9,13,14,11,13,8,0,0,0,0,0,0,0,0,1,1,1,60,19 to 118,78,69 to 88,3,0,45,32,2,79,0,0,25,54,0,0,3,0,1,0,2,0,79,3,76,0,0,8,16,7,3,1,2,3,0,0,76,0,79,76,3,0,21,21,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,62,1,2,5,12,8,14,10,6,2,2,0,0,0,0,0,0,1,0,1,0,0,46,4 to 93,55,45 to 65,2,0,42,20,0,62,0,0,8,54,0,2,0,0,1,0,1,0,62,2,60,0,0,4,0,4,2,1,1,2,0,0,60,0,62,60,2,0,25,15,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,702,9,16,36,93,99,93,153,107,63,32,1,1,1,4,5,6,5,16,5,2,2,52,0 to 99,50,1 to 94,42,0,415,270,17,697,5,0,73,601,28,23,6,18,30,4,13,0,696,47,649,0,6,54,30,18,47,28,19,42,5,0,649,0,702,649,47,0,194,159,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,1279,26,27,92,160,188,215,209,196,124,42,0,1,4,5,8,17,15,18,11,10,2,50,0 to 97,51,3 to 88,91,0,760,515,4,1273,6,0,125,1091,63,32,16,43,42,12,37,1,1249,91,1158,0,30,116,39,54,91,39,52,91,0,0,1152,6,1279,1158,91,1,147,110,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,943,18,27,79,171,183,154,139,103,57,10,2,1,1,9,18,27,25,29,19,10,1,45,0 to 97,50,0 to 91,136,0,554,386,3,935,8,0,181,659,103,52,27,61,72,25,43,1,881,140,741,0,62,162,39,120,140,72,67,136,4,0,739,2,943,741,140,1,169,116,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,127,6,1,5,26,14,13,21,23,14,4,0,1,0,1,6,2,2,2,2,5,0,50,0 to 95,49,0 to 82,21,0,72,46,9,127,0,0,12,105,10,9,3,9,13,3,5,1,118,21,95,2,9,13,6,7,21,12,9,21,0,0,95,0,127,95,21,1,45,40,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,2285,37,27,141,307,295,351,386,408,247,84,2,0,1,11,30,25,25,40,51,43,9,52,0 to 98,57,10 to 96,227,0,1356,910,19,2270,14,1,191,2049,45,64,125,46,90,97,48,10,2272,235,2037,0,13,68,75,149,235,119,116,226,8,1,2032,5,2285,2037,235,10,413,338,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,1451,8,18,90,188,167,199,254,252,200,74,1,0,0,12,26,9,17,37,22,27,8,55,0 to 94,56,16 to 94,134,0,844,597,10,1385,66,0,216,1147,88,56,70,32,93,48,17,1,1417,158,1259,0,34,134,133,69,158,85,73,134,24,0,1218,41,1451,1259,158,1,257,250,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,12211,168,211,859,2079,2133,2178,1863,1515,802,384,19,7,15,155,426,399,439,336,245,130,49,1,0 to 115,48,2 to 101,2166,0,6329,5744,138,12115,95,1,519,11401,291,152,1653,397,421,1633,148,7,12081,2202,9875,4,130,298,412,461,2202,1220,951,2165,36,1,9822,56,12211,9878,2202,7,1829,1596,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,308,2,1,22,48,46,58,67,39,15,10,0,0,0,4,4,1,10,4,2,5,0,50,0 to 92,50,19 to 80,26,0,174,128,6,290,18,0,43,220,45,9,16,5,22,3,5,0,242,30,212,0,66,70,84,22,30,18,12,26,4,0,201,11,308,212,30,0,95,91,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,384,21,16,37,64,63,62,44,51,23,3,0,2,0,8,8,6,6,7,7,2,0,43,0 to 90,44,0 to 81,46,0,229,154,1,384,0,0,33,324,27,15,22,9,37,2,7,2,381,46,335,0,3,40,3,19,46,26,20,46,0,0,335,0,384,335,46,2,391,204,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,131,5,3,13,9,22,27,22,21,6,3,0,0,0,3,1,1,4,3,2,3,1,48,1 to 97,54,20 to 90,11,0,72,56,3,122,9,0,34,70,27,10,1,7,12,1,5,0,130,18,112,0,1,16,33,12,18,7,11,11,7,0,110,2,131,112,18,0,18,14,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,91,0,0,11,17,13,14,16,8,8,3,1,0,0,0,3,1,0,0,0,0,0,48,18 to 88,32,28 to 38,3,0,52,30,9,89,2,0,16,61,14,3,0,1,4,0,0,0,78,4,74,0,13,18,5,7,4,1,3,3,1,0,73,1,91,74,4,0,7,4,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,50,0,1,2,8,10,7,9,8,4,1,0,0,0,0,0,0,1,0,0,0,0,51,5 to 86,53,53 to 53,1,0,26,15,9,50,0,0,15,29,6,0,1,0,0,0,1,0,41,1,40,0,9,17,2,2,1,1,0,1,0,0,40,0,50,40,1,0,9,9,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,182,2,4,7,25,32,22,42,24,18,6,0,0,0,1,1,3,1,2,3,0,0,51,1 to 92,50,24 to 73,11,0,109,66,7,180,2,0,10,160,12,4,3,4,10,0,1,0,182,11,171,0,0,15,5,6,11,5,6,11,0,0,169,2,182,171,11,0,18,15,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,7,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,64,39 to 89,79,67 to 89,3,0,2,5,0,7,0,0,3,4,0,0,1,2,0,0,3,1,7,3,4,0,0,0,1,2,3,2,1,3,0,0,4,0,7,4,3,1,2,1,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,343,6,7,18,23,40,41,56,89,41,21,1,0,0,1,1,1,4,4,9,4,2,57,0 to 96,64,24 to 93,26,0,195,139,9,341,2,0,16,322,5,7,16,3,10,13,3,0,338,26,312,0,5,13,1,9,26,11,15,26,0,0,311,1,343,312,26,0,72,61,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,929,10,10,43,77,81,119,137,165,178,109,0,1,0,3,4,6,12,12,23,27,11,60,0 to 100,65,4 to 99,89,0,517,406,6,899,30,0,365,520,44,32,24,43,46,13,40,3,899,99,799,1,30,286,65,89,99,44,53,89,10,0,784,16,929,800,99,3,213,134,1509311882.53409,264158.506465067
