ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,722,19,17,46,73,100,106,138,132,70,20,1,0 to 101,54,405,313,4,715,7,0,23,551,41,195,12,160,561,0,1,714,118,38,4,0,68,88,0,156,4,3,20,25,24,27,24,18,8,7,0,0 to 95,47,71,70,11,4,12,136,8,25,2,18,0,0,5,160,91,69,156,4,0,1842,2,2006,1844,160,5,165,127,47,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1565,77,84,173,195,204,227,217,207,118,57,6,0 to 99,47,970,590,5,1537,28,0,66,1000,53,658,40,514,1050,0,1,1536,318,187,9,0,299,206,0,505,29,37,72,76,71,89,69,38,14,19,0,0 to 98,40,123,339,28,15,30,427,48,89,0,21,0,1,5,514,208,306,505,9,0,3929,19,4477,3948,514,5,653,553,40,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2353,5,14,196,711,576,421,282,101,32,7,8,0 to 105,38,243,2103,7,2353,0,0,7,2011,1,171,6,327,2026,0,0,2353,323,4,0,0,46,280,1,327,2,4,46,78,64,73,47,10,2,1,0,0 to 85,39,197,108,10,12,16,218,93,13,0,5,0,0,2,327,280,46,327,0,0,2560,0,2888,2560,327,2,242,217,39,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2217,32,51,211,574,442,347,258,181,75,43,3,0 to 118,40,580,1618,19,2209,8,0,61,1909,9,522,12,537,1679,0,1,2208,496,36,4,1,191,341,0,532,21,34,81,126,93,83,62,26,9,2,0,0 to 86,35,219,269,35,9,84,292,156,76,1,18,0,0,2,537,344,193,532,5,0,3128,3,3670,3131,537,2,47,45,35,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,5489,72,82,605,850,820,910,924,620,348,203,55,0 to 119,48,3021,2411,57,5412,77,0,432,4422,28,1412,111,2477,3010,0,2,5410,2285,134,56,2,1295,1116,8,2419,38,50,424,501,427,414,329,196,74,24,0,0 to 96,40,1343,274,129,673,209,1467,743,220,10,83,4,3,14,2477,1149,1320,2419,58,0,17406,24,19935,17430,2477,14,192,184,40,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,5146,114,148,403,721,806,783,930,679,338,215,9,0 to 119,49,2297,2771,78,5126,20,0,427,3327,63,1733,20,2009,3132,0,5,5121,1843,159,6,1,486,1514,2,2002,36,57,193,366,423,374,305,158,70,27,0,0 to 99,43,619,322,88,973,88,760,1154,16,0,79,0,0,10,2009,1520,487,2002,7,0,8952,13,11020,8965,2009,10,48,46,43,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1162,37,25,144,181,177,180,185,116,81,34,2,0 to 99,46,649,488,25,1103,59,0,94,869,16,297,7,265,889,0,8,1095,187,78,0,0,128,136,1,265,3,8,42,44,50,38,40,17,19,4,0,1 to 97,42,184,50,19,12,8,236,21,35,0,23,0,0,4,265,136,128,265,0,0,3510,58,3834,3568,265,4,323,322,42,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1166,18,28,112,174,168,199,190,170,78,28,1,0 to 119,49,565,586,15,1148,18,0,31,812,5,309,30,364,801,1,0,1147,306,49,6,3,102,252,1,355,4,5,50,85,73,66,40,23,12,6,0,1 to 93,39,208,81,27,39,20,262,73,19,0,9,0,0,1,364,255,108,355,9,0,3331,9,3712,3340,364,1,362,356,39,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9601,202,320,875,1114,1203,1267,1567,1514,1064,452,23,0 to 100,53,4780,4403,418,9497,104,0,744,6799,82,2871,96,3357,6202,1,41,9456,3315,19,23,0,1581,1738,15,3334,102,194,535,591,571,519,349,223,163,107,3,0 to 99,39,1350,178,969,837,1669,1022,643,512,4,287,3,1,58,3357,1753,1589,3334,23,0,19504,78,22972,19582,3357,58,1702,1691,39,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,75769,1753,2543,8548,12923,11305,11596,11504,8452,4519,2093,533,0 to 119,45,42345,32943,481,75311,458,0,2530,66451,458,7222,391,26037,49559,22,151,75138,25457,464,113,3,13664,12043,214,25921,556,1119,4578,5766,4135,3823,2853,1492,842,452,421,0 to 104,36,8278,3246,3067,11330,5845,7249,12827,1990,15,1115,11,4,280,26037,12092,13731,25921,116,0,174107,340,200779,174447,26037,280,5436,5089,36,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,21655,405,738,1963,2567,2598,2920,3636,3651,2239,830,108,0 to 119,53,12009,9281,365,21339,316,0,1509,18409,177,3411,61,7520,14126,3,6,21330,7371,69,80,0,3832,3490,118,7440,170,463,1213,1344,1231,1113,902,545,355,179,5,0 to 101,39,2898,604,691,3247,1637,2065,3738,337,5,468,4,2,153,7520,3527,3871,7440,80,0,64182,234,71975,64416,7520,153,559,461,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,10362,153,314,1010,1298,1486,1701,1743,1463,828,345,21,0 to 101,50,5918,4326,118,10336,26,0,511,8580,130,1529,93,2389,7961,1,11,10324,2264,117,8,0,1311,1061,9,2381,20,86,386,378,375,399,329,224,120,72,0,0 to 100,43,1083,392,190,716,229,1368,784,335,0,163,0,0,47,2389,1065,1315,2381,8,0,26615,18,29036,26633,2389,47,1444,1411,43,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1735,60,161,271,323,223,224,203,162,79,29,0,0 to 94,37,937,773,25,1727,8,0,71,708,2,943,16,759,975,1,0,1726,509,244,5,1,384,364,5,753,24,81,137,158,107,99,67,56,23,7,0,0 to 93,33,557,73,87,36,512,201,40,112,3,61,3,1,4,759,368,386,753,6,0,3249,2,4013,3251,759,4,1306,1205,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,19854,258,452,1591,2459,2428,2851,3275,3418,2220,872,30,0 to 168,54,11909,7876,69,19822,32,0,5233,11932,177,5537,234,3105,16288,0,461,19363,3001,96,7,1,1644,1427,26,3097,53,109,463,535,519,461,434,285,176,67,3,0 to 99,42,1818,488,255,536,446,1912,739,504,4,303,0,0,43,3105,1428,1651,3097,8,0,34919,21,38072,34940,3105,43,1519,1354,42,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,25587,260,521,1929,3033,2919,3684,4949,4425,2419,1167,281,0 to 119,55,14267,10703,617,25457,130,0,1015,22312,230,3437,221,5969,19592,0,26,25432,5347,575,41,6,3129,2760,33,5922,83,216,928,1115,825,865,827,567,330,207,6,0 to 103,42,2507,768,1112,1535,887,3054,1981,715,7,428,5,0,96,5969,2783,3153,5922,47,0,54760,81,60872,54841,5969,96,2192,1570,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,989,24,43,86,119,160,123,154,149,87,43,1,0 to 118,50,591,385,13,989,0,0,32,754,6,192,4,213,776,0,0,989,180,33,0,0,123,89,1,213,0,13,24,33,30,24,29,31,23,6,0,6 to 91,47,143,16,3,51,2,151,60,33,0,21,0,0,4,213,89,123,213,0,0,1967,0,2183,1967,213,4,299,244,47,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18840,303,384,1389,2064,2028,2459,2977,3129,2177,715,1215,0 to 103,55,9961,7908,971,18687,153,0,282,17386,222,1068,111,3890,14907,0,43,18646,3800,59,31,0,1979,1820,60,3859,70,135,620,733,600,603,523,332,208,58,8,0 to 103,41,1101,435,543,1780,467,1353,2039,291,12,183,5,1,38,3890,1837,1993,3859,31,0,50060,120,54109,50180,3890,38,1299,1008,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,2113,39,50,229,272,232,300,400,300,206,83,2,0 to 118,53,1214,882,17,2109,4,0,77,1559,16,545,10,441,1672,0,0,2109,400,38,0,3,205,231,2,438,7,16,83,77,58,67,67,37,20,8,1,0 to 99,41,174,47,119,98,145,191,102,44,0,26,0,0,2,441,233,206,438,3,0,4664,1,5114,4665,441,2,578,528,41,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4636,39,46,159,230,257,377,624,1617,1037,165,85,0 to 119,68,2317,2144,175,4557,79,0,284,3766,164,810,85,941,3649,0,46,4511,860,74,6,1,416,513,5,934,1,19,66,60,102,120,134,249,149,41,0,4 to 99,63,543,138,43,210,49,654,231,214,1,132,0,0,24,941,516,420,934,7,0,13929,72,14955,14001,941,24,485,473,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,22034,315,563,2429,3181,3034,3377,3396,2814,1381,695,849,0 to 119,48,12335,9488,211,21979,55,0,753,19347,246,1857,132,5852,16144,1,37,21943,5765,64,23,0,3080,2673,76,5829,92,169,1211,1221,867,858,621,390,229,193,1,0 to 104,37,2195,589,618,2427,689,1648,3492,530,5,319,1,0,60,5852,2682,3091,5829,23,0,52667,30,58610,52697,5852,60,1959,1716,37,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,85680,1502,2087,9394,14778,13290,13308,12560,8536,4056,1572,4597,0 to 120,44,46059,38998,623,84360,1319,1,1873,79799,585,6104,468,25952,59359,0,369,83993,25459,134,354,5,12720,12568,305,25593,393,656,4999,6542,4553,3786,2710,1334,670,288,21,0 to 106,35,5613,3314,3881,12785,3371,4994,17228,1350,50,690,40,5,164,25952,12756,12884,25592,359,1,202553,958,229725,203511,25952,164,2762,2534,35,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,5183,54,117,384,553,498,654,940,1051,702,222,8,0 to 222,58,2905,2123,155,5174,9,0,234,3824,119,928,39,1009,4165,1,8,5166,618,389,2,0,509,495,3,1007,10,28,149,141,114,150,185,121,79,32,0,0 to 100,49,772,70,59,106,55,794,158,71,0,94,0,0,20,1009,496,510,1007,2,0,14354,6,15379,14360,1009,20,1862,1409,49,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,5200,94,110,506,708,644,760,886,685,505,298,4,0 to 102,52,3092,2094,14,5173,27,0,439,3848,66,1467,55,1348,3850,1,1,5171,1094,241,12,1,716,619,0,1335,20,46,210,231,187,207,192,127,88,40,0,0 to 100,43,917,126,111,181,202,820,313,265,2,153,2,1,20,1348,623,725,1335,13,0,14381,14,15749,14395,1348,20,1533,1482,43,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,49749,537,869,4177,6986,6039,7180,8981,7681,4661,2549,89,0 to 120,53,28349,21250,150,49371,378,0,3965,40163,411,12154,484,14726,35001,1,21,49350,14432,187,100,7,7863,6682,74,14619,205,473,2241,3075,2040,2081,1998,1223,820,560,10,0 to 104,41,6825,2489,973,4332,1339,8168,5112,1664,23,1247,20,2,367,14726,6739,7911,14619,107,0,132905,268,148003,133173,14726,367,1138,1046,41,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2886,88,125,300,385,368,357,425,347,262,218,11,0 to 118,50,1762,1054,70,2869,17,0,105,2023,110,978,23,979,1907,0,0,2869,830,132,14,3,539,415,8,962,35,74,158,140,151,135,104,77,68,36,1,0 to 102,40,496,138,195,133,312,478,172,149,2,79,0,0,27,979,421,550,962,17,0,5346,0,6335,5346,979,27,255,251,40,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,64954,1035,1779,7264,11661,9788,9874,10481,7371,3698,1869,134,-6 to 119,46,35343,28819,792,64221,733,0,1614,58089,454,4982,249,18781,46049,11,113,64102,17258,1322,185,16,9676,8769,135,18580,243,717,3191,4493,3164,2739,2116,1207,570,332,9,0 to 102,37,4477,5921,1696,6486,1502,8715,8363,976,25,538,12,4,122,18781,8877,9767,18580,201,0,157623,520,177127,158143,18781,122,4528,4411,37,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,409,8,3,49,54,43,42,50,56,58,45,1,0 to 119,56,258,143,8,409,0,0,13,338,0,41,1,79,330,0,0,409,72,7,0,0,43,34,2,79,3,3,9,17,5,12,14,10,3,3,0,1 to 98,48,44,13,11,11,13,54,12,18,0,7,0,0,0,79,34,43,79,0,0,713,0,795,713,79,0,56,56,48,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,891,17,42,79,99,98,158,166,142,70,20,0,0 to 94,52,500,386,5,830,61,0,48,616,1,186,20,236,655,0,0,830,225,3,8,0,123,103,2,228,4,13,34,31,36,51,37,25,4,1,0,1 to 89,45,121,73,3,31,12,179,37,46,2,11,2,0,0,236,109,125,228,8,0,2708,53,3001,2761,236,0,322,318,45,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1326,15,30,94,94,128,156,425,295,74,15,0,0 to 118,58,389,931,6,1326,0,0,48,1141,4,204,5,178,1148,0,0,1326,121,57,0,0,66,112,0,178,4,8,34,23,18,16,43,28,3,1,0,0 to 89,48,126,46,6,0,8,164,6,20,0,15,0,0,3,178,112,66,178,0,0,2811,0,2990,2811,178,3,252,250,48,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1656,30,41,157,213,196,247,310,197,156,103,6,0 to 118,52,1038,596,22,1654,2,0,80,1380,34,306,2,221,1434,0,1,1653,142,79,0,0,138,83,0,221,5,10,36,29,34,35,25,13,22,12,0,0 to 107,44,150,61,8,2,6,212,3,33,0,24,0,0,3,221,83,138,221,0,0,3475,2,3701,3477,221,3,460,428,44,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1754,23,47,158,228,265,304,320,244,122,42,1,0 to 102,50,883,862,9,1748,6,0,45,1253,13,508,23,455,1297,0,2,1746,418,33,3,1,146,304,1,451,2,9,61,85,91,85,77,26,15,4,0,3 to 86,43,271,116,21,43,33,355,63,45,0,20,0,0,1,455,306,148,451,4,0,5468,2,5957,5470,455,1,428,353,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,23632,296,453,1897,2648,2690,3318,4947,4268,2284,685,146,0 to 119,56,13237,10280,115,23606,26,0,1101,20956,107,3684,135,4756,18870,1,5,23600,4634,102,17,3,2472,2243,21,4736,50,117,923,891,691,688,636,379,219,162,0,0 to 103,40,2479,446,393,1418,650,2523,1563,653,6,326,3,0,64,4756,2252,2483,4736,20,0,67980,6,72797,67986,4756,64,1336,1278,40,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,28236,656,1027,2885,4262,4126,4090,4097,3610,2201,949,333,0 to 119,47,15710,12215,311,28120,116,0,1333,23529,231,4494,200,10909,17295,1,31,28088,9726,1145,30,8,5676,5043,152,10871,206,532,1663,2135,1951,1591,1241,830,481,277,2,0 to 103,39,4823,1820,920,3308,2535,4161,4175,1288,11,868,6,1,215,10909,5057,5700,10871,38,0,68874,75,79924,68949,10909,215,3412,2842,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,19839,256,644,1961,3246,3178,3352,2955,2140,1058,373,676,0 to 155,45,10831,8850,158,19732,107,0,1822,15688,390,2920,229,7150,12618,2,69,19662,7018,53,77,2,3638,3344,89,7071,90,262,1076,1568,1343,1263,761,467,245,71,4,0 to 102,39,2024,333,1916,2798,2586,1072,3413,592,10,297,8,2,51,7150,3395,3663,7071,79,0,44005,27,51304,44032,7150,51,2504,1993,39,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4649,81,106,282,530,463,553,722,801,700,391,20,0 to 119,59,2729,1877,43,4583,66,0,148,3884,47,730,38,968,3675,0,6,4577,873,92,3,0,494,464,7,965,20,36,109,152,136,136,154,100,89,36,0,0 to 96,48,510,162,143,150,269,493,203,202,2,120,1,0,22,968,467,494,965,3,0,12579,63,13619,12642,968,22,975,861,48,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,37679,509,810,3728,5242,5115,5491,5901,5563,3600,1657,63,0 to 119,51,21088,16240,351,36532,1146,1,1318,32137,613,6603,221,14046,23609,2,22,36509,13279,491,270,6,7162,6422,186,13770,235,464,2226,2664,2291,2220,1736,1077,668,457,8,0 to 101,41,5679,1280,495,6316,3133,4084,6553,1592,18,857,15,6,252,14046,6563,7290,13769,276,1,84810,868,99756,85678,14046,252,3478,1876,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,22276,548,935,2532,2841,2992,3072,3156,3099,2286,776,39,0 to 105,49,11817,10303,156,21897,379,0,1073,16640,356,5378,207,8601,13508,3,164,21730,8125,376,84,16,4300,4163,38,8501,229,453,1517,1445,1463,1346,1028,583,371,165,1,0 to 101,39,4014,476,678,3333,3380,1856,3265,919,22,583,12,6,117,8601,4220,4338,8501,100,0,45525,279,54463,45804,8601,117,5359,4377,39,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,233338,2874,4970,22322,39923,38088,42172,37395,24047,13416,7410,721,0 to 225,47,120835,111077,1426,231537,1800,1,6474,207006,2785,25656,1098,98430,134606,94,208,231237,96336,1258,827,9,49168,47994,432,97594,1308,2769,12391,19017,16731,17650,13656,7824,4392,2575,117,0 to 108,43,33730,9382,5097,49385,36547,11618,49429,9596,60,5047,33,16,1370,98430,48415,49538,97593,836,1,447224,951,547830,448175,98430,1370,8568,7829,43,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,5012,78,110,391,721,715,853,992,710,329,111,2,0 to 101,51,2582,2409,21,4916,96,0,1425,2483,83,1199,145,1082,3899,0,31,4887,1030,25,22,5,489,563,3,1055,25,37,128,216,186,191,140,100,44,15,0,0 to 100,42,538,39,22,456,281,313,461,146,7,60,6,1,6,1082,580,499,1055,27,0,9543,66,10701,9609,1082,6,1954,1677,42,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,9234,281,380,1129,1273,1277,1399,1432,1176,613,264,10,0 to 119,47,5005,4162,67,9157,77,0,369,7309,99,1467,148,2288,6943,0,3,9154,2203,69,16,0,1109,1126,37,2272,37,78,571,384,312,344,280,156,83,43,0,0 to 101,37,1385,131,58,698,57,1457,758,110,0,133,1,0,19,2288,1131,1120,2272,16,0,19736,60,22101,19796,2288,19,2783,2239,37,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2579,60,79,333,343,369,375,404,293,180,140,3,0 to 104,47,1365,1180,34,2437,142,0,111,2115,15,930,115,964,1614,0,1,2436,847,26,88,3,415,457,1,873,12,38,223,161,161,128,132,57,39,13,0,0 to 104,38,712,52,23,86,181,615,77,106,11,48,2,0,11,964,497,466,873,91,0,6405,51,7458,6456,964,11,488,433,38,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3844,49,84,366,627,624,646,578,392,283,189,6,0 to 105,47,1776,1980,88,3817,27,0,23,2845,19,868,43,979,2861,1,3,3813,918,48,12,1,398,558,10,966,11,30,112,166,163,171,134,87,55,50,0,0 to 100,45,410,273,44,239,39,536,391,122,2,77,0,0,17,979,565,403,966,13,0,7306,14,8312,7320,979,17,1010,811,45,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1282,19,34,119,155,160,208,254,159,117,57,0,0 to 119,53,740,506,36,1273,9,0,44,900,9,385,15,402,877,0,3,1270,336,61,5,0,200,178,19,397,5,12,59,62,48,65,64,44,33,10,0,0 to 99,48,180,70,14,133,4,239,154,31,0,30,0,0,13,402,180,203,397,5,0,3212,4,3620,3216,402,13,368,310,48,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,4233,61,95,422,476,524,605,765,685,410,186,4,0 to 103,53,2302,1785,146,4091,142,0,176,3382,28,572,93,895,3319,0,19,4074,824,29,40,2,432,421,0,853,14,25,182,137,143,138,125,84,29,18,0,0 to 95,41,526,87,44,196,38,602,213,118,1,49,0,0,7,895,438,457,853,42,0,11629,98,12640,11727,895,7,1012,1006,41,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,470,9,17,58,96,102,66,50,37,28,6,1,0 to 90,39,197,272,1,470,0,0,57,249,3,286,0,293,177,0,0,470,291,2,0,0,96,197,0,293,6,5,40,73,77,47,30,10,3,2,0,0 to 89,38,211,59,13,10,140,135,18,38,0,25,0,0,3,293,197,96,293,0,0,665,0,959,665,293,3,204,145,38,2.27684336624256,0.231957009552348
