ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,600,15,13,30,52,83,82,119,121,65,19,1,0 to 101,56,361,235,4,595,5,0,8,490,41,99,7,57,543,0,0,595,30,25,2,0,34,21,0,55,2,1,6,8,10,5,8,7,4,6,0,0 to 95,52,22,24,7,2,8,43,4,10,2,11,0,0,4,57,23,34,55,2,0,1239,3,1300,1242,57,4,99,61,58,52,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1215,58,54,109,144,158,164,176,186,110,49,7,0 to 99,50,773,436,6,1192,23,0,28,910,53,384,17,220,993,1,1,1190,115,101,4,0,135,81,0,216,15,14,25,29,35,28,39,18,6,11,0,0 to 98,42,48,148,16,4,16,181,19,39,0,7,0,1,3,220,82,138,216,4,0,1872,19,2116,1891,220,3,399,299,50,42,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2235,3,6,160,691,562,403,273,94,29,6,8,0 to 92,39,182,2046,7,2235,0,0,1,2004,1,101,0,238,1997,0,0,2235,234,4,0,0,14,224,0,238,0,2,15,59,56,59,40,5,1,1,0,10 to 85,41,131,97,5,5,7,147,84,7,0,1,0,0,1,238,224,14,238,0,0,2129,0,2369,2129,238,1,90,65,41,41,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2066,25,37,171,549,419,332,248,169,70,42,4,0 to 118,40,489,1551,26,2060,6,0,47,1887,9,380,6,380,1685,0,1,2059,368,9,2,1,99,278,0,377,14,20,41,100,69,68,52,12,4,0,0,0 to 84,37,153,184,35,5,66,161,150,42,1,11,0,0,2,380,280,100,377,3,0,2537,3,2922,2540,380,2,27,25,39,37,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3640,43,42,296,484,508,593,670,467,294,188,55,0 to 119,51,2029,1557,54,3589,51,0,173,3202,28,526,70,625,3013,0,2,3587,535,58,31,1,316,277,0,593,10,11,113,135,117,101,76,40,19,3,0,0 to 93,38,411,66,33,83,127,360,106,104,6,37,2,2,5,625,296,329,593,32,0,7909,21,8566,7930,625,5,106,98,44,38,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3519,92,107,253,433,440,459,676,557,291,202,9,0 to 119,54,1988,1436,95,3503,16,0,245,3040,63,422,16,331,3185,0,3,3500,287,41,3,0,162,166,0,328,11,16,40,69,49,47,46,29,17,7,0,0 to 97,40,146,125,41,16,44,264,20,11,0,38,0,0,3,331,168,163,328,3,0,5911,13,6260,5924,331,3,31,29,40,40,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,946,30,17,104,143,133,153,155,108,69,32,2,0 to 99,48,517,378,51,886,60,0,41,846,16,112,5,84,862,0,0,886,49,35,0,0,38,46,0,84,0,2,12,13,14,10,13,9,8,3,0,10 to 97,46,63,16,3,2,1,79,4,21,0,17,0,0,4,84,46,38,84,0,0,1784,60,1928,1844,84,4,114,113,48,46,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,947,15,13,77,142,132,157,165,159,65,21,1,0 to 119,51,452,480,15,935,12,0,7,763,5,198,8,196,751,0,0,935,173,20,1,2,28,165,0,193,2,0,21,57,48,36,17,12,3,0,0,1 to 83,38,113,66,9,5,16,151,26,7,0,5,0,0,0,196,166,30,193,3,0,2385,9,2594,2394,196,0,84,78,43,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8338,178,230,678,906,1006,1099,1429,1412,978,400,22,0 to 100,55,4124,3775,439,8242,96,0,518,6540,82,1766,81,2208,6091,1,38,8204,2178,14,16,0,1014,1172,6,2192,82,125,353,399,395,366,223,124,86,53,2,0 to 99,37,793,94,724,581,1240,528,424,332,2,189,1,1,28,2208,1181,1021,2192,16,0,15105,78,17413,15183,2208,28,787,776,38,37,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,62690,1441,1834,6510,10384,9150,9511,9929,7680,4106,1895,250,0 to 119,47,35501,26885,304,62253,437,0,1039,58171,458,3678,327,13044,49513,23,110,62121,12681,271,89,3,6831,6072,49,12952,275,479,2584,3241,2008,1733,1263,687,394,243,137,0 to 104,34,3913,1735,1524,5780,2577,3772,6603,1105,11,654,8,3,148,13044,6116,6879,12952,92,0,121627,344,135105,121971,13044,148,3426,3079,37,34,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,17448,307,457,1226,1818,1919,2267,3134,3368,2071,778,103,0 to 119,57,9857,7304,287,17192,256,0,993,15370,177,2103,50,3261,14182,4,1,17187,3178,63,20,0,1686,1547,8,3241,72,190,477,586,537,454,380,260,184,121,0,0 to 101,40,1649,304,303,985,954,1197,1090,207,4,278,3,2,131,3261,1556,1697,3241,20,0,38940,236,42456,39176,3261,131,384,286,45,40,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8684,125,222,701,1020,1223,1433,1519,1339,767,313,22,0 to 101,52,4995,3585,104,8662,22,0,199,7986,130,707,61,871,7811,1,1,8660,793,74,4,0,481,385,1,867,5,21,107,122,134,152,124,105,60,40,1,0 to 100,48,421,161,73,212,78,554,235,168,0,109,0,0,34,871,387,483,867,4,0,17214,18,18115,17232,871,34,549,516,55,48,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1313,42,106,185,249,173,155,165,140,71,26,1,0 to 94,39,722,576,15,1306,7,0,70,677,2,559,8,496,817,0,0,1306,362,129,4,1,251,240,0,491,17,51,78,112,78,55,42,41,16,5,1,0 to 86,33,358,64,47,22,346,126,19,72,3,43,3,1,3,496,243,253,491,5,0,2247,2,2748,2249,496,3,816,717,35,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15785,178,241,1080,1839,1816,2268,2675,2921,1949,791,27,0 to 168,56,9630,6104,51,15758,27,0,4403,10497,177,3674,155,817,14573,0,395,15364,786,26,4,1,431,381,0,812,16,20,130,174,132,115,110,64,42,14,0,0 to 97,39,574,136,55,47,157,600,55,134,3,75,0,0,12,817,382,435,812,5,0,24124,21,24967,24145,817,12,940,775,45,39,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,21953,193,339,1382,2359,2421,3152,4446,4101,2209,1059,292,0 to 119,57,12260,9026,667,21854,99,0,544,20262,230,1633,151,2496,19450,0,7,21847,2260,219,16,1,1277,1198,4,2479,24,61,422,450,345,358,352,269,114,95,6,0 to 102,42,1112,353,468,546,311,1406,762,389,6,236,5,0,58,2496,1207,1285,2479,17,0,39876,82,42483,39958,2496,58,1452,838,49,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,819,21,27,66,91,134,107,139,124,69,40,1,0 to 118,52,484,318,17,819,0,0,12,702,6,99,2,72,747,0,0,819,56,16,0,0,35,37,0,72,0,3,13,5,12,11,12,7,6,3,0,6 to 91,49,55,15,0,2,0,69,3,17,0,12,0,0,4,72,37,35,72,0,0,1362,0,1434,1362,72,4,153,98,48,49,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16423,246,272,1030,1636,1642,2065,2635,2917,2061,675,1244,0 to 103,57,8622,6771,1030,16282,141,0,218,15444,222,774,106,1603,14784,0,36,16248,1565,19,19,0,789,788,7,1584,25,37,278,317,220,251,214,136,99,25,1,0 to 103,41,607,184,252,541,239,727,618,219,12,132,5,1,23,1603,799,797,1584,19,0,34146,120,35888,34266,1603,23,833,541,44,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1803,27,31,183,234,201,239,345,272,191,79,1,0 to 118,54,1040,746,17,1799,4,0,36,1476,16,383,8,192,1611,0,0,1799,164,25,0,3,66,122,1,189,1,3,42,42,32,20,24,16,8,4,0,3 to 99,36,80,10,87,12,96,81,12,24,0,16,0,0,1,192,124,67,189,3,0,3190,1,3385,3191,192,1,345,295,35,36,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3988,28,34,104,184,197,312,534,1453,921,135,86,0 to 119,69,1966,1832,190,3913,75,0,153,3541,164,366,63,401,3564,0,23,3890,347,51,2,1,142,254,2,398,1,9,20,19,47,58,56,116,63,12,0,4 to 92,63,282,53,14,49,30,312,56,85,0,56,0,0,17,401,256,143,398,3,0,7600,72,8080,7672,401,17,141,129,65,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,18973,249,437,1938,2630,2573,2903,3023,2585,1222,545,868,0 to 119,49,10703,8142,128,18929,44,0,381,17747,246,1012,101,2987,15965,1,20,18909,2914,60,13,0,1571,1399,4,2974,41,65,759,689,436,410,262,171,88,66,0,0 to 100,33,1322,258,259,1135,417,922,1635,296,5,180,1,0,20,2987,1404,1579,2974,13,0,36213,30,39259,36243,2987,20,1060,817,33,33,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,71566,1249,1655,7078,11486,10681,11092,10933,7685,3652,1385,4670,0 to 120,46,38827,32331,408,70381,1184,1,1038,68184,585,2824,428,12078,59384,0,104,70279,11738,115,220,5,5633,6126,94,11853,197,300,2768,3290,1981,1616,1097,483,249,87,10,0 to 103,32,2942,1603,1991,5317,1773,2675,7405,939,48,470,38,5,59,12078,6255,5721,11852,225,1,130945,958,144144,131903,12078,59,1733,1507,35,32,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4282,41,84,234,416,390,513,789,955,651,201,8,0 to 222,60,2379,1713,190,4275,7,0,85,3640,119,417,30,364,3915,1,2,4273,224,140,0,0,178,186,0,364,4,12,44,46,37,52,78,52,27,12,0,0 to 97,53,283,19,18,44,31,284,49,43,0,40,0,0,13,364,186,178,364,0,0,10145,6,10519,10151,364,13,1245,790,57,53,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4218,71,70,354,566,506,617,747,594,427,262,4,0 to 102,53,2526,1670,22,4197,21,0,113,3685,66,430,51,472,3746,0,0,4197,345,120,6,1,230,234,1,465,7,12,79,97,66,72,70,43,17,9,0,0 to 92,40,303,38,23,101,63,242,160,84,2,43,2,1,5,472,236,235,465,7,0,10371,14,10858,10385,472,5,674,623,46,40,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,42705,435,648,3201,5667,4987,6097,7872,7074,4292,2341,91,0 to 120,55,24556,18033,116,42358,347,0,2657,37214,411,6475,401,7697,34957,1,50,42307,7463,159,68,7,4148,3451,23,7622,105,255,1269,1760,1018,1011,902,612,429,327,9,0 to 104,39,3164,1455,353,2650,510,4027,3085,884,19,709,17,2,183,7697,3495,4179,7622,75,0,91743,272,99747,92015,7697,183,723,631,41,39,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2497,75,83,227,335,303,306,385,319,241,213,10,0 to 118,52,1553,872,72,2482,15,0,71,2020,110,669,21,581,1916,0,0,2482,454,112,12,3,332,234,0,566,22,42,86,86,86,85,63,47,37,27,0,0 to 102,41,277,81,108,100,204,253,109,69,1,60,0,0,21,581,240,341,566,15,0,3883,0,4467,3883,581,21,68,64,47,41,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,54128,851,1213,5464,9391,8033,8182,9203,6650,3347,1668,126,-6 to 119,47,29606,23780,742,53483,645,0,981,50184,454,3105,226,7961,46103,10,54,53420,7366,479,104,12,3974,3840,31,7845,93,243,1449,2201,1392,1027,826,453,177,97,3,0 to 101,34,2232,2109,727,2777,786,3914,3145,587,22,366,11,3,68,7961,3903,4025,7845,116,0,103863,528,112491,104391,7961,68,2778,2661,39,34,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,367,6,1,44,47,41,37,40,50,56,44,1,0 to 119,57,232,128,7,367,0,0,12,328,0,23,1,34,333,0,0,367,27,7,0,0,17,17,0,34,1,1,4,9,3,5,4,4,1,2,0,3 to 98,38,23,7,2,2,7,25,2,7,0,3,0,0,0,34,17,17,34,0,0,532,0,567,532,34,0,20,20,46,38,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,639,11,15,43,57,67,110,129,122,65,20,0,0 to 94,56,373,263,3,581,58,0,22,585,1,74,14,34,604,0,1,580,27,3,4,0,16,14,0,30,0,1,7,2,5,10,5,3,0,1,0,9 to 89,46,23,4,2,1,2,27,1,8,1,2,1,0,0,34,17,17,30,4,0,1550,54,1638,1604,34,0,68,65,48,46,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1207,11,24,65,81,112,141,407,279,73,14,0,0 to 118,59,332,869,6,1207,0,0,21,1133,4,107,4,74,1132,0,1,1206,57,17,0,0,18,56,0,74,0,5,11,9,4,5,25,13,2,0,0,6 to 80,55,47,22,4,1,3,67,4,10,0,10,0,0,2,74,56,18,74,0,0,2309,0,2383,2309,74,2,127,125,61,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1516,22,29,127,197,176,225,294,190,146,103,7,0 to 118,54,946,546,24,1514,2,0,33,1398,34,186,2,92,1423,0,1,1513,46,46,0,0,64,28,0,92,1,5,12,12,14,10,8,7,12,11,0,1 to 107,47,68,19,3,2,6,82,4,14,0,13,0,0,2,92,28,64,92,0,0,2617,2,2713,2619,92,2,251,219,62,47,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1299,14,30,101,149,173,218,247,218,109,39,1,0 to 102,53,738,551,10,1294,5,0,18,1199,13,214,6,72,1226,0,1,1293,49,20,2,1,44,25,0,69,1,0,16,15,10,13,7,6,3,1,0,3 to 86,37,43,18,3,5,5,59,5,13,0,8,0,0,1,72,26,46,69,3,0,2263,2,2341,2265,72,1,171,96,46,37,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21222,277,394,1486,2272,2362,2952,4596,4028,2134,573,148,0 to 119,56,11947,9170,105,21200,22,0,468,19916,107,1614,108,2366,18854,0,2,21198,2281,69,14,2,1191,1155,4,2350,30,62,508,519,367,325,289,148,71,47,0,0 to 99,36,1305,153,154,738,383,1232,735,260,3,123,3,0,18,2366,1162,1200,2350,16,0,47652,6,50029,47658,2366,18,1034,976,42,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,21871,514,620,1911,2995,2988,3150,3378,3162,1980,833,340,0 to 119,50,12460,9225,186,21772,99,0,588,19254,231,2207,151,4660,17191,1,19,21752,4201,439,18,2,2478,2155,7,4640,82,162,717,896,829,675,526,370,249,154,0,0 to 103,40,2200,662,419,1359,1146,1907,1587,750,10,488,5,1,105,4660,2163,2490,4640,20,0,45212,79,49978,45291,4660,105,1873,1303,46,40,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,15142,209,432,1236,2300,2227,2474,2462,1843,918,330,711,0 to 155,48,8392,6674,76,15047,95,0,848,12954,390,1587,220,2526,12556,2,58,14988,2420,39,65,2,1260,1195,4,2459,46,82,387,633,421,409,268,156,97,25,2,0 to 102,37,911,158,853,537,1186,543,730,402,9,202,7,2,25,2526,1241,1280,2459,67,0,25629,27,28230,25656,2526,25,1458,946,44,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3981,65,64,208,423,369,474,627,735,637,359,20,0 to 119,61,2409,1534,38,3915,66,0,79,3610,47,343,31,390,3585,0,6,3909,340,47,3,0,207,180,0,387,12,13,46,57,55,67,64,38,33,5,0,0 to 91,47,228,68,61,30,136,212,39,87,2,68,1,0,11,390,183,207,387,3,0,9197,63,9665,9260,390,11,515,401,51,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,30146,385,542,2509,3785,3825,4256,4925,5022,3327,1509,61,0 to 119,54,17178,12723,245,29149,996,1,846,26193,613,3551,187,6668,23467,1,10,29139,6303,242,117,6,3421,3064,60,6545,116,210,1029,1228,1055,999,793,557,379,296,6,0 to 101,41,3430,840,185,2090,1957,2401,2187,1058,15,608,13,4,162,6668,3134,3472,6544,123,1,52576,873,60135,53449,6668,162,2939,1332,46,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,18067,416,708,1845,2140,2280,2338,2628,2815,2143,715,39,0 to 105,51,9653,8313,101,17699,368,0,581,14382,356,3387,172,4701,13255,3,108,17588,4285,327,73,16,2266,2327,19,4612,141,256,873,768,800,645,546,328,235,108,1,0 to 101,38,2310,208,367,1727,2118,942,1552,549,20,352,11,6,85,4701,2381,2301,4612,89,0,30783,279,35781,31062,4701,85,4005,3019,40,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,178727,1987,3088,14688,29161,28716,32393,30021,20142,11351,6492,688,0 to 225,48,92966,84619,1142,177205,1521,1,4519,159902,2785,19540,1029,42311,136149,100,167,176940,40828,925,549,9,20717,21000,36,41753,451,936,4681,7908,7069,7545,6069,3781,2210,1579,82,0 to 108,45,18574,5395,1657,16127,18992,6795,15966,7087,50,4112,31,15,1034,42311,21286,20970,41752,558,1,293670,962,337328,294632,42311,1034,5827,5087,47,45,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3975,32,74,262,502,540,676,857,622,301,108,1,0 to 101,53,2073,1892,10,3888,87,0,1311,2125,83,877,137,322,3612,0,41,3851,282,23,13,4,135,170,0,305,3,14,32,53,49,54,43,38,24,12,0,2 to 100,47,199,11,5,90,82,130,93,50,3,23,2,0,5,322,181,141,305,17,0,5803,65,6190,5868,322,5,839,562,54,47,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7516,238,288,749,1006,1043,1114,1214,1058,554,242,10,0 to 119,49,4137,3351,28,7447,69,0,164,6755,99,545,90,743,6771,1,1,7445,689,46,8,0,339,395,1,735,11,15,224,131,97,109,79,43,21,13,0,0 to 98,34,557,57,21,100,29,580,126,43,0,40,1,0,9,743,398,344,735,8,0,12833,61,13641,12894,743,9,1444,898,41,34,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1807,53,51,134,197,238,265,316,255,162,133,3,0 to 101,53,999,771,37,1734,73,0,49,1591,15,316,56,295,1512,0,0,1734,239,23,30,3,137,125,0,262,6,15,44,39,51,37,54,26,17,6,0,0 to 101,42,235,14,5,8,74,176,12,41,7,27,2,0,9,295,138,157,262,33,0,3495,40,3834,3535,295,9,179,124,46,42,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3148,33,45,271,537,535,545,485,315,235,141,6,0 to 105,47,1430,1627,91,3124,24,0,18,2634,19,379,33,394,2752,1,1,3122,345,39,9,1,107,277,0,384,6,10,44,88,86,74,56,21,8,1,0,0 to 87,40,177,143,20,44,30,236,118,50,2,31,0,0,2,394,281,113,384,10,0,5047,14,5465,5061,394,2,583,381,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,936,12,16,60,99,117,149,198,131,99,55,0,0 to 119,55,552,363,21,930,6,0,36,747,9,159,14,118,815,0,3,927,92,24,2,0,61,55,0,116,0,2,7,14,13,15,24,20,16,7,0,9 to 99,57,81,25,1,9,1,103,12,14,0,21,0,0,13,118,55,63,116,2,0,1770,4,1893,1774,118,13,188,130,59,57,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3460,47,57,279,361,412,476,648,617,386,173,4,0 to 103,56,1868,1402,190,3349,111,0,78,3195,28,176,39,253,3199,0,8,3341,221,22,8,2,119,124,0,243,3,5,56,40,51,33,25,27,8,5,0,0 to 91,40,151,27,7,58,8,172,63,43,1,19,0,0,1,253,127,126,243,10,0,7360,101,7719,7461,253,1,334,328,43,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,340,6,13,48,70,69,39,32,31,24,7,1,1 to 90,39,159,179,2,340,0,0,35,203,3,156,0,172,168,0,0,340,170,2,0,0,61,111,0,172,2,3,31,48,46,21,12,5,2,2,0,1 to 89,36,118,20,8,26,92,53,27,22,0,15,0,0,1,172,111,61,172,0,0,498,0,670,498,172,1,162,103,37,36,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5802,65,53,294,488,565,801,1111,1103,758,558,6,0 to 119,60,3393,2342,67,5783,19,0,238,5073,62,752,28,860,4935,1,6,5776,692,165,2,1,487,367,3,857,9,9,70,87,77,106,153,131,103,115,0,0 to 101,60,666,66,16,109,60,663,134,132,1,151,1,0,76,860,369,488,857,3,0,12075,16,12955,12091,860,76,118,99,63,60,3.83218059315228,0.165856243943894
