OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,39,2,2,1,2,7,6,11,2,3,2,1,0,0,0,0,0,0,0,0,2,1,49,1 to 93,82,76 to 93,3,0,19,18,2,38,1,0,10,28,1,0,2,1,2,0,1,0,34,3,31,0,5,1,4,8,3,2,1,3,0,0,31,0,39,31,3,0,14,8,1581350101.5302,228391.565390175
12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,63,5,0,5,7,7,12,8,10,7,2,0,2,0,2,2,0,2,2,1,0,0,49,0 to 88,35,0 to 66,10,0,40,21,2,62,1,0,13,47,3,4,4,3,10,0,1,0,63,11,52,0,0,6,1,9,11,4,7,10,1,0,52,0,63,52,11,0,34,33,1853116752.08771,219176.19751538
13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,12,1,2,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,2 to 76,NA,NA,0,0,9,3,0,12,0,0,0,12,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,0,0,0,2183538740.41838,308797.501184753
14,14,24,047,HAMILTON,2000-05-16T00:00:00.000Z,14477960107.7779,763034.416582444,24,Hamilton,FL,14,24,47,46,0,1,7,3,8,5,12,3,5,2,0,0,0,0,0,0,0,1,0,0,0,50,11 to 93,56,56 to 56,1,0,21,21,4,44,2,0,11,33,2,0,0,1,1,0,0,0,45,1,44,0,1,8,2,5,1,0,1,1,0,0,43,1,46,44,1,0,2,0,1344926537.82205,232510.619937192
15,15,3,005,BAY,2000-05-16T00:00:00.000Z,20842319162.9517,1834701.30277606,3,Bay,FL,15,3,5,313,4,4,22,54,45,71,57,29,21,6,0,0,0,1,4,5,6,4,3,0,1,48,0 to 99,49,21 to 93,23,0,173,129,11,311,2,0,32,255,26,11,2,11,19,0,5,1,312,24,288,0,1,21,26,12,24,16,8,23,1,0,287,1,313,288,24,1,30,28,1930770661.49939,558412.990825665
16,16,12,023,COLUMBIA,2000-05-16T00:00:00.000Z,22266487302.2026,905417.470831242,12,Columbia,FL,16,12,23,283,15,19,23,31,41,33,57,41,15,5,3,1,0,1,2,1,2,6,2,0,0,45,0 to 98,47,1 to 70,15,0,154,119,10,280,3,0,78,194,11,2,13,0,13,0,2,0,267,15,251,1,16,88,45,28,15,7,8,15,0,0,251,1,283,252,15,0,7,6,2068684690.43686,276060.430857214
17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,150,5,5,12,23,16,31,18,12,18,10,0,0,0,1,0,0,0,3,2,4,3,49,0 to 99,72,24 to 97,13,0,97,40,13,148,2,0,46,101,3,10,1,2,10,0,3,0,149,13,136,0,1,14,18,16,13,4,9,13,0,0,134,2,150,136,13,0,1,0,1520245937.66486,183737.354704368
18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,61,4,2,4,8,5,11,10,10,5,1,1,0,0,0,1,0,0,0,0,0,0,48,0 to 100,27,27 to 27,1,0,34,17,10,61,0,0,1,59,1,0,0,1,1,0,0,0,53,1,52,0,8,0,2,0,1,1,0,1,0,0,52,0,61,52,1,0,3,3,1251550190.83949,175658.620344926
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,795,12,8,39,79,98,122,152,148,95,42,0,0,0,4,7,4,15,25,14,16,0,55,1 to 99,58,20 to 84,82,0,443,330,22,792,3,0,41,727,27,33,28,24,46,24,15,0,790,85,705,0,5,32,20,29,85,50,35,82,3,0,705,0,795,705,85,0,58,51,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,8762,258,231,835,1610,1522,1399,1305,952,453,192,5,6,12,75,102,100,108,85,53,28,6,45,0 to 110,44,0 to 93,560,0,5211,3509,42,8673,89,0,328,8234,200,188,223,164,404,80,91,5,8756,575,8173,8,6,295,237,229,575,288,287,560,15,0,8104,73,8762,8177,575,5,645,322,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,982,15,17,59,118,134,176,180,153,86,43,1,0,2,5,17,17,29,22,29,22,2,52,0 to 100,55,14 to 86,145,0,580,379,23,975,7,0,91,874,17,6,118,21,54,59,32,5,980,145,835,0,2,71,49,34,145,68,76,145,0,0,828,7,982,835,145,5,179,112,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,1220,13,28,79,161,222,263,209,143,69,26,7,0,0,6,8,13,21,14,11,3,5,48,0 to 99,52,18 to 95,81,0,688,472,60,1218,2,0,112,1082,26,40,8,33,54,5,22,6,1216,81,1135,0,4,55,28,62,81,40,41,81,0,0,1133,2,1220,1135,81,6,43,31,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,44,2,1,4,7,5,5,9,9,1,1,0,0,0,0,0,1,0,0,1,0,0,47,0 to 89,56,39 to 73,1,0,26,18,0,42,2,0,2,40,2,1,0,1,1,0,1,0,44,2,42,0,0,2,2,0,2,0,2,1,1,0,41,1,44,42,2,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,1295,24,20,108,142,160,200,222,244,120,52,3,0,0,3,10,9,12,11,8,1,1,52,0 to 118,48,19 to 88,52,0,780,486,29,1289,6,0,64,1173,58,40,1,14,49,0,6,2,1096,55,1039,2,199,225,379,70,55,22,33,52,3,0,1038,1,1295,1039,55,2,100,90,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,1560,29,33,89,227,220,240,281,260,131,47,3,0,0,9,24,21,24,21,39,13,2,51,0 to 101,53,17 to 89,150,0,928,619,13,1553,7,0,87,1388,85,70,39,44,80,37,36,3,1556,153,1401,2,4,60,35,87,153,78,73,150,3,0,1398,4,1560,1402,153,3,287,176,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,72,3,3,5,6,20,6,8,14,6,0,1,0,0,0,0,0,0,0,1,0,0,46,0 to 82,66,66 to 66,1,0,39,33,0,72,0,0,7,65,0,0,0,1,0,0,1,0,72,1,71,0,0,7,2,0,1,0,1,1,0,0,71,0,72,71,1,0,0,0,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,2035,62,33,140,276,247,331,334,290,249,71,2,0,0,4,4,13,21,22,25,17,1,51,0 to 101,58,17 to 86,100,0,1198,806,31,2019,16,0,86,1904,45,25,39,43,51,30,26,2,2025,107,1914,4,10,51,45,81,107,48,59,100,7,0,1906,9,2035,1915,107,2,195,148,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,168,4,7,16,23,21,32,20,27,14,4,0,0,0,0,0,0,1,3,0,0,0,48,0 to 118,57,48 to 64,4,0,114,54,0,168,0,0,18,150,0,2,1,1,2,1,1,0,167,4,163,0,1,7,12,3,4,1,3,4,0,0,163,0,168,163,4,0,7,6,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,953,10,10,17,25,30,68,139,411,223,20,0,0,0,1,0,4,5,11,34,22,4,65,0 to 96,68,18 to 92,81,0,531,396,26,953,0,0,69,845,39,41,9,31,50,5,26,5,941,81,855,5,12,88,29,54,81,45,35,81,0,0,859,0,953,859,81,5,40,37,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,2190,43,47,198,399,425,373,302,255,80,67,1,0,0,16,36,27,47,27,35,4,3,45,0 to 104,48,19 to 100,190,0,1325,846,19,2182,8,0,144,1971,75,79,19,97,137,15,43,1,2176,195,1980,1,14,123,57,107,195,88,107,190,5,0,1977,3,2190,1980,195,1,327,241,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,7854,292,217,696,1439,1447,1299,1109,779,394,179,3,8,6,60,125,140,160,129,77,35,14,44,0 to 101,47,0 to 101,706,0,4508,3310,36,7675,178,1,272,7451,131,137,430,187,258,403,93,9,7837,754,7080,3,17,212,123,193,754,407,343,705,48,1,6953,130,7854,7083,754,9,561,401,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,600,10,11,35,66,73,78,108,115,74,27,3,0,0,4,5,5,5,12,7,6,2,54,0 to 97,56,17 to 88,46,0,329,189,82,598,2,0,103,479,18,19,14,13,28,5,13,2,595,46,548,1,5,33,61,46,46,21,25,46,0,0,547,2,600,549,46,2,167,79,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,681,11,12,53,101,97,108,129,100,49,21,0,0,0,3,12,4,5,10,9,4,1,50,0 to 97,51,19 to 85,46,0,411,265,5,672,9,0,81,570,30,29,6,13,37,2,9,0,680,48,631,1,1,41,71,38,48,24,24,46,2,0,624,7,681,631,48,0,28,18,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,6581,101,99,415,981,906,1074,1181,1004,546,259,15,0,3,28,65,43,72,84,56,18,3,51,0 to 104,49,6 to 95,339,0,3873,2684,24,6469,112,0,454,5864,263,197,74,101,257,51,64,8,6513,372,6129,12,68,445,80,160,372,194,178,339,33,0,6055,78,6581,6133,372,8,305,232,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,187,3,2,15,24,22,32,35,30,19,5,0,0,0,4,5,7,3,4,3,5,0,52,1 to 92,49,20 to 84,31,0,138,44,5,187,0,0,59,124,4,12,13,6,19,8,4,0,186,31,155,0,1,37,20,30,31,6,25,31,0,0,155,0,187,155,31,0,7,5,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,8210,125,143,635,1554,1447,1398,1254,842,446,347,19,2,4,39,74,77,80,83,58,39,22,47,0 to 103,50,1 to 97,465,0,4739,3025,446,8168,42,0,163,8005,42,41,390,47,81,349,48,9,8095,478,7614,3,115,237,113,197,478,210,248,465,13,0,7590,27,8210,7617,478,9,323,278,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,26,1,0,3,3,7,3,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,47,0 to 86,NA,NA,0,0,15,11,0,26,0,0,6,20,0,0,0,0,0,0,0,0,25,0,25,0,1,4,10,0,0,0,0,0,0,0,25,0,26,25,0,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,53,3,2,2,7,8,8,12,8,3,0,0,0,0,0,0,1,0,0,0,0,0,47,1 to 77,42,42 to 42,1,0,30,23,0,51,2,0,22,23,8,0,0,1,1,0,0,0,53,1,52,0,0,15,18,1,1,0,1,1,0,0,50,2,53,52,1,0,5,4,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,75,4,1,5,11,18,11,10,9,4,2,0,0,0,0,1,0,0,1,0,0,0,46,1 to 86,42,25 to 60,2,0,39,32,4,75,0,0,6,66,3,0,2,0,1,1,0,0,74,2,72,0,1,8,6,0,2,1,1,2,0,0,72,0,75,72,2,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,165,0,0,13,19,17,17,26,21,32,18,2,0,0,0,0,1,0,1,1,3,3,59,19 to 100,76,36 to 100,9,0,100,55,10,165,0,0,36,129,0,2,5,2,6,1,2,0,156,9,147,0,9,10,31,17,9,2,7,9,0,0,147,0,165,147,9,0,27,16,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,115,1,3,11,19,19,28,15,10,5,3,1,0,0,0,1,1,3,0,1,0,0,46,4 to 93,46,27 to 65,5,0,65,48,2,114,1,0,10,103,2,3,0,3,2,0,4,0,115,6,109,0,0,5,0,7,6,2,4,5,1,0,109,0,115,109,6,0,26,15,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,1439,21,26,84,210,202,202,296,214,121,62,1,1,2,6,13,11,15,22,9,9,4,51,0 to 103,51,1 to 94,86,0,851,559,29,1432,7,0,107,1294,38,38,11,43,59,5,28,0,1436,92,1343,1,3,60,57,34,92,51,41,86,6,0,1342,1,1439,1343,92,0,200,164,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,2643,56,51,202,376,393,420,424,395,247,78,1,1,4,9,24,29,27,33,34,16,3,50,0 to 98,52,3 to 88,179,0,1512,1054,77,2633,10,0,171,2393,79,57,46,77,80,39,61,5,2627,180,2445,2,16,148,45,89,180,84,96,179,1,0,2436,9,2643,2445,180,5,199,156,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,1740,26,41,143,329,331,296,258,197,95,21,3,1,2,16,31,38,51,50,37,14,1,46,0 to 97,50,0 to 91,237,0,1005,724,11,1730,10,0,256,1357,127,91,42,108,135,39,67,4,1668,241,1427,0,72,191,58,188,241,132,109,237,4,0,1423,4,1740,1427,241,4,216,118,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,282,11,1,16,45,38,41,41,43,33,11,2,1,0,3,7,2,4,4,6,8,1,51,0 to 95,54,0 to 85,35,0,157,102,23,278,4,0,16,254,12,11,6,19,20,5,11,2,279,36,241,2,3,14,68,20,36,22,14,35,1,0,238,3,282,241,36,2,51,28,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,3982,58,50,247,552,568,662,677,634,402,130,2,1,1,20,50,48,56,71,80,60,13,52,0 to 100,56,2 to 100,378,0,2329,1579,74,3947,34,1,276,3635,71,127,188,85,165,157,78,14,3960,400,3559,1,22,107,57,262,400,199,196,377,22,1,3549,10,3982,3559,400,14,560,443,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,2284,18,32,146,292,287,303,380,402,312,110,2,2,1,17,39,16,27,51,46,40,10,54,0 to 103,55,0 to 99,205,0,1310,961,13,2178,106,0,277,1892,115,97,88,64,154,62,33,3,2260,249,2011,0,24,143,175,109,249,130,118,205,44,0,1950,61,2284,2011,249,3,367,348,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,24645,289,378,1550,4174,4251,4552,3924,3138,1610,735,44,16,29,318,848,803,943,761,548,281,113,49,0 to 115,48,0 to 103,4626,0,12811,11469,365,24517,127,1,929,23330,386,378,3607,686,815,3569,287,41,24467,4671,19763,33,178,455,665,832,4671,2482,2131,4625,45,1,19691,79,24645,19770,4671,41,2106,1706,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,511,5,4,32,66,86,98,103,77,28,12,0,0,0,5,7,6,10,7,6,5,0,50,0 to 92,49,19 to 80,40,0,295,215,1,488,23,0,69,386,56,15,20,11,35,4,7,2,425,46,379,0,86,100,158,35,46,23,23,40,6,0,363,16,511,379,46,2,124,110,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,883,49,45,102,144,153,147,104,91,41,7,0,2,0,10,8,9,9,11,11,4,0,41,0 to 98,47,0 to 84,64,0,533,348,2,882,1,0,45,806,32,27,25,12,51,5,8,2,883,64,818,1,0,46,5,30,64,40,24,64,0,0,818,1,883,819,64,2,426,171,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,209,11,4,17,20,37,46,33,28,10,3,0,0,0,3,3,3,6,3,2,4,1,46,0 to 97,51,20 to 90,18,0,113,92,4,198,11,0,42,138,29,17,1,7,19,1,5,0,209,25,184,0,0,17,42,12,25,10,15,18,7,0,180,4,209,184,25,0,26,19,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,125,2,0,12,28,18,22,20,12,9,2,0,0,0,0,3,1,0,0,0,0,0,46,0 to 86,32,28 to 38,3,0,71,52,2,122,3,0,18,91,16,3,0,1,4,0,0,0,124,4,119,1,1,18,13,8,4,1,3,3,1,0,118,2,125,120,4,0,9,3,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,72,0,1,3,10,18,10,15,9,5,1,0,0,0,0,0,0,1,0,0,0,0,50,5 to 86,53,53 to 53,1,0,44,22,6,72,0,0,18,48,6,0,1,0,0,0,1,0,70,1,69,0,2,20,2,2,1,1,0,1,0,0,69,0,72,69,1,0,9,9,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,432,4,6,34,72,68,67,81,56,36,8,0,0,0,2,4,3,3,5,6,2,0,49,1 to 92,52,21 to 84,25,0,258,150,24,428,4,0,17,397,18,8,7,10,20,1,4,0,432,25,407,0,0,20,8,12,25,11,14,25,0,0,403,4,432,407,25,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,16,0,0,0,4,2,3,1,3,1,2,0,0,0,0,1,0,0,0,1,1,1,54,26 to 90,67,30 to 89,4,0,5,11,0,16,0,0,4,12,0,0,1,3,1,0,3,1,16,4,12,0,0,1,1,2,4,3,1,4,0,0,12,0,16,12,4,1,5,4,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,634,10,10,33,57,69,93,110,133,72,45,2,0,0,2,3,1,11,7,16,9,6,56,0 to 98,64,24 to 94,55,0,373,251,10,629,5,0,35,591,8,15,27,13,21,22,12,1,629,55,573,1,5,21,1,26,55,21,34,55,0,0,569,4,634,573,55,1,74,63,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,1391,24,18,63,124,137,184,221,239,228,153,0,2,0,5,10,13,18,23,39,33,16,59,0 to 115,63,0 to 99,145,0,774,601,16,1355,36,0,420,912,59,61,25,73,90,13,56,7,1381,159,1221,1,10,310,93,108,159,69,90,145,14,0,1201,21,1391,1222,159,7,217,128,1509311882.53409,264158.506465067
