OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,238,6,6,24,38,29,44,34,21,23,13,0,0 to 99,48,150,72,16,235,3,0,15,207,50,3,17,221,0,0,235,10,7,0,17,0,0,1,1,0,0,4,4,4,3,0,24 to 97,71,15,1,1,0,0,17,0,4,0,7,0,0,2,17,7,10,17,0,0,218,3,238,221,17,2,1,0,1520245937.66486,183737.354704368
18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,101,4,3,8,13,12,21,15,16,7,2,0,0 to 100,49,56,32,13,100,1,0,0,100,4,1,4,92,0,5,95,1,3,0,4,0,0,0,1,1,1,0,1,0,0,0,27 to 73,42,3,0,1,0,0,4,0,2,0,0,0,0,0,4,3,1,4,0,0,91,1,101,92,4,0,5,5,1251550190.83949,175658.620344926
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,1201,19,12,65,118,151,192,246,208,135,55,0,0 to 99,56,675,495,31,1190,11,0,69,1076,88,54,135,1056,0,10,1181,55,69,1,125,0,0,8,11,8,20,37,18,27,6,0,19 to 92,61,94,4,7,20,10,94,21,43,2,30,1,0,4,135,76,58,125,10,0,1056,0,1201,1056,135,4,59,52,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,12704,332,295,1172,2323,2197,2100,1944,1362,664,307,8,0 to 119,45,7543,5093,68,12563,141,0,364,11979,450,245,819,11852,27,6,12531,388,392,1,781,9,20,97,136,139,153,131,80,37,17,0,0 to 100,45,385,128,170,98,226,433,122,236,5,141,2,1,18,819,409,409,781,38,0,11750,102,12704,11852,819,18,654,330,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,1799,29,34,121,234,261,306,329,252,165,67,1,0 to 100,52,1078,686,35,1783,16,0,131,1615,166,25,261,1535,1,2,1780,137,120,3,260,0,2,13,27,33,47,40,46,44,9,0,14 to 91,56,164,35,18,43,14,166,80,39,1,51,1,0,19,261,121,137,260,1,0,1520,15,1799,1535,261,19,182,102,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,2219,27,51,156,305,414,439,373,256,139,50,9,0 to 99,48,1241,855,123,2214,5,0,66,2060,191,39,168,2049,1,1,2212,98,68,0,166,0,0,9,11,23,28,32,31,23,11,0,18 to 95,59,91,30,15,30,14,120,32,55,0,39,0,0,9,168,69,99,166,2,0,2046,3,2219,2049,168,9,47,30,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,77,2,1,9,17,8,11,13,12,3,1,0,0 to 89,47,43,32,2,74,3,0,2,73,3,2,3,74,0,0,74,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,39 to 73,71,1,0,0,0,0,1,0,0,2,0,2,0,0,3,1,2,1,2,0,73,1,77,74,3,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,2390,39,34,179,289,335,383,430,420,197,82,2,0 to 119,53,1435,918,37,2384,6,0,354,1909,149,79,104,1971,5,310,2070,55,46,0,101,1,0,4,14,20,25,24,11,4,1,0,2 to 88,49,76,16,9,0,18,83,0,24,2,13,0,0,3,104,47,57,101,3,0,1969,2,2390,1971,104,3,146,96,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,2996,53,44,153,375,397,473,586,530,267,114,4,0 to 101,55,1757,1212,27,2976,20,0,101,2748,194,104,226,2758,3,9,2964,112,105,0,217,1,1,14,31,30,35,34,52,20,8,0,1 to 92,55,134,25,42,16,24,148,45,71,5,47,4,0,7,226,109,117,217,9,0,2747,11,2996,2758,226,7,346,163,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,119,3,4,11,13,24,14,16,25,6,2,1,0 to 86,48,67,51,1,119,0,0,7,112,8,0,2,116,0,1,118,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,24 to 66,45,0,2,0,0,0,2,0,2,0,1,0,0,0,2,1,1,2,0,0,116,0,119,116,2,0,9,9,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,3035,87,62,215,420,401,502,483,426,338,98,3,0 to 101,51,1723,1276,36,3011,24,0,72,2795,157,73,169,2842,6,18,2987,83,77,1,161,0,4,7,12,24,32,30,31,28,1,0,5 to 86,56,72,16,53,20,43,93,25,76,8,43,3,0,4,169,81,87,161,8,0,2826,16,3035,2842,169,4,241,140,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,308,6,11,32,47,44,42,53,41,24,8,0,0 to 118,48,195,110,3,308,0,0,10,294,24,1,7,301,0,0,308,4,3,0,7,0,0,0,1,1,1,3,0,0,1,0,33 to 93,57,3,2,0,2,0,5,2,3,0,1,0,0,0,7,3,4,7,0,0,301,0,308,301,7,0,10,9,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,1240,13,12,35,59,52,100,181,492,268,27,1,0 to 96,69,681,505,54,1240,0,0,91,1040,121,49,113,1097,1,29,1210,53,60,0,113,0,0,2,2,6,10,17,43,29,4,0,18 to 92,68,106,1,1,5,3,105,5,40,0,28,0,0,9,113,60,53,113,0,0,1097,0,1240,1097,113,9,46,41,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,3318,67,73,293,590,626,585,479,389,121,94,1,0 to 104,45,1993,1300,25,3308,10,0,160,2969,238,84,275,3020,11,12,3285,143,125,1,269,0,2,26,47,37,59,39,45,11,9,0,6 to 100,49,195,35,32,7,98,157,14,128,4,66,1,0,2,275,127,147,269,6,0,3016,4,3318,3020,275,2,377,221,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,12405,383,313,1085,2226,2299,2205,1888,1174,574,255,3,0 to 101,44,7161,5188,56,12164,240,1,349,11698,502,213,1038,11300,47,20,12098,455,518,6,979,13,11,102,168,198,220,166,89,50,21,0,0 to 101,46,448,119,253,159,228,319,432,291,24,145,20,1,18,1038,552,480,978,59,1,11119,181,12405,11300,1038,18,572,409,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,1077,16,22,66,136,136,150,192,195,113,47,4,0 to 97,56,603,357,117,1074,3,0,35,960,132,22,75,992,6,4,1064,37,38,0,75,0,1,5,5,6,8,22,12,10,6,0,12 to 93,60,41,0,1,33,5,40,30,22,0,22,0,0,7,75,38,37,75,0,0,989,3,1077,992,75,7,253,134,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,1124,17,16,83,167,166,187,205,157,91,34,1,0 to 97,50,666,451,7,1110,14,0,45,1023,99,35,71,1053,0,0,1110,33,34,0,67,0,0,4,17,7,10,15,13,4,1,0,18 to 85,49,40,3,3,21,8,27,32,23,2,14,2,1,2,71,35,36,67,4,0,1043,10,1124,1053,71,2,31,21,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,9261,137,143,614,1367,1303,1544,1676,1358,742,360,17,0 to 105,52,5492,3741,28,9122,139,0,612,8382,702,298,494,8685,9,73,9041,225,230,0,455,1,4,39,74,51,92,99,77,36,21,0,1 to 98,53,347,58,22,28,43,371,41,131,15,82,14,1,14,494,255,239,455,39,0,8586,99,9261,8685,494,14,306,232,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,371,10,4,28,57,47,53,65,57,31,19,0,0 to 118,53,255,103,13,371,0,0,43,249,96,4,75,296,0,0,371,56,19,0,75,0,1,8,10,8,6,12,13,8,9,0,5 to 93,59,50,21,0,4,4,67,4,13,0,16,0,0,3,75,19,56,75,0,0,296,0,371,296,75,3,6,4,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,13856,215,250,1146,2705,2452,2332,2204,1423,684,419,26,0 to 118,45,7781,5324,751,13804,52,0,273,13254,234,46,719,13052,11,74,13719,362,320,22,704,4,9,60,118,120,117,130,84,49,25,2,1 to 97,50,155,119,28,402,15,263,426,87,6,65,3,0,14,718,327,366,704,14,0,13015,38,13856,13053,718,14,507,459,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,40,2,0,3,4,11,3,3,5,4,5,0,0 to 118,44,21,18,1,40,0,0,4,36,8,0,1,39,0,0,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47 to 47,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,39,0,40,39,1,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,96,3,3,5,17,12,16,16,15,8,1,0,1 to 91,50,57,38,1,94,2,0,15,80,24,8,1,95,0,0,94,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,93,2,96,95,1,0,5,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,127,4,2,7,18,32,23,15,16,6,4,0,1 to 118,45,68,55,4,127,0,0,10,113,12,4,2,122,0,3,124,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,0,0,122,0,127,122,2,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,314,4,4,25,34,32,42,44,41,52,34,2,0 to 100,58,195,109,10,314,0,0,17,263,73,0,31,273,0,10,304,26,5,0,31,0,2,2,0,5,0,2,6,8,6,0,8 to 100,73,25,2,0,4,0,25,6,2,0,6,0,0,1,31,5,26,31,0,0,273,0,314,273,31,1,28,11,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,194,3,5,18,39,33,40,28,16,8,3,1,0 to 93,44,107,85,2,194,0,0,7,175,18,1,12,182,0,0,194,8,4,0,12,0,0,0,5,1,5,0,1,0,0,0,26 to 65,40,4,8,0,0,0,12,0,4,0,5,0,0,1,12,4,8,12,0,0,182,0,194,182,12,1,38,20,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,3572,48,57,199,420,491,525,779,644,296,112,1,0 to 103,55,2096,1426,50,3564,8,0,76,3426,173,45,163,3016,390,3,3171,79,77,0,156,1,3,9,20,27,26,34,20,17,6,0,1 to 94,52,109,27,10,10,25,120,11,61,2,38,2,0,6,163,79,84,156,7,0,3015,1,3572,3016,163,6,210,166,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,4329,98,90,324,628,644,720,701,616,359,147,2,0 to 101,50,2521,1712,96,4311,18,0,205,3967,277,104,279,4037,3,10,4298,144,129,0,273,1,5,12,40,39,47,54,43,27,11,0,3 to 97,53,162,51,30,30,81,144,48,128,3,85,1,0,10,279,131,148,273,6,0,4025,12,4329,4037,279,10,307,216,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,2859,34,69,234,518,565,505,448,292,147,41,6,0 to 97,45,1642,1202,15,2845,14,0,255,2318,380,151,349,2431,10,69,2768,167,174,0,341,1,2,27,43,55,77,75,48,19,2,0,0 to 94,50,172,25,125,19,175,109,57,159,4,102,5,0,5,349,180,169,341,8,0,2427,4,2859,2431,349,5,277,87,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,494,11,2,30,71,65,73,82,80,57,21,2,0 to 95,54,286,187,21,484,10,0,20,434,33,15,62,429,2,1,481,29,32,0,61,1,1,4,10,5,7,12,11,10,1,0,0 to 85,58,28,16,15,2,22,31,8,27,1,19,1,0,5,62,33,29,61,1,0,420,9,494,429,62,5,63,22,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,5923,82,73,400,847,888,1060,1029,861,497,182,4,0 to 100,51,3513,2305,105,5880,42,1,175,5334,410,105,657,5236,3,27,5852,313,300,16,629,5,6,42,77,95,106,110,114,76,26,0,0 to 100,54,261,37,15,316,71,237,321,140,10,123,9,1,19,657,314,326,628,28,1,5223,13,5923,5236,657,19,765,404,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,3624,33,50,223,456,496,547,611,607,439,160,2,0 to 103,55,2078,1532,14,3479,145,0,184,3244,385,134,380,3227,1,16,3462,159,161,0,320,3,2,22,50,41,54,76,59,55,18,0,0 to 101,58,224,10,26,60,91,164,65,79,16,45,7,2,5,380,196,184,320,60,0,3142,85,3624,3227,380,5,535,422,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,44379,427,575,2769,7445,7640,8550,7333,5386,2806,1346,102,0 to 119,48,23014,20604,761,44175,203,1,812,42089,1943,485,7712,35980,494,193,43492,3629,3941,70,7640,29,52,537,1317,1269,1585,1281,910,482,232,18,0 to 103,49,3245,910,299,3186,3026,1316,3298,1271,19,635,9,2,143,7712,3989,3652,7639,72,1,35852,128,44379,35980,7712,143,2098,1606,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,827,8,6,50,100,133,148,182,133,49,17,1,0 to 97,53,459,363,5,803,24,0,169,592,103,62,64,715,0,48,755,28,30,0,58,0,1,6,10,8,12,11,10,6,0,0,14 to 80,52,32,3,0,23,8,28,22,13,1,9,0,0,3,64,33,31,58,6,0,697,18,827,715,64,3,173,110,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,1699,94,90,163,287,291,273,234,174,74,19,0,0 to 102,42,1001,688,10,1696,3,0,53,1572,90,41,114,1583,1,1,1694,35,79,0,114,2,0,13,17,21,23,17,15,5,1,0,0 to 88,46,77,17,1,19,4,90,20,16,0,15,0,0,4,114,79,35,114,0,0,1580,3,1699,1583,114,4,470,97,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,358,18,8,32,31,61,73,61,45,18,11,0,0 to 97,48,190,153,15,346,12,0,18,327,50,29,29,327,1,1,344,15,6,0,21,0,0,3,3,4,6,4,3,5,1,0,20 to 90,52,21,0,0,0,1,19,1,6,2,4,2,0,0,29,10,19,21,8,0,323,4,358,327,29,0,30,21,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,210,4,2,19,38,33,39,32,23,16,4,0,0 to 94,48,122,84,4,203,7,0,18,184,20,16,6,204,0,0,203,5,0,0,5,0,0,0,3,2,1,0,0,0,0,0,28 to 47,35,2,3,0,0,0,5,0,2,0,0,0,0,0,6,1,5,5,1,0,198,6,210,204,6,0,28,20,2452499072.79567,223828.324060307
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,113,1,1,3,17,22,19,21,17,7,4,1,3 to 103,50,58,36,19,113,0,0,22,85,23,6,5,105,0,3,110,2,3,0,5,0,0,0,2,0,2,1,0,0,0,0,25 to 55,49,5,0,0,0,0,5,0,0,0,1,0,0,0,5,3,2,5,0,0,105,0,113,105,5,0,23,18,1594396648.51196,243766.072259733
