ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
15,15,3,005,BAY,Bay,FL,3307,37,32,222,411,445,551,632,444,291,187,55,0 to 119,53,1847,1407,53,3267,40,0,86,3088,28,246,52,230,3045,0,32,3241,182,35,12,1,106,111,0,217,3,2,28,48,39,47,31,15,15,2,0,2 to 93,43,175,20,12,10,68,135,14,69,3,28,2,1,4,230,118,112,217,13,0,6568,21,6825,6589,230,4,78,70,44,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3445,88,104,239,418,427,448,672,551,288,201,9,0 to 119,54,1944,1401,100,3429,16,0,210,3062,63,327,16,233,3209,0,3,3426,195,35,3,0,115,115,0,230,7,14,24,53,33,36,37,17,7,5,0,0 to 97,40,108,93,26,3,30,193,7,8,0,18,0,0,3,233,118,115,230,3,0,5061,13,5312,5074,233,3,27,25,40,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,896,30,16,98,132,123,146,148,103,66,32,2,0 to 99,48,496,348,52,836,60,0,24,840,16,76,3,42,854,0,0,836,20,22,0,0,23,19,0,42,0,2,6,4,6,4,6,6,5,3,0,10 to 97,53,29,11,2,0,1,40,1,11,0,12,0,0,4,42,19,23,42,0,0,1437,60,1539,1497,42,4,38,37,48,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,869,12,13,64,125,118,142,155,155,63,21,1,0 to 119,52,441,413,15,859,10,0,5,815,5,66,5,121,748,0,0,859,104,16,0,1,18,102,0,120,1,0,8,40,34,21,8,8,1,0,0,1 to 79,38,53,10,1,56,5,46,69,7,0,4,0,0,0,121,102,19,120,1,0,1671,9,1802,1680,121,0,60,54,43,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,7675,153,179,574,791,898,997,1361,1358,952,389,23,0 to 100,56,3773,3442,460,7580,95,0,357,6488,82,1209,78,1611,6044,1,19,7561,1583,13,15,0,724,865,7,1596,59,84,254,289,301,274,167,78,61,41,3,0 to 99,38,546,64,554,432,900,363,333,252,2,149,1,1,22,1611,874,730,1596,15,0,13148,78,14847,13226,1611,22,116,105,38,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,55743,1276,1547,4961,8605,8071,8597,9316,7415,3989,1833,133,0 to 119,49,31883,23594,266,55324,419,0,777,52835,458,2603,312,6176,49458,23,86,55216,5919,184,70,3,3249,2842,12,6103,113,216,1068,1458,949,833,648,418,266,181,26,0 to 104,36,2002,1072,956,2073,1340,2310,2453,842,11,577,8,3,119,6176,2875,3289,6103,73,0,94896,345,101494,95241,6176,119,1795,1448,37,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,16187,278,355,979,1556,1704,2109,3010,3294,2047,752,103,0 to 119,58,9213,6670,304,15936,251,0,803,14540,177,1644,46,2013,14169,4,1,15931,1939,59,15,0,1065,929,4,1998,43,90,237,328,320,289,263,186,162,95,0,0 to 101,44,1212,243,198,345,668,916,414,180,2,252,2,2,127,2013,936,1073,1998,15,0,30582,236,32845,30818,2013,127,337,239,45,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8305,120,204,635,961,1145,1360,1483,1308,761,307,21,0 to 101,53,4800,3399,106,8284,21,0,140,7767,130,555,51,511,7793,1,0,8283,443,65,3,0,296,212,0,508,0,8,48,61,61,79,84,82,55,33,0,6 to 100,54,287,98,50,73,47,377,84,141,0,100,0,0,33,511,213,298,508,3,0,14357,18,14890,14375,511,33,345,312,55,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1076,30,64,146,196,142,136,147,125,64,26,0,0 to 94,42,592,467,17,1069,7,0,48,648,2,345,6,318,758,0,0,1069,298,15,5,0,148,165,0,313,9,25,50,69,53,41,29,26,11,5,0,0 to 86,35,201,53,29,30,191,91,31,49,3,32,3,1,2,318,168,150,313,5,0,1677,2,1999,1679,318,2,496,397,35,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,14743,164,211,932,1655,1685,2135,2544,2788,1849,754,26,0 to 168,57,9049,5644,50,14716,27,0,4288,9906,177,3275,146,424,13997,0,322,14395,396,23,4,1,233,186,0,419,7,10,53,69,69,65,72,44,27,8,0,0 to 97,46,296,85,25,13,74,331,14,87,3,55,0,0,10,424,187,237,419,5,0,20550,21,21002,20571,424,10,552,387,45,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20655,173,300,1138,2122,2229,2964,4266,3978,2170,1029,286,0 to 119,58,11558,8395,702,20558,97,0,345,19447,230,1098,144,1301,19354,0,0,20558,1140,146,14,1,654,632,0,1286,6,26,184,217,161,195,201,166,81,63,1,0 to 102,47,701,253,201,131,162,921,203,278,5,195,4,0,53,1301,639,662,1286,15,0,32360,82,33757,32442,1301,53,1174,559,49,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,807,21,27,65,89,133,106,137,120,68,40,1,0 to 118,52,476,313,18,807,0,0,11,696,6,77,1,62,745,0,0,807,46,16,0,0,29,33,0,62,0,3,12,3,11,11,11,3,5,3,0,6 to 91,48,46,14,1,1,1,59,2,13,0,10,0,0,3,62,33,29,62,0,0,1237,0,1299,1237,62,3,121,66,48,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,15522,221,250,860,1444,1522,1925,2516,2843,2020,666,1255,0 to 103,58,8121,6338,1063,15384,138,0,182,14763,222,647,95,795,14713,0,14,15372,763,16,16,0,359,420,0,779,10,22,120,141,110,124,106,77,68,17,0,0 to 103,43,387,111,148,133,152,465,162,159,12,97,5,1,21,795,430,365,779,16,0,27757,120,28684,27877,795,21,690,398,44,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1740,26,27,166,227,190,232,338,265,189,79,1,0 to 118,55,1007,716,17,1739,1,0,24,1473,16,310,4,151,1589,0,0,1739,137,14,0,0,48,103,0,151,1,1,31,39,27,13,21,9,6,3,0,3 to 99,36,53,8,83,7,87,58,6,13,0,9,0,0,1,151,103,48,151,0,0,2773,1,2927,2774,151,1,240,190,35,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3862,28,28,93,173,186,297,514,1427,898,132,86,0 to 119,69,1895,1769,198,3787,75,0,117,3485,164,288,59,290,3549,0,23,3764,239,49,1,1,87,201,0,288,1,3,10,8,37,42,41,93,46,9,0,4 to 92,65,236,36,8,8,21,257,10,64,0,46,0,0,17,290,203,87,288,2,0,6186,73,6554,6259,290,17,72,60,65,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,17398,221,395,1594,2255,2307,2674,2874,2509,1187,512,870,0 to 119,50,9864,7409,125,17357,41,0,310,16463,246,740,101,1451,15935,1,11,17346,1386,55,10,0,753,688,0,1441,17,24,412,315,183,194,125,97,51,33,0,0 to 100,32,909,152,113,267,343,705,393,249,5,149,1,0,16,1451,691,760,1441,10,0,28633,30,30128,28663,1451,16,797,554,33,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,64876,1121,1469,5489,9541,9583,10248,10409,7459,3528,1348,4681,0 to 120,47,35635,28900,341,63790,1085,1,825,62229,585,2249,417,5502,59324,0,50,63741,5271,103,123,5,2524,2817,33,5374,75,129,1196,1372,909,803,576,270,124,48,0,0 to 103,34,1635,830,1162,1747,1269,1651,2454,817,46,415,37,5,51,5502,2892,2576,5373,128,1,105055,957,111595,106012,5502,51,1330,1104,35,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4013,38,70,199,373,355,473,746,916,635,199,9,0 to 222,61,2235,1579,199,4006,7,0,72,3594,119,287,26,204,3807,1,1,4005,122,82,0,0,103,100,1,204,2,4,24,20,13,33,49,28,19,12,0,0 to 97,56,153,9,10,32,21,151,32,32,0,34,0,0,12,204,100,103,204,0,0,8418,6,8631,8424,204,12,807,352,57,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3895,65,61,296,502,460,570,701,566,416,254,4,0 to 102,54,2364,1510,21,3875,20,0,77,3577,66,194,43,206,3689,0,0,3875,133,67,5,1,101,99,0,200,1,7,24,44,28,34,34,21,10,3,0,1 to 90,43,142,22,10,26,37,119,44,50,2,29,2,1,5,206,101,105,200,6,0,8536,14,8757,8550,206,5,379,328,46,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,39013,375,534,2520,4801,4498,5608,7418,6793,4129,2245,92,0 to 120,56,22667,16241,105,38679,334,0,2244,34724,411,4752,382,4033,34925,1,54,38624,3827,144,55,7,2272,1687,12,3971,45,144,593,883,534,529,463,350,261,220,11,0 to 102,41,1856,952,207,956,317,2484,1170,656,19,554,17,2,129,4033,1724,2297,3971,62,0,73590,272,77917,73862,4033,129,563,471,41,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2270,62,59,185,298,269,266,366,306,237,212,10,0 to 118,54,1441,749,80,2262,8,0,63,1932,110,585,18,339,1931,0,0,2262,220,111,5,3,203,128,0,331,7,18,42,49,53,44,44,28,32,22,0,0 to 102,45,177,52,44,58,102,175,54,50,1,47,0,0,19,339,131,208,331,8,0,3090,0,3431,3090,339,19,66,62,47,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,49321,799,1044,4486,7931,7199,7568,8783,6450,3294,1648,118,-6 to 119,49,27192,21385,744,48706,615,0,725,46599,454,2310,214,3202,46068,11,40,48655,2852,263,76,11,1608,1507,0,3115,52,89,505,735,544,425,409,248,123,71,1,0 to 101,38,1186,892,439,598,479,1975,661,470,21,324,11,3,62,3202,1554,1646,3115,87,0,79472,528,83253,80000,3202,62,1894,1777,39,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,351,6,0,43,43,39,35,38,47,55,44,1,0 to 119,58,225,119,7,351,0,0,12,329,0,19,1,20,331,0,0,351,15,5,0,0,9,11,0,20,1,0,3,5,1,3,3,2,0,2,0,3 to 98,40,18,2,0,0,4,16,0,3,0,2,0,0,0,20,11,9,20,0,0,438,0,459,438,20,0,16,16,46,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,615,11,15,37,57,64,102,123,122,65,19,0,0 to 94,56,362,250,3,559,56,0,17,583,1,54,12,13,602,0,0,559,8,3,2,0,7,4,0,11,0,1,1,2,2,4,0,3,0,0,0,9 to 70,42,7,1,2,1,2,8,1,2,1,0,1,0,0,13,5,8,11,2,0,1283,54,1350,1337,13,0,26,23,48,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1171,11,17,55,76,108,139,402,277,72,14,0,0 to 118,59,317,847,7,1171,0,0,16,1129,4,78,4,43,1128,0,0,1171,40,3,0,0,7,36,0,43,0,0,1,5,1,3,20,11,2,0,0,22 to 80,61,27,14,2,0,2,40,1,9,0,9,0,0,2,43,36,7,43,0,0,2087,0,2130,2087,43,2,39,37,61,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1481,20,25,119,190,170,223,290,189,146,103,6,0 to 118,54,927,528,26,1479,2,0,31,1394,34,160,2,64,1416,0,1,1478,24,40,0,0,47,16,1,64,0,2,6,5,9,8,5,6,12,11,0,8 to 107,56,51,11,2,0,4,60,0,9,0,13,0,0,2,64,16,47,64,0,0,2204,2,2271,2206,64,2,159,127,62,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1257,14,29,87,138,169,215,245,213,107,39,1,0 to 102,53,711,535,11,1253,4,0,12,1190,13,195,4,41,1216,0,0,1253,23,16,2,0,26,13,0,39,1,0,5,6,6,12,6,3,1,1,0,3 to 86,46,22,13,3,1,1,37,1,7,0,5,0,0,1,41,13,28,39,2,0,1839,2,1882,1841,41,1,106,31,46,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19744,264,351,1140,1898,2136,2746,4443,3960,2102,557,147,0 to 119,58,11213,8429,102,19726,18,0,221,19018,107,805,88,918,18825,0,1,19725,845,61,10,2,470,435,1,906,17,26,155,148,147,129,146,81,40,29,0,0 to 99,42,624,84,74,124,230,542,134,190,3,95,3,0,17,918,439,478,906,12,0,34574,6,35500,34580,918,17,771,713,42,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,19448,454,527,1474,2464,2520,2791,3140,3012,1924,804,338,0 to 119,52,11239,8026,183,19353,95,0,406,17533,231,1652,143,2279,17156,1,12,19340,2017,246,15,1,1274,988,1,2263,30,81,294,366,365,322,294,220,184,123,0,0 to 103,45,1283,357,254,369,657,1168,438,602,9,419,5,1,78,2279,995,1283,2263,16,0,35790,79,38160,35869,2279,78,1378,808,46,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13675,176,360,977,1897,1958,2252,2344,1793,886,323,709,0 to 155,49,7642,5962,71,13598,77,0,541,12193,390,1059,212,1147,12480,2,46,13551,1061,37,47,2,547,551,0,1098,16,30,140,247,170,193,159,109,63,19,1,0 to 102,43,508,97,431,62,678,337,83,297,8,175,7,2,23,1147,587,560,1098,49,0,20205,27,21400,20232,1147,23,915,402,44,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3834,59,58,186,397,346,447,611,722,629,359,20,0 to 119,62,2326,1471,37,3769,65,0,62,3551,47,236,24,258,3571,0,5,3764,217,39,2,0,134,122,0,256,7,9,25,35,35,39,50,29,24,5,0,0 to 91,50,161,46,35,14,95,140,21,59,1,52,1,0,10,258,124,134,256,2,0,6640,63,6965,6703,258,10,314,199,51,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,27227,318,421,1953,3184,3349,3831,4615,4827,3214,1454,61,0 to 119,56,15659,11336,232,26267,959,1,619,24077,613,2713,175,3745,23456,1,25,26243,3492,168,79,6,1927,1726,7,3660,50,94,487,626,570,577,489,361,262,229,0,0 to 101,45,2175,511,99,875,1190,1569,901,865,15,546,13,4,149,3745,1772,1964,3659,85,1,43484,873,48113,44357,3745,149,2597,992,46,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,16590,352,620,1489,1888,2061,2158,2476,2725,2095,694,32,0 to 105,53,8916,7599,75,16231,359,0,452,13645,356,2698,165,3375,13132,3,80,16148,3001,294,64,16,1590,1703,2,3295,90,191,542,539,595,481,413,247,190,87,0,0 to 101,39,1826,165,282,1022,1698,754,843,437,20,296,11,6,65,3375,1750,1623,3295,80,0,26203,279,29872,26482,3375,65,3188,2199,40,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,163486,1763,2597,12571,26013,25971,29746,28057,19065,10846,6246,611,0 to 225,49,85339,76988,1159,162039,1446,1,4016,147167,2785,17025,999,26822,136417,100,147,161794,25515,829,469,9,13106,13217,21,26344,241,477,2541,4672,4285,4846,4093,2668,1688,1301,10,0 to 108,47,13847,4024,1239,7234,13885,5283,7176,6194,48,3742,31,15,902,26822,13473,13324,26343,478,1,237144,967,265159,238111,26822,902,4427,3687,47,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3703,30,61,229,445,499,633,808,595,293,108,2,0 to 101,54,1954,1740,9,3624,79,0,1265,2031,83,818,125,166,3474,0,63,3568,133,20,9,4,69,84,0,153,2,6,12,17,22,27,25,26,17,12,0,3 to 100,53,112,7,1,33,38,77,38,23,3,15,2,0,4,166,91,75,153,13,0,4589,58,4813,4647,166,4,579,301,54,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7034,228,264,573,929,984,1051,1165,1048,544,238,10,0 to 119,50,3859,3148,27,6967,67,0,94,6628,99,304,73,355,6676,1,2,6964,310,40,5,0,130,220,0,350,4,3,63,64,59,62,45,34,12,9,0,0 to 98,41,265,45,8,32,22,275,53,29,0,26,0,0,9,355,221,134,350,5,0,11064,62,11483,11126,355,9,852,305,41,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1681,53,42,106,176,218,248,295,250,158,132,3,0 to 101,54,934,710,37,1616,65,0,29,1520,15,210,46,188,1492,0,1,1615,140,23,22,3,91,72,0,163,6,11,17,22,34,23,34,22,13,6,0,0 to 101,46,148,10,3,2,48,109,6,28,5,23,2,0,9,188,82,106,163,25,0,2787,40,3020,2827,188,9,145,90,46,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3049,26,35,251,519,522,531,478,310,231,140,6,0 to 105,48,1372,1583,94,3026,23,0,18,2620,19,325,27,341,2703,1,4,3021,294,38,8,1,80,252,0,332,2,8,33,81,79,63,52,16,6,1,0,0 to 87,40,139,139,19,35,29,195,108,42,2,26,0,0,2,341,256,85,332,9,0,4442,14,4808,4456,341,2,470,270,40,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,910,12,16,58,95,110,142,196,127,99,55,0,0 to 119,55,537,351,22,904,6,0,30,749,9,132,14,98,811,0,1,903,76,20,2,0,51,45,0,96,0,2,5,10,9,10,23,16,16,7,0,9 to 99,59,70,18,1,7,1,87,8,8,0,19,0,0,11,98,45,53,96,2,0,1590,4,1693,1594,98,11,134,76,59,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3285,46,52,232,335,381,450,629,603,382,171,4,0 to 103,57,1772,1319,194,3176,109,0,48,3143,28,94,33,126,3158,0,1,3175,97,21,6,2,60,58,0,118,2,1,19,22,26,14,15,17,7,3,0,1 to 89,43,82,16,2,18,1,98,19,30,1,16,0,0,1,126,61,65,118,8,0,5776,101,6005,5877,126,1,134,128,43,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,297,2,10,35,62,63,33,32,30,23,6,1,1 to 90,40,119,176,2,297,0,0,25,191,3,140,0,142,155,0,0,297,140,2,0,0,27,115,0,142,1,3,19,43,40,17,12,5,1,1,0,3 to 89,37,116,18,3,5,96,41,5,18,0,14,0,0,1,142,115,27,142,0,0,436,0,578,436,142,1,131,72,37,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5544,62,52,253,463,532,763,1065,1057,740,551,6,0 to 119,60,3273,2205,66,5525,19,0,166,4976,62,588,23,605,4936,1,2,5522,452,150,2,1,366,236,0,602,6,8,26,63,40,71,110,89,86,106,0,0 to 101,62,488,56,15,43,40,506,56,111,1,141,1,0,75,605,238,367,602,3,0,9884,16,10506,9900,605,75,94,75,63,,3.83218059315228,0.165856243943894
