OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
27047,Randolph,01111,Northeastern,60,4,0.14646191250813,1.58584516900329,bbf20ee4-2f7f-47a8-88c0-44b0a5378a05,254
27048,Bibb,01007,West Central,35,0,0.156476914356972,1.8951692775798,c52a3801-602b-4e6c-ad92-e38e6204a4f6,479
27049,Coffee,01031,Southeastern,88,0,0.167143203828118,1.67989540600381,3fdaad59-85fc-4a31-a4fa-e8047b82cec4,583
27050,DeKalb,01049,Northeastern,63,2,0.197848401841384,2.21695752803772,3ee1b7ee-1bb4-428b-85ab-a26f530dfcec,822
27051,Geneva,01061,Southeastern,7,0,0.141768015065281,1.83488097279248,4cf457e6-81de-4031-a8f7-01f125659755,154
27052,Henry,01067,Southeastern,22,1,0.139761467476774,1.63725823418183,b26098b9-9117-4a3d-905e-e683a2561577,155
27053,Tallapoosa,01123,East Central,267,17,0.191182308914904,2.16459004269042,9dc9eb67-eb55-4320-96e8-0f57fe228743,1241
27054,Blount,01009,Northeastern,31,0,0.164406638341006,2.45274784751908,b30490ba-17ee-4333-99e9-f3042ef8d953,438
27055,Fayette,01057,West Central,5,0,0.158552104918499,1.83779224583562,09419aea-6cea-47c2-a2cc-2b9540cbffb7,232
27056,Lamar,01075,West Central,10,0,0.15263540616661,1.64069081755141,c3be7ff4-c72d-4834-8443-892595cffa6a,196
27057,Coosa,01037,East Central,29,1,0.16640708911109,1.7505584986585,52217f3b-a6d6-4718-b0d5-dddf9b24d57d,95
27058,Cullman,01043,Northern,49,0,0.191087821164047,2.50218505547441,5b2bdf29-e89b-4d43-91af-6679ef00fd86,742
27059,Elmore,01051,East Central,77,1,0.163505782545826,2.27519521591255,6bad96f2-43f2-4df8-97b2-7832721b7633,999
27060,Cherokee,01019,Northeastern,12,0,0.151975822791428,1.89808177880757,fa2a1d11-bb3e-4b84-b906-7f995e2d6f78,134
27061,Crenshaw,01041,Southeastern,10,0,0.150571897113878,2.31806123117494,c9ce4a3b-914c-4567-9105-23c2a597df89,211
27062,Marion,01093,Northern,73,5,0.188224455607951,1.90243452461428,8df4fa7f-cdc3-4e77-b479-e3dfcb0307d7,618
27063,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,c2d2d261-6c54-455f-a98a-cd3ceee665ae,6495
27064,Covington,01039,Southeastern,32,0,0.255971892285061,2.38709591035509,f8e7b214-d5b6-4585-8fc2-2010af9cf75c,323
27065,Houston,01069,Southeastern,76,3,0.142463779205855,2.10452810210549,65e96cc5-2207-4289-96a5-b8475c859681,652
27066,Lowndes,01085,East Central,38,1,0.179493868658938,2.34426217715912,4c043dea-e587-4076-ae75-d7a96e01a2a5,118
27067,Macon,01087,East Central,31,2,0.152225727451423,2.0876916570357,8bf6de05-9949-4fca-95a6-10c3481e3ba6,258
27068,Baldwin,01003,Southwestern,154,3,0.400159431601878,6.69300034847276,3190dedb-af81-4276-aebd-fb4228238b6c,2333
27069,Clarke,01025,Southwestern,25,1,0.308508819690587,3.78655552072513,2ace9257-fc1b-4e24-ad5d-d5fe1fd18781,320
27070,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,4bd6b961-7e13-447e-b36c-c5f3a92f13e1,91
27071,Franklin,01059,Northern,38,0,0.164243463038702,1.78358559509712,4c5ed059-2af5-486c-bd03-dc430c9d233b,386
27072,Hale,01065,West Central,40,2,0.163613340422671,2.4799010938001,44457213-9c0c-477d-acfe-d4426a3b0dc7,220
27073,Dallas,01047,Southwestern,32,2,0.246497505086154,3.13752996820932,74c06882-116f-4b41-b842-d6fd280467b3,419
27074,Lee,01081,East Central,358,23,0.153274187500529,2.0496448391292,60a37d2b-597f-41b7-a435-836cc09c7cde,2535
27075,Perry,01105,West Central,9,0,0.18021159047953,2.14838023913143,dfad2888-8338-4b8a-a727-2ee04f4c14ef,197
27076,Walker,01127,West Central,91,0,0.20307720239839,2.39750884765462,0b63855f-581a-44ac-a746-fd2a39a3d2bd,738
27077,Colbert,01033,Northern,23,2,0.15857369348987,2.31239229125845,ef28d71a-b390-47dd-98bb-9ec223d24677,694
27078,Greene,01063,West Central,44,0,0.164666965815741,3.57766804402764,d83b5ef0-9a0a-4b55-a726-02c934d73e93,130
27079,Jefferson,01073,Jefferson,828,33,0.282606031405749,2.91318939557353,454f59d3-c8cf-42d3-b590-9f20b6d684b6,12476
27080,Lawrence,01079,Northern,12,0,0.182392737623559,1.92975383451283,17cb86b0-ae37-4944-b47f-15f74991f871,267
27081,Montgomery,01101,East Central,284,4,0.198182172648103,2.60770290702687,fb64679c-bbb8-49de-9be4-7b0b6994c804,2304
27082,Russell,01113,East Central,53,0,0.160426072907967,2.13411394127528,f80b111c-81e4-4e5c-bdc8-fd9a4374eede,393
27083,Sumter,01119,West Central,51,1,0.227210820567734,3.07842876540608,a13a2749-d3d0-4767-b63f-3aca27825224,181
27084,Morgan,01103,Northern,57,0,0.152203319983528,1.80617511452274,986a8a17-df0f-49f0-8912-89211ab40c59,1129
27085,Shelby,01117,Northeastern,298,8,0.202879219246825,2.52559193618872,015eb87d-4d7a-4db4-88db-02a04ed49d34,3212
27086,St. Clair,01115,Northeastern,63,0,0.164611790120262,2.46182521198285,8204beda-a3ae-4b23-a9fa-80960d041ef6,874
27087,Choctaw,01023,Southwestern,27,0,0.227681129400253,2.68700551554037,5eff4c5b-9a42-4692-a9db-44673b50cb0e,109
27088,Marengo,01091,Southwestern,40,3,0.243586589216875,2.64368581241414,ca9e0b64-97c8-4039-b320-64e333fb9351,387
27089,Tuscaloosa,01125,West Central,185,0,0.338742577944004,2.90058009044742,84c13860-c1aa-4b07-a55c-5a96825d2fbe,3065
