ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
23,23,25,049,HARDEE,Hardee,FL,1329,42,110,185,252,175,160,166,141,71,27,0,0 to 94,39,730,584,15,1321,8,0,70,661,2,584,9,504,824,0,1,1320,365,133,5,1,254,244,0,498,17,53,78,115,79,58,42,41,16,5,0,0 to 86,33,365,64,49,20,349,131,18,73,3,43,3,1,3,504,248,256,498,6,0,2270,2,2778,2272,504,3,858,759,35,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15802,176,242,1090,1838,1819,2270,2680,2921,1950,789,27,0 to 168,56,9637,6115,50,15775,27,0,4391,10503,177,3681,157,868,14611,0,323,15453,837,26,4,1,452,411,0,863,17,21,142,177,142,121,119,68,47,14,0,0 to 97,39,609,141,57,56,166,632,65,149,3,85,0,0,12,868,412,456,863,5,0,24514,21,25408,24535,868,12,948,783,45,39,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,22075,193,350,1406,2378,2436,3169,4458,4115,2214,1064,292,0 to 119,57,12333,9085,657,21976,99,0,559,20339,230,1690,153,2604,19463,0,8,21968,2363,224,16,1,1338,1246,3,2587,25,70,444,468,360,371,362,281,118,99,6,0 to 102,42,1140,360,496,591,323,1450,814,397,6,240,5,0,58,2604,1255,1346,2587,17,0,40531,82,43246,40613,2604,58,1483,869,49,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,823,21,27,67,91,135,107,139,125,70,40,1,0 to 118,52,487,320,16,823,0,0,12,703,6,100,2,75,748,0,0,823,59,16,0,0,37,38,0,75,0,3,13,5,13,11,12,8,7,3,0,6 to 91,49,58,15,0,2,0,72,3,17,0,12,0,0,4,75,38,37,75,0,0,1379,0,1454,1379,75,4,153,98,48,49,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16529,250,277,1048,1652,1654,2086,2653,2928,2064,676,1241,0 to 103,57,8689,6827,1013,16388,141,0,222,15516,222,797,106,1694,14798,0,37,16353,1656,19,19,0,834,834,7,1675,28,38,296,332,232,267,229,143,101,26,2,0 to 103,41,623,191,259,602,255,748,672,221,12,132,5,1,23,1694,845,842,1675,19,0,34955,120,36790,35075,1694,23,853,561,44,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1816,27,31,185,234,203,243,347,274,192,79,1,0 to 118,54,1046,753,17,1812,4,0,40,1477,16,395,8,202,1614,0,0,1812,174,25,0,3,70,128,1,199,1,3,44,42,34,23,25,18,8,4,0,3 to 99,38,84,11,91,13,99,86,14,26,0,16,0,0,1,202,130,71,199,3,0,3250,1,3455,3251,202,1,363,313,35,38,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3997,28,34,107,184,198,313,535,1455,922,136,85,0 to 119,69,1973,1835,189,3922,75,0,152,3539,164,383,64,408,3566,0,23,3899,354,51,2,1,148,255,2,405,1,9,21,19,48,59,56,118,64,13,0,4 to 92,63,289,52,15,49,31,319,55,88,0,57,0,0,17,408,257,149,405,3,0,7718,72,8205,7790,408,17,153,141,65,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,19190,253,448,1983,2685,2601,2933,3043,2598,1230,550,866,0 to 119,49,10825,8240,125,19146,44,0,382,17944,246,1032,103,3205,15964,1,20,19126,3132,60,13,0,1689,1499,4,3192,46,75,805,743,464,436,284,184,96,72,0,0 to 104,33,1368,278,279,1267,423,943,1826,298,5,183,1,0,20,3205,1504,1697,3192,13,0,37189,30,40455,37219,3205,20,1072,829,33,33,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,72773,1259,1666,7358,11836,10902,11254,11034,7725,3680,1390,4669,0 to 120,45,39446,32900,427,71572,1200,1,1073,69303,585,2887,429,13262,59388,0,123,71451,12905,116,236,5,6220,6685,116,13021,209,311,3044,3637,2191,1768,1196,528,274,92,12,0 to 103,32,3098,1696,2076,6151,1857,2773,8391,956,48,482,38,5,59,13262,6820,6318,13020,241,1,136137,958,150533,137095,13262,59,1769,1543,35,32,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4305,42,85,241,421,392,514,793,957,651,201,8,0 to 222,60,2396,1722,187,4298,7,0,87,3640,119,434,30,372,3930,1,2,4296,232,140,0,0,184,188,0,372,4,12,44,49,37,53,81,53,27,12,0,0 to 97,53,289,19,20,44,32,292,48,44,0,41,0,0,13,372,188,184,372,0,0,10230,6,10612,10236,372,13,1266,811,57,53,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4272,72,71,364,574,513,628,755,601,428,262,4,0 to 102,53,2547,1703,22,4251,21,0,128,3695,66,471,51,521,3749,0,2,4249,394,120,6,1,246,267,1,514,8,13,89,104,72,82,77,49,18,9,0,0 to 92,40,349,42,26,97,71,279,164,91,2,47,2,1,5,521,269,251,514,7,0,10541,14,11078,10555,521,5,715,664,46,40,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,43125,439,659,3278,5763,5051,6158,7930,7097,4310,2350,90,0 to 120,55,24779,18231,115,42778,347,0,2735,37438,411,6727,402,8116,34963,1,45,42732,7882,159,68,7,4361,3657,23,8041,109,265,1345,1853,1083,1066,963,637,448,338,9,0 to 109,38,3340,1506,373,2822,540,4211,3290,929,19,727,17,2,184,8116,3701,4392,8041,75,0,93788,272,102218,94060,8116,184,751,659,41,38,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2513,75,85,230,337,306,307,387,320,243,213,10,0 to 118,52,1557,884,72,2498,15,0,71,2031,110,670,21,597,1916,0,0,2498,471,111,12,3,338,244,0,582,22,43,90,88,89,86,65,48,39,27,0,0 to 102,41,282,85,112,103,208,260,114,72,1,61,0,0,21,597,250,347,582,15,0,3930,0,4530,3930,597,21,70,66,47,41,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,54787,854,1241,5597,9557,8147,8275,9278,6670,3367,1676,125,-6 to 119,47,29966,24084,737,54140,647,0,986,50749,454,3178,226,8614,46108,10,55,54076,7985,511,106,12,4326,4137,33,8496,95,270,1576,2363,1510,1119,900,475,199,105,2,0 to 101,34,2356,2299,774,3067,822,4159,3515,599,22,368,11,3,68,8614,4201,4378,8496,118,0,106821,528,116122,107349,8614,68,2840,2723,39,34,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,368,6,1,44,47,42,37,40,50,56,44,1,0 to 119,57,233,128,7,368,0,0,12,329,0,23,1,36,332,0,0,368,29,7,0,0,18,18,0,36,1,1,4,9,4,5,4,5,1,2,0,3 to 98,42,23,8,2,3,7,25,4,7,0,3,0,0,0,36,18,18,36,0,0,543,0,580,543,36,0,20,20,46,42,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,640,11,15,43,57,67,110,129,123,65,20,0,0 to 94,56,373,264,3,582,58,0,22,585,1,74,14,34,605,0,1,581,27,3,4,0,16,14,0,30,0,1,7,2,5,10,5,3,0,1,0,9 to 89,46,23,4,2,1,2,27,1,8,1,2,1,0,0,34,17,17,30,4,0,1599,54,1687,1653,34,0,73,70,48,46,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1216,11,25,73,81,112,141,407,279,73,14,0,0 to 118,59,334,876,6,1216,0,0,22,1135,4,114,4,82,1133,0,1,1215,65,17,0,0,19,63,0,82,0,5,19,9,4,5,25,13,2,0,0,6 to 80,54,47,23,4,8,4,67,11,10,0,10,0,0,2,82,63,19,82,0,0,2333,0,2415,2333,82,2,133,131,61,54,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1520,23,30,127,199,176,225,294,190,146,103,7,0 to 118,53,947,549,24,1518,2,0,33,1400,34,188,2,94,1425,0,1,1517,48,46,0,0,64,30,0,94,1,5,12,14,14,10,8,7,12,11,0,1 to 107,46,69,21,3,1,6,85,3,15,0,13,0,0,2,94,30,64,94,0,0,2672,2,2770,2674,94,2,255,223,62,46,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1313,15,32,108,150,174,220,247,218,109,39,1,0 to 102,53,746,557,10,1308,5,0,24,1203,13,223,7,84,1228,0,1,1307,61,20,2,1,51,30,0,81,1,1,23,16,11,15,7,6,3,1,0,3 to 86,35,51,20,3,7,5,68,8,14,0,8,0,0,1,84,31,53,81,3,0,2334,2,2424,2336,84,1,190,115,46,35,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21316,276,397,1508,2290,2376,2964,4609,4034,2139,575,148,0 to 119,56,11994,9218,104,21293,23,0,491,19963,107,1676,108,2453,18860,0,3,21290,2367,69,14,3,1232,1199,5,2436,29,64,531,536,381,335,302,151,75,49,0,0 to 99,36,1403,156,157,720,402,1323,711,262,3,127,3,0,19,2453,1206,1242,2436,17,0,48535,6,51002,48541,2453,19,1052,994,42,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,22125,522,636,1953,3055,3039,3181,3400,3174,1987,836,342,0 to 119,50,12581,9360,184,22026,99,0,621,19425,231,2285,152,4906,17198,1,20,22005,4431,455,18,2,2592,2287,7,4886,88,176,758,953,881,706,547,381,258,157,1,0 to 103,39,2295,692,436,1463,1191,1986,1709,765,10,493,5,1,105,4906,2295,2604,4886,20,0,46363,79,51375,46442,4906,105,1937,1367,46,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,15407,211,440,1279,2377,2273,2514,2500,1850,922,332,709,0 to 155,48,8520,6809,78,15311,96,0,852,13176,390,1603,220,2781,12566,2,58,15252,2673,40,66,2,1382,1324,7,2713,47,90,427,708,465,448,302,164,101,27,2,0 to 102,37,949,169,880,715,1216,554,943,409,9,203,7,2,26,2781,1370,1403,2713,68,0,26475,27,29333,26502,2781,26,1484,972,44,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3988,65,64,210,423,370,474,630,736,637,359,20,0 to 119,61,2413,1538,37,3922,66,0,83,3603,47,356,31,397,3585,0,6,3916,347,47,3,0,213,181,0,394,12,13,48,58,55,67,66,40,33,5,0,0 to 91,47,230,71,58,35,138,217,39,90,2,69,1,0,11,397,184,213,394,3,0,9370,63,9847,9433,397,11,532,418,51,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,30708,387,549,2629,3924,3919,4340,4991,5053,3339,1515,62,0 to 119,54,17449,13017,242,29692,1015,1,866,26686,613,3615,187,7215,23481,1,11,29681,6831,242,136,6,3681,3333,59,7073,119,217,1146,1361,1147,1084,856,584,391,303,7,0 to 101,41,3546,857,188,2482,2020,2477,2576,1077,16,616,13,4,162,7215,3413,3741,7072,142,1,54871,873,62979,55744,7215,162,2968,1361,46,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,18252,418,712,1879,2183,2313,2378,2649,2823,2144,715,38,0 to 105,51,9755,8399,98,17884,368,0,582,14550,356,3396,172,4880,13263,3,106,17775,4461,330,73,16,2365,2406,20,4791,144,260,905,812,834,682,564,335,236,108,0,0 to 101,38,2331,213,371,1876,2131,951,1709,551,20,352,11,6,85,4880,2460,2400,4791,89,0,31408,279,36589,31687,4880,85,4014,3028,40,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,181117,2023,3160,15064,29716,29152,32818,30299,20293,11417,6514,661,0 to 225,48,94174,85807,1136,179596,1520,1,4544,162117,2785,19684,1032,44729,136122,100,166,179332,43247,925,548,9,21935,22197,40,44172,489,1002,5056,8486,7507,7972,6343,3936,2277,1606,55,0 to 119,44,19108,5598,1690,17776,19561,7021,17590,7140,50,4136,31,15,1038,44729,22482,22188,44171,557,1,301566,962,347690,302528,44729,1038,5952,5212,47,44,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4012,33,75,266,513,547,682,860,626,301,108,1,0 to 101,53,2090,1912,10,3925,87,0,1318,2126,83,884,137,337,3632,0,43,3886,297,23,13,4,145,175,0,320,3,15,32,57,53,56,44,41,24,12,0,2 to 100,47,207,12,6,95,85,137,98,52,4,23,3,0,5,337,186,151,320,17,0,5918,65,6320,5983,337,5,891,614,54,47,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7598,239,291,782,1020,1053,1123,1223,1059,556,242,10,0 to 119,49,4183,3387,28,7529,69,0,167,6798,99,575,93,815,6782,0,1,7528,759,48,8,0,379,427,1,807,11,15,256,144,106,116,87,45,22,13,0,0 to 98,33,603,57,22,125,31,626,150,44,0,40,1,0,9,815,430,384,807,8,0,13119,61,13998,13180,815,9,1502,957,41,33,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1820,53,51,135,200,240,266,320,257,162,133,3,0 to 101,53,1006,777,37,1746,74,0,57,1592,15,327,57,305,1515,0,0,1746,248,23,31,3,141,130,0,271,6,15,45,41,53,37,57,28,17,6,0,0 to 101,42,244,14,5,8,77,182,12,46,7,29,2,0,9,305,144,161,271,34,0,3554,40,3903,3594,305,9,188,133,46,42,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3162,33,45,276,539,537,545,486,318,235,142,6,0 to 105,47,1436,1636,90,3139,23,0,18,2636,19,389,33,401,2759,1,1,3137,353,39,8,1,110,282,0,392,6,10,46,89,87,74,56,23,8,2,0,0 to 93,40,183,145,21,43,31,244,117,52,2,32,0,0,2,401,286,115,392,9,0,5157,14,5582,5171,401,2,600,398,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,938,12,16,60,99,117,151,198,131,99,55,0,0 to 119,55,553,364,21,931,7,0,37,746,9,161,15,120,815,0,3,928,92,25,3,0,62,55,0,117,0,2,7,14,13,17,24,20,16,7,0,9 to 99,57,82,25,1,9,1,104,12,15,0,21,0,0,13,120,56,64,117,3,0,1780,4,1905,1784,120,13,211,153,59,57,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3491,47,57,289,363,416,481,655,619,387,173,4,0 to 103,56,1888,1414,189,3380,111,0,88,3191,28,193,45,277,3205,0,9,3371,245,22,8,2,133,134,0,267,3,5,64,41,55,37,31,28,8,5,0,0 to 91,40,168,28,9,62,10,191,66,45,1,21,0,0,1,277,137,140,267,10,0,7580,101,7963,7681,277,1,381,375,43,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,347,6,15,48,71,69,40,33,32,26,6,1,1 to 90,39,164,182,1,347,0,0,36,205,3,157,0,174,173,0,0,347,172,2,0,0,62,112,0,174,2,4,31,48,46,22,13,5,2,1,0,1 to 89,36,119,22,8,25,92,55,27,23,0,16,0,0,1,174,112,62,174,0,0,505,0,680,505,174,1,167,108,37,36,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5826,65,53,299,493,568,805,1114,1107,758,558,6,0 to 119,60,3400,2360,66,5807,19,0,242,5087,62,767,28,887,4932,1,6,5800,719,165,2,1,495,385,4,884,9,9,76,92,80,110,157,135,104,115,0,0 to 101,60,684,68,17,115,62,678,144,134,1,153,1,0,76,887,387,496,884,3,0,12333,16,13240,12349,887,76,122,103,63,60,3.83218059315228,0.165856243943894
