ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,600,15,13,29,52,83,82,120,121,65,19,1,0 to 101,57,361,235,4,595,5,0,7,494,41,95,7,57,543,0,0,595,32,23,2,0,34,21,0,55,2,1,6,8,10,5,8,7,4,6,0,0 to 95,52,19,24,7,5,8,40,7,9,2,10,0,0,4,57,23,34,55,2,0,1222,3,1283,1225,57,4,92,54,58,52,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1211,58,51,110,146,156,163,176,185,110,49,7,0 to 99,50,770,435,6,1187,24,0,27,915,53,373,17,218,991,1,1,1185,123,90,5,0,133,80,0,213,15,14,26,30,33,28,38,17,6,11,0,0 to 98,42,46,142,16,9,15,173,25,39,0,7,0,1,3,218,82,136,213,5,0,1823,19,2065,1842,218,3,386,286,50,42,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2228,3,5,159,691,562,402,270,93,29,6,8,0 to 92,39,176,2044,8,2228,0,0,1,2005,1,95,0,230,1997,0,1,2227,227,3,0,0,8,222,0,230,0,1,14,59,56,56,37,5,1,1,0,12 to 85,41,123,97,5,5,7,140,83,7,0,1,0,0,1,230,222,8,230,0,0,2118,0,2350,2118,230,1,74,49,41,41,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2062,25,37,170,546,419,332,248,169,70,42,4,0 to 118,40,485,1551,26,2056,6,0,44,1896,9,367,6,376,1685,0,1,2055,364,9,2,1,95,278,0,373,14,20,40,97,69,68,52,12,4,0,0,0 to 84,38,149,177,34,13,61,155,157,40,1,11,0,0,2,376,280,96,373,3,0,2528,3,2909,2531,376,2,24,22,39,38,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3597,42,42,285,477,500,588,662,465,293,188,55,0 to 119,52,2002,1541,54,3546,51,0,168,3169,28,499,69,581,3014,0,2,3544,495,54,31,1,289,260,0,549,9,11,102,126,109,96,69,38,18,3,0,0 to 93,38,385,59,30,75,118,336,95,101,6,37,2,2,5,581,279,302,549,32,0,7721,21,8332,7742,581,5,105,97,44,38,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3512,91,107,250,432,439,458,676,557,291,202,9,0 to 119,54,1982,1435,95,3497,15,0,241,3047,63,408,16,316,3193,0,3,3494,273,41,2,0,156,158,0,314,10,16,37,68,47,46,44,27,14,7,0,0 to 97,40,142,121,41,10,44,256,14,11,0,31,0,0,3,316,160,156,314,2,0,5821,13,6155,5834,316,3,31,29,40,40,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,942,30,17,104,141,133,153,154,108,68,32,2,0 to 99,48,516,374,52,882,60,0,39,846,16,107,5,80,862,0,0,882,45,35,0,0,37,42,1,80,0,2,12,11,14,10,12,9,7,3,0,10 to 97,46,61,14,3,2,1,74,5,19,0,16,0,0,4,80,42,37,80,0,0,1747,60,1887,1807,80,4,111,110,48,46,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,942,14,13,76,142,132,155,164,159,65,21,1,0 to 119,51,449,478,15,930,12,0,7,760,5,195,8,191,751,0,0,930,169,19,1,2,25,163,0,188,1,0,20,57,48,34,16,12,3,0,0,1 to 83,38,109,65,9,5,16,147,25,7,0,5,0,0,0,191,164,27,188,3,0,2373,9,2577,2382,191,0,84,78,43,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8266,174,226,665,894,997,1090,1421,1405,974,398,22,0 to 100,55,4092,3733,441,8170,96,0,502,6546,82,1687,81,2151,6083,1,31,8139,2121,14,16,0,990,1140,5,2135,80,123,342,388,388,360,217,118,82,51,2,0 to 99,37,767,90,703,575,1210,497,428,315,2,180,1,1,26,2151,1149,997,2135,16,0,14924,78,17175,15002,2151,26,708,697,38,37,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,61995,1429,1802,6372,10220,9034,9416,9852,7652,4096,1891,231,0 to 119,47,35157,26547,291,61558,437,0,1004,57740,458,3543,325,12376,49489,23,107,61429,12019,265,89,3,6496,5752,36,12284,264,452,2459,3082,1900,1637,1184,657,385,238,118,0 to 104,34,3649,1666,1464,5505,2426,3593,6265,1068,11,634,8,3,145,12376,5796,6544,12284,92,0,119262,344,132072,119606,12376,145,3213,2866,37,34,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,17356,302,451,1211,1803,1900,2255,3125,3364,2068,774,103,0 to 119,57,9807,7262,287,17101,255,0,976,15333,177,2052,50,3175,14176,4,1,17096,3093,63,19,0,1642,1507,7,3156,67,184,462,572,519,442,374,256,182,117,0,0 to 101,40,1605,296,292,963,931,1168,1057,200,4,272,3,2,130,3175,1516,1652,3156,19,0,38360,236,41788,38596,3175,130,382,284,45,40,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8612,125,218,686,1012,1203,1421,1515,1332,765,313,22,0 to 101,52,4950,3560,102,8589,23,0,201,7922,130,685,61,801,7809,1,1,8587,722,74,5,0,437,359,0,796,5,17,93,114,114,140,119,100,58,40,1,0 to 100,49,400,151,71,174,76,525,195,167,0,109,0,0,34,801,362,439,796,5,0,16915,18,17745,16933,801,34,547,514,55,49,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1276,37,97,175,244,167,155,164,139,72,26,0,0 to 94,39,699,562,15,1269,7,0,70,667,2,528,8,468,808,0,0,1269,360,103,4,1,234,229,0,463,13,43,72,107,75,55,41,40,17,5,0,0 to 86,34,332,59,48,24,325,117,21,71,3,42,3,1,3,468,232,236,463,5,0,2149,2,2621,2151,468,3,786,687,35,34,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15703,176,239,1066,1825,1811,2253,2666,2909,1941,790,27,0 to 168,56,9586,6067,50,15676,27,0,4389,10489,177,3626,155,789,14513,0,401,15276,758,26,4,1,420,364,0,784,16,19,127,163,133,112,104,62,39,14,0,0 to 97,39,533,130,50,71,143,558,83,128,3,72,0,0,10,789,365,424,784,5,0,23860,21,24675,23881,789,10,853,688,45,39,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,21820,189,334,1358,2337,2402,3135,4430,4082,2206,1057,290,0 to 119,57,12188,8964,668,21721,99,0,505,20205,230,1524,147,2372,19444,0,4,21717,2139,216,16,1,1212,1139,4,2355,21,56,400,428,327,341,337,253,111,93,5,0 to 102,43,1048,342,429,536,284,1333,738,371,6,228,5,0,58,2372,1148,1220,2355,17,0,39233,82,41716,39315,2372,58,1418,804,49,43,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,816,21,27,66,91,133,107,138,123,69,40,1,0 to 118,52,484,315,17,816,0,0,11,700,6,98,2,69,747,0,0,816,53,16,0,0,35,34,0,69,0,3,13,5,11,11,11,6,6,3,0,6 to 91,48,53,15,0,1,0,67,2,17,0,12,0,0,4,69,34,35,69,0,0,1346,0,1415,1346,69,4,148,93,48,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16323,245,270,1015,1611,1631,2045,2624,2910,2054,674,1244,0 to 103,57,8570,6720,1033,16182,141,0,211,15363,222,755,106,1508,14783,0,32,16152,1470,19,19,0,743,739,7,1489,24,35,266,293,209,232,202,130,92,24,1,0 to 103,41,576,172,241,500,227,695,567,204,12,121,5,1,23,1508,750,751,1489,19,0,33379,120,35027,33499,1508,23,822,530,44,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1794,27,31,182,233,199,238,344,270,190,79,1,0 to 118,54,1035,742,17,1790,4,0,32,1474,16,375,8,182,1612,0,0,1790,154,25,0,3,61,117,1,179,1,3,41,41,30,18,23,14,7,4,0,3 to 99,36,77,10,86,6,94,78,7,21,0,16,0,0,1,182,119,62,179,3,0,3109,1,3294,3110,182,1,314,264,35,36,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3972,28,32,102,184,197,307,532,1450,920,134,86,0 to 119,69,1964,1817,191,3897,75,0,145,3540,164,345,61,387,3562,0,23,3874,334,50,2,1,140,241,3,384,1,7,18,19,47,53,55,114,62,11,0,4 to 92,63,270,50,13,51,30,296,58,77,0,50,0,0,17,387,243,141,384,3,0,7513,72,7979,7585,387,17,125,113,65,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,18813,246,429,1907,2604,2546,2866,3006,2580,1218,543,868,0 to 119,49,10618,8067,128,18769,44,0,368,17629,246,980,102,2837,15956,1,19,18750,2765,59,13,0,1491,1329,4,2824,39,58,729,662,412,378,244,165,84,66,0,0 to 100,33,1287,251,244,1042,406,893,1525,292,5,177,1,0,17,2837,1335,1498,2824,13,0,35458,30,38354,35488,2837,17,985,742,33,33,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,70935,1226,1626,6949,11320,10595,11000,10879,7658,3632,1378,4672,0 to 120,46,38525,32015,395,69759,1175,1,979,67707,585,2704,424,11458,59388,0,89,69672,11128,115,210,5,5339,5822,82,11243,174,271,2638,3136,1901,1529,1036,457,229,80,7,0 to 103,32,2793,1505,1922,5023,1702,2509,7032,913,48,463,38,5,59,11458,5944,5424,11242,215,1,128520,959,141093,129479,11458,59,1654,1428,35,32,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4256,41,80,234,413,387,509,785,949,649,201,8,0 to 222,60,2368,1698,190,4249,7,0,83,3632,119,404,30,345,3908,1,2,4247,213,132,0,0,170,175,0,345,4,8,43,45,34,50,76,48,25,12,0,0 to 97,53,271,17,17,40,30,270,45,42,0,39,0,0,13,345,175,170,345,0,0,10012,6,10367,10018,345,13,1209,754,57,53,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4195,70,69,351,563,502,612,742,594,426,262,4,0 to 102,53,2510,1663,22,4174,21,0,106,3694,66,393,50,451,3744,0,0,4174,328,116,6,1,216,227,1,444,6,11,75,94,63,67,66,43,17,9,0,0 to 92,40,265,35,23,121,53,203,188,76,2,39,2,1,5,451,229,221,444,7,0,10203,14,10669,10217,451,5,615,564,46,40,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,42255,432,635,3143,5568,4926,6036,7802,7033,4258,2329,93,0 to 120,55,24321,17820,114,41907,348,0,2586,36964,411,6150,395,7249,34955,1,50,41856,7017,156,69,7,3916,3237,20,7173,102,244,1211,1664,956,950,828,571,396,316,11,0 to 104,38,2987,1402,332,2452,489,3802,2882,846,19,685,17,2,180,7249,3282,3947,7173,76,0,89709,272,97263,89981,7249,180,706,614,41,38,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2479,75,83,222,331,303,304,384,317,239,211,10,0 to 118,52,1547,859,73,2464,15,0,66,2011,110,660,21,561,1917,0,1,2463,434,112,12,3,324,221,1,546,22,42,79,82,86,83,62,45,35,25,0,0 to 102,41,268,75,101,102,196,245,105,66,1,58,0,0,21,561,227,333,546,15,0,3828,0,4392,3828,561,21,68,64,47,41,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,53425,839,1169,5347,9210,7895,8090,9136,6620,3330,1663,126,-6 to 119,47,29247,23442,736,52784,641,0,953,49628,454,3001,224,7247,46113,10,55,52720,6726,409,101,11,3609,3506,20,7135,82,201,1333,2016,1254,930,758,420,160,90,3,0 to 101,34,2066,1879,675,2515,702,3612,2821,570,22,359,11,3,68,7247,3569,3656,7135,112,0,101138,528,109046,101666,7247,68,2687,2570,39,34,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,366,6,1,44,47,40,37,40,50,56,44,1,0 to 119,57,231,128,7,366,0,0,12,327,0,23,1,33,333,0,0,366,26,7,0,0,16,17,0,33,1,1,4,9,2,5,4,4,1,2,0,3 to 98,36,23,7,2,1,7,25,1,7,0,3,0,0,0,33,17,16,33,0,0,520,0,554,520,33,0,20,20,46,36,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,637,11,15,41,57,67,110,129,122,65,20,0,0 to 94,56,371,262,4,580,57,0,21,584,1,73,13,32,604,0,1,579,26,3,3,0,15,14,0,29,0,1,5,2,5,10,5,3,0,1,0,9 to 89,46,22,4,2,1,2,26,1,7,1,2,1,0,0,32,16,16,29,3,0,1502,54,1588,1556,32,0,66,63,48,46,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1203,11,24,62,81,112,140,407,279,73,14,0,0 to 118,59,330,867,6,1203,0,0,20,1132,4,102,4,71,1132,0,0,1203,55,16,0,0,17,54,0,71,0,5,8,9,4,5,25,13,2,0,0,6 to 80,56,45,21,3,2,3,63,5,10,0,10,0,0,2,71,54,17,71,0,0,2282,0,2353,2282,71,2,119,117,61,56,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1512,21,28,126,197,175,225,294,190,146,103,7,0 to 118,54,944,543,25,1510,2,0,33,1400,34,181,2,89,1422,0,1,1509,43,46,0,0,63,26,0,89,1,4,11,12,13,10,8,7,12,11,0,1 to 107,50,65,19,3,2,6,79,4,13,0,13,0,0,2,89,26,63,89,0,0,2592,2,2685,2594,89,2,240,208,62,50,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1300,14,30,101,149,173,218,247,218,110,39,1,0 to 102,53,739,551,10,1295,5,0,18,1201,13,214,6,71,1228,0,1,1294,50,18,2,1,44,24,0,68,1,0,16,14,9,13,7,6,4,1,0,3 to 86,38,41,18,3,6,5,57,6,13,0,8,0,0,1,71,25,46,68,3,0,2197,2,2274,2199,71,1,157,82,46,38,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21028,274,387,1448,2231,2336,2928,4571,4013,2125,567,148,0 to 119,57,11860,9064,104,21006,22,0,404,19829,107,1491,101,2180,18846,0,2,21004,2095,69,14,2,1102,1059,3,2164,29,55,470,480,342,299,266,135,63,41,0,0 to 99,36,1223,141,142,658,360,1141,663,242,3,116,3,0,17,2180,1066,1111,2164,16,0,45604,6,47796,45610,2180,17,1009,951,42,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,21546,504,605,1860,2914,2937,3098,3352,3140,1971,825,340,0 to 119,50,12290,9072,184,21448,98,0,552,19036,231,2093,150,4327,17200,1,18,21429,3891,417,17,2,2302,2001,5,4308,74,149,666,815,776,620,501,345,235,146,0,0 to 103,40,2042,613,409,1244,1064,1789,1455,727,10,480,5,1,102,4327,2008,2314,4308,19,0,44163,79,48595,44242,4327,102,1810,1240,46,40,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,14955,205,414,1205,2258,2185,2455,2447,1830,916,329,711,0 to 155,48,8288,6591,76,14862,93,0,815,12848,390,1554,219,2349,12545,2,59,14802,2245,39,63,2,1158,1122,4,2284,41,70,357,589,381,394,252,144,95,24,2,0 to 102,37,867,155,813,449,1118,527,639,392,8,201,7,2,26,2349,1167,1177,2284,65,0,25023,27,27447,25050,2349,26,1426,914,44,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3962,64,63,205,419,365,471,627,733,636,359,20,0 to 119,61,2400,1524,38,3896,66,0,77,3597,47,333,31,372,3584,0,6,3890,322,47,3,0,198,171,0,369,11,12,43,53,52,64,63,37,32,5,0,0 to 91,48,221,65,55,28,131,203,35,84,2,67,1,0,11,372,174,198,369,3,0,9070,63,9520,9133,372,11,494,379,51,48,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,29715,369,518,2439,3681,3749,4211,4882,4986,3315,1505,60,0 to 119,54,16977,12509,229,28724,990,1,803,25872,613,3448,185,6223,23471,1,20,28704,5880,225,112,6,3210,2851,44,6105,101,185,957,1126,975,953,751,517,365,288,5,0 to 101,42,3256,797,171,1881,1862,2278,1965,1034,15,602,13,4,161,6223,2917,3260,6104,118,1,51395,872,58505,52267,6223,161,2885,1278,46,42,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,17876,404,700,1806,2112,2253,2308,2600,2803,2137,713,40,0 to 105,52,9559,8224,93,17508,368,0,567,14263,356,3314,172,4539,13229,3,105,17400,4129,321,73,16,2182,2256,12,4450,135,249,837,745,775,623,522,316,229,106,2,0 to 101,38,2257,202,360,1631,2080,919,1451,536,20,349,11,6,82,4539,2310,2217,4450,89,0,30304,279,35138,30583,4539,82,3946,2959,40,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,176778,1964,3023,14406,28698,28376,32053,29796,20024,11287,6467,684,0 to 225,48,91968,83670,1140,175261,1516,1,4438,158257,2785,19204,1027,40265,136249,101,163,174999,38800,914,542,9,19683,19998,33,39714,430,872,4388,7424,6701,7188,5828,3660,2148,1548,78,0 to 108,45,18015,5246,1599,14854,18365,6644,14705,6978,50,4056,31,15,1018,40265,20281,19935,39713,551,1,287940,964,329523,288904,40265,1018,5657,4917,47,45,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3936,32,73,254,495,530,671,853,620,299,108,1,0 to 101,53,2051,1875,10,3850,86,0,1310,2100,83,874,137,296,3598,0,42,3812,257,23,12,4,124,156,0,280,3,13,26,47,45,53,38,37,22,12,0,2 to 100,47,186,11,5,78,75,122,83,49,3,23,2,0,5,296,166,130,280,16,0,5560,65,5921,5625,296,5,823,545,54,47,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7435,238,285,719,990,1030,1106,1206,1057,552,242,10,0 to 119,49,4089,3318,28,7366,69,0,148,6754,99,499,90,676,6757,1,1,7364,623,45,8,0,304,363,1,668,11,15,197,118,87,101,74,41,19,13,0,0 to 98,34,514,54,19,81,28,535,105,41,0,38,1,0,9,676,366,309,668,8,0,12493,61,13232,12554,676,9,1319,773,41,34,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1803,53,53,133,194,239,264,315,255,161,133,3,0 to 101,53,996,767,40,1730,73,0,47,1593,15,301,56,291,1512,0,0,1730,235,23,30,3,134,121,3,258,6,17,43,36,52,36,53,26,16,6,0,0 to 101,42,223,14,5,16,72,168,18,41,7,26,2,0,9,291,134,154,258,33,0,3395,40,3729,3435,291,9,179,124,46,42,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3129,32,42,268,534,529,545,484,314,234,141,6,0 to 105,47,1419,1619,91,3106,23,0,18,2625,19,372,31,381,2746,1,1,3104,334,38,8,1,101,271,0,372,5,10,41,86,82,74,55,20,7,1,0,0 to 87,40,169,141,20,42,29,227,116,47,2,29,0,0,2,381,275,106,372,9,0,4928,14,5332,4942,381,2,549,347,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,936,12,16,61,99,116,149,198,131,99,55,0,0 to 119,55,553,362,21,930,6,0,34,752,9,154,14,117,816,0,3,927,91,24,2,0,61,54,0,115,0,2,7,14,12,15,24,20,16,7,0,9 to 99,57,81,23,1,10,1,103,11,13,0,20,0,0,13,117,54,63,115,2,0,1746,4,1868,1750,117,13,163,105,59,57,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3428,47,55,268,359,407,469,645,615,386,173,4,0 to 103,56,1849,1388,191,3317,111,0,71,3183,28,156,39,225,3194,0,9,3308,193,22,8,2,104,111,0,215,3,3,46,37,47,28,23,25,8,5,0,0 to 91,41,137,25,6,47,5,158,52,40,1,18,0,0,1,225,114,111,215,10,0,7102,101,7431,7203,225,1,278,272,43,41,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,332,5,13,46,67,69,39,32,31,23,6,1,1 to 90,39,155,175,2,332,0,0,34,205,3,148,0,167,165,0,0,332,165,2,0,0,58,109,0,167,2,3,29,47,46,21,12,5,1,1,0,1 to 89,36,115,18,7,27,90,49,28,22,0,15,0,0,1,167,109,58,167,0,0,493,0,660,493,167,1,157,98,37,36,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5777,64,53,293,486,559,798,1107,1098,756,557,6,0 to 119,60,3390,2321,66,5758,19,0,230,5067,62,736,28,836,4935,1,5,5752,671,162,2,1,481,350,2,833,8,9,68,85,72,103,149,127,101,114,0,0 to 101,60,644,63,17,109,56,642,135,131,1,151,1,0,76,836,352,482,833,3,0,11906,16,12762,11922,836,76,114,95,63,60,3.83218059315228,0.165856243943894
