"County","State","Country","Lat","Long","Date","Cases","New Cases","Deaths","New Deaths","Recovered","New Recovered","Active","Tested","","","","","","","","","","","",""
"Greene","MO","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/12/2020","1","1","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/13/2020","1","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/14/2020","2","1","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/15/2020","2","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/16/2020","3","1","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/17/2020","4","1","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/18/2020","4","0","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/19/2020","6","2","","","","","","","","","","","","","","","","","",""
"Greene","MO","USA","","","3/20/2020","6","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/12/2020","0","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/13/2020","1","1","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/14/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/15/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/16/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/17/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/18/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/19/2020","1","0","","","","","","","","","","","","","","","","","",""
"Henry","MO","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/17/2020","1","1","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/18/2020","1","0","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/19/2020","3","2","","","","","","","","","","","","","","","","","",""
"Jackson","MO","USA","","","3/20/2020","8","5","1","1","","","","","","","","","","","","","","","",""
"Kansas City","MO","USA","","","3/18/2020","2","2","","","","","","","","","","","","","","","","","",""
"Kansas City","MO","USA","","","3/19/2020","6","4","","","","","","","","","","","","","","","","","",""
"Kansas City","MO","USA","","","3/20/2020","12","6","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/11/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/12/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/13/2020","","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Pulaski","MO","USA","","","3/19/2020","1","1","","","","","","","","","","","","","","","","","",""
"Pulaski","MO","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"Scott","MO","USA","","","3/19/2020","1","1","","","","","","","","","","","","","","","","","",""
"Scott","MO","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Charles","MO","USA","","","3/18/2020","1","1","","","","","","","","","","","","","","","","","",""
"St. Charles","MO","USA","","","3/19/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Charles","MO","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/15/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/16/2020","1","1","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/17/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/18/2020","2","2","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/19/2020","2","0","","","","","","","","","","","","","","","","","",""
"St. Louis City","MO","USA","","","3/20/2020","5","3","1","1","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/22/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/23/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/24/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/25/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/26/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/27/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/28/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/29/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/30/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","1/31/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/1/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/2/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/3/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/4/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/5/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/6/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/7/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/8/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/9/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/10/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/11/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/12/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/13/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/14/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/15/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/16/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/17/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/18/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/19/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/20/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/21/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/22/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/23/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/24/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/25/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/26/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/27/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/28/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","2/29/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/1/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/2/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/3/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/4/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/5/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/6/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/7/2020","0","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/8/2020","1","1","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/9/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/10/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/11/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/12/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/13/2020","1","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/14/2020","2","1","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/15/2020","2","0","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/16/2020","3","1","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/17/2020","4","1","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/18/2020","6","2","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/19/2020","10","4","","","","","","","","","","","","","","","","","",""
"St. Louis County","MO","USA","38.6103","-90.4125","3/20/2020","10","0","","","","","","","","","","","","","","","","","",""
"Unassigned","MO","USA","","","3/19/2020","2","2","","","","","","","","","","","","","","","","","",""
"Unassigned","MO","USA","","","3/20/2020","2","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/12/2020","","0","","","","","","","","","","","","","","","","","",""
"","MO","USA","","","3/13/2020","","0","","","","","","","","","","","","","","","","","",""
