ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,14662,170,229,968,1471,1438,1857,2604,2873,2030,979,43,0 to 119,59,8167,6334,161,14407,255,0,588,13330,190,1589,103,2191,12462,1,8,14398,2085,67,33,6,1090,1056,6,2152,22,60,353,391,309,299,256,203,167,129,2,0 to 104,43,1154,104,154,740,246,1026,880,261,17,223,12,2,98,2191,1080,1105,2152,39,0,38557,216,40969,38773,2191,98,729,623,56,,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2840,75,143,271,408,410,485,518,297,159,70,4,0 to 102,47,1178,1533,129,2830,10,0,97,2000,48,755,14,752,2082,0,6,2824,626,126,0,0,337,412,3,752,28,74,115,155,128,102,86,46,10,8,0,0 to 92,35,552,81,27,92,462,187,103,118,0,68,0,0,10,752,412,337,752,0,0,4639,10,5407,4649,752,10,936,803,35,,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4121,51,43,229,415,480,586,801,800,496,214,6,0 to 119,58,2416,1650,55,4082,39,0,155,3716,37,331,45,392,3727,0,2,4080,332,51,9,0,227,153,3,383,5,6,48,63,41,61,69,64,29,6,0,1 to 94,51,245,51,65,22,56,299,28,56,4,34,2,1,5,392,158,231,383,9,0,8581,30,9008,8611,392,5,451,416,56,,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2919,98,134,397,541,481,416,367,221,148,108,8,0 to 104,40,1432,1470,17,2917,2,0,250,1734,32,1063,5,1101,1818,0,0,2917,1056,45,0,0,455,639,7,1101,32,54,171,250,216,164,100,57,35,21,1,0 to 101,37,880,111,35,75,779,263,59,178,0,95,0,0,27,1101,639,455,1101,0,0,4639,2,5749,4641,1101,27,1551,1124,37,,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6353,78,119,519,638,619,781,991,1131,831,628,18,0 to 119,59,3846,2470,37,6281,72,0,235,5223,77,1041,73,953,5375,0,25,6258,927,14,10,2,482,450,9,941,14,52,181,166,133,132,87,79,66,42,1,0 to 99,39,387,60,92,402,193,304,444,117,6,63,3,0,17,953,458,486,941,12,0,15278,58,16292,15336,953,17,1408,922,44,,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,110688,1936,2673,8780,16998,17223,19022,19836,13354,7063,3598,205,0 to 119,49,59754,49403,1531,109084,1604,0,3802,92941,2336,18312,1094,21857,88774,15,42,109030,19956,1560,313,27,10858,10575,83,21516,340,771,3084,4486,3834,3549,2976,1523,857,427,9,0 to 102,40,9158,6285,1661,4412,7348,9923,4245,4174,74,2284,60,22,414,21856,10795,10978,21516,340,0,205662,1261,228905,206923,21856,414,11888,11519,45,,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19722,471,527,1908,2735,2314,2638,3506,2929,1688,969,37,0 to 119,52,11812,7866,44,16719,3003,0,368,18410,183,1348,92,2942,16773,2,5,16712,2435,72,435,0,1377,1129,1,2507,35,93,615,578,379,348,341,239,197,117,0,0 to 105,37,1165,682,83,577,97,1684,726,215,2,110,1,3,47,2942,1297,1644,2507,435,0,32789,2568,38311,35357,2942,47,944,864,48,,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1943,36,78,278,261,224,240,293,200,182,140,11,0 to 119,48,1127,796,20,1933,10,0,122,1449,2,387,15,439,1504,0,0,1933,400,37,2,0,225,211,1,437,13,38,85,81,74,52,62,20,10,4,0,0 to 93,35,290,39,54,54,228,151,58,43,0,39,2,0,0,439,212,226,437,2,0,3656,8,4105,3664,439,0,572,491,33,,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,504,3,5,27,38,41,54,116,130,74,16,0,0 to 95,63,289,211,4,500,4,0,10,472,0,17,8,15,489,0,0,500,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,21 to 77,63,11,2,0,1,0,13,1,0,0,0,0,0,0,15,2,13,14,1,0,1320,3,1338,1323,15,0,48,47,42,,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16451,221,240,2081,3088,2350,2315,2635,1941,931,582,67,0 to 119,45,9426,6877,148,16171,280,0,295,15739,61,766,73,1636,14809,6,0,16165,1538,68,19,11,802,800,4,1606,13,39,567,387,167,167,132,104,38,20,2,0 to 103,29,556,310,254,486,262,825,519,176,7,96,5,0,12,1636,817,815,1606,30,0,43746,250,45643,43996,1636,12,164,142,32,,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,11122,152,277,1054,1238,1603,1835,1929,1705,905,405,19,0 to 119,51,6075,4878,169,11080,42,0,383,9823,208,905,177,1383,9684,11,44,11026,1252,108,19,4,670,668,22,1360,17,30,353,226,176,223,186,106,51,14,1,0 to 98,38,730,63,53,514,62,746,552,121,4,77,4,0,8,1383,679,682,1360,23,0,22229,18,23658,22247,1383,8,1218,1178,48,,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1478,1,4,89,184,198,205,188,139,209,258,3,3 to 119,57,967,495,16,169,1309,0,4,1462,0,24,15,230,1247,1,0,168,46,0,181,3,12,25,9,46,1,3,34,63,43,41,24,9,5,6,1,12 to 86,33,18,2,0,26,21,0,25,0,2,0,1,0,0,230,126,94,46,184,0,1514,1125,2884,2639,230,0,32,30,41,,0.736908814303344,0.0426371109693887
